id,time,會計年度,月份,款,項,目,節,預算科目編號,預算科目名稱,分支計畫編號,分支計畫名稱,用途別編號,用途別名稱,原預算數,追加減數,第一預備金,第二預備金,經費流用數,預算調整數,截至本月止分配預算數_1,本月實現數,截至本月止累計實現數_2,應付數,已分配尚未執行數,備註_預暫付數
201,10501,105,1,01,,,,0002000000-8,總統府主管,,,,,"1,114,839,000",0,0,0,0,0,"231,227,000","169,783,289","169,783,289",0,"61,443,711","31,941,563"
201,10501,105,1,,01,,,0002010000-4,總統府,,,,,"1,114,839,000",0,0,0,0,0,"231,227,000","169,783,289","169,783,289",0,"61,443,711","31,941,563"
201,10501,105,1,,,01,,3202010100-9,一般行政,,,,,"925,811,000",0,0,0,0,0,"215,982,000","163,251,321","163,251,321",0,"52,730,679","27,728,523"
201,10501,105,1,,,,,3202010100-9,一般行政,,,0100,01000000,"687,394,000",0,0,0,0,0,"202,959,000","160,445,769","160,445,769",0,"42,513,231","24,519,970"
201,10501,105,1,,,,,3202010100-9,一般行政,,,0200,02000000,"235,324,000",0,0,0,0,0,"11,997,000","1,953,552","1,953,552",0,"10,043,448","3,204,553"
201,10501,105,1,,,,,3202010100-9,一般行政,,,0400,04000000,"3,093,000",0,0,0,0,0,"1,026,000","852,000","852,000",0,"174,000","4,000"
201,10501,105,1,,,01,,3202010100-9*,一般行政,,,,,"50,279,000",0,0,0,0,0,"270,000",0,0,0,"270,000",0
201,10501,105,1,,,,,3202010100-9*,一般行政,,,0300,03000000,"50,279,000",0,0,0,0,0,"270,000",0,0,0,"270,000",0
201,10501,105,1,,,02,,3202010200-3,國務機要,,,,,"30,000,000",0,0,0,0,0,"8,000,000","3,526,580","3,526,580",0,"4,473,420","3,954,045"
201,10501,105,1,,,,,3202010200-3,國務機要,,,0200,02000000,"30,000,000",0,0,0,0,0,"8,000,000","3,526,580","3,526,580",0,"4,473,420","3,954,045"
201,10501,105,1,,,03,,3202010300-8,國家慶典,,,,,"51,612,000",0,0,0,0,0,"3,250,000","479,060","479,060",0,"2,770,940",0
201,10501,105,1,,,,,3202010300-8,國家慶典,,,0100,01000000,"500,000",0,0,0,0,0,"50,000",0,0,0,"50,000",0
201,10501,105,1,,,,,3202010300-8,國家慶典,,,0200,02000000,"51,112,000",0,0,0,0,0,"3,200,000","479,060","479,060",0,"2,720,940",0
201,10501,105,1,,,04,,3202010400-2,研究發展,,,,,"8,569,000",0,0,0,0,0,"307,000","224,826","224,826",0,"82,174",0
201,10501,105,1,,,,01,3202010401-5,國家發展研究及諮詢,,,,,"8,569,000",0,0,0,0,0,"307,000","224,826","224,826",0,"82,174",0
201,10501,105,1,,,,,3202010401-5,"國家發展研究及諮
詢",,,0200,02000000,"8,569,000",0,0,0,0,0,"307,000","224,826","224,826",0,"82,174",0
201,10501,105,1,,,05,,3202010500-7,新聞發布,,,,,"11,417,000",0,0,0,0,0,"1,036,000","532,199","532,199",0,"503,801","99,200"
201,10501,105,1,,,,,3202010500-7,新聞發布,,,0200,02000000,"11,417,000",0,0,0,0,0,"1,036,000","532,199","532,199",0,"503,801","99,200"
201,10501,105,1,,,06,,3202010600-1,卸任禮遇,,,,,"27,321,000",0,0,0,0,0,"2,337,000","1,769,183","1,769,183",0,"567,817","159,795"
201,10501,105,1,,,,,3202010600-1,卸任禮遇,,,0100,01000000,"8,075,000",0,0,0,0,0,"1,257,000","1,256,600","1,256,600",0,400,0
201,10501,105,1,,,,,3202010600-1,卸任禮遇,,,0200,02000000,"19,246,000",0,0,0,0,0,"1,080,000","512,583","512,583",0,"567,417","159,795"
201,10501,105,1,,,07,,3202010800-0,公報編印及印信勳章鑄造,,,,,"7,757,000",0,0,0,0,0,"45,000",120,120,0,"44,880",0
201,10501,105,1,,,,,3202010800-0,"公報編印及印信勳
章鑄造",,,0200,02000000,"7,757,000",0,0,0,0,0,"45,000",120,120,0,"44,880",0
201,10501,105,1,,,08,,3202019800-0,第一預備金,,,,,"2,073,000",0,0,0,0,0,0,0,0,0,0,0
201,10501,105,1,,,,,3202019800-0,第一預備金,,,0900,09000000,"2,073,000",0,0,0,0,0,0,0,0,0,0,0
201,10501,105,1,02,,,,8903304500-4,公教人員婚喪生育及子女教育補助,,,,,"195,450",0,0,0,0,0,"195,450","195,450","195,450",0,0,0
201,10501,105,1,,,,,8903304500-4,"公教人員婚喪生育及子女教育
補助",,,0100,01000000,"195,450",0,0,0,0,0,"195,450","195,450","195,450",0,0,0
201,10501,105,1,05,,,,6806205800-3,早期退休公教人員生活困難照護金,,,,,"93,000",0,0,0,0,0,"93,000","93,000","93,000",0,0,0
201,10501,105,1,,,,,6806205800-3,"早期退休公教人員生活困難照
護金",,,0400,04000000,"93,000",0,0,0,0,0,"93,000","93,000","93,000",0,0,0
201,10501,105,1,05,,,,7506205300-0,公務人員退休撫卹給付,,,,,"39,488,677",0,0,0,0,0,"39,488,677","39,488,677","39,488,677",0,0,0
201,10501,105,1,,,,,7506205300-0,公務人員退休撫卹給付,,,0100,01000000,"39,488,677",0,0,0,0,0,"39,488,677","39,488,677","39,488,677",0,0,0
201,10501,105,1,,,,,合計,,,,,,"1,154,616,127",0,0,0,0,0,"271,004,127","209,560,416","209,560,416",0,"61,443,711","31,941,563"
201,10502,105,2,01,,,,0002000000-8,總統府主管,,,,,"1,114,839,000",0,0,0,0,0,"289,029,000","53,697,088","223,480,377",0,"65,548,623","28,774,442"
201,10502,105,2,,01,,,0002010000-4,總統府,,,,,"1,114,839,000",0,0,0,0,0,"289,029,000","53,697,088","223,480,377",0,"65,548,623","28,774,442"
201,10502,105,2,,,01,,3202010100-9,一般行政,,,,,"925,811,000",0,0,0,0,0,"266,264,000","44,426,892","207,678,213",0,"58,585,787","26,429,322"
201,10502,105,2,,,,,3202010100-9,一般行政,,,0100,01000000,"687,394,000",0,0,0,0,0,"245,347,000","38,270,436","198,716,205",0,"46,630,795","24,519,970"
201,10502,105,2,,,,,3202010100-9,一般行政,,,0200,02000000,"235,324,000",0,0,0,0,0,"19,890,000","6,152,456","8,106,008",0,"11,783,992","1,909,352"
201,10502,105,2,,,,,3202010100-9,一般行政,,,0400,04000000,"3,093,000",0,0,0,0,0,"1,027,000","4,000","856,000",0,"171,000",0
201,10502,105,2,,,01,,3202010100-9*,一般行政,,,,,"50,279,000",0,0,0,0,0,"540,000","36,779","36,779",0,"503,221",0
201,10502,105,2,,,,,3202010100-9*,一般行政,,,0300,03000000,"50,279,000",0,0,0,0,0,"540,000","36,779","36,779",0,"503,221",0
201,10502,105,2,,,02,,3202010200-3,國務機要,,,,,"30,000,000",0,0,0,0,0,"10,600,000","3,438,898","6,965,478",0,"3,634,522","2,345,120"
201,10502,105,2,,,,,3202010200-3,國務機要,,,0200,02000000,"30,000,000",0,0,0,0,0,"10,600,000","3,438,898","6,965,478",0,"3,634,522","2,345,120"
201,10502,105,2,,,03,,3202010300-8,國家慶典,,,,,"51,612,000",0,0,0,0,0,"5,080,000","2,561,761","3,040,821",0,"2,039,179",0
201,10502,105,2,,,,,3202010300-8,國家慶典,,,0100,01000000,"500,000",0,0,0,0,0,"100,000",0,0,0,"100,000",0
201,10502,105,2,,,,,3202010300-8,國家慶典,,,0200,02000000,"51,112,000",0,0,0,0,0,"4,980,000","2,561,761","3,040,821",0,"1,939,179",0
201,10502,105,2,,,04,,3202010400-2,研究發展,,,,,"8,569,000",0,0,0,0,0,"695,000","191,666","416,492",0,"278,508",0
201,10502,105,2,,,,01,3202010401-5,國家發展研究及諮詢,,,,,"8,569,000",0,0,0,0,0,"695,000","191,666","416,492",0,"278,508",0
201,10502,105,2,,,,,3202010401-5,"國家發展研究及諮
詢",,,0200,02000000,"8,569,000",0,0,0,0,0,"695,000","191,666","416,492",0,"278,508",0
201,10502,105,2,,,05,,3202010500-7,新聞發布,,,,,"11,417,000",0,0,0,0,0,"2,194,000","1,640,574","2,172,773",0,"21,227",0
201,10502,105,2,,,,,3202010500-7,新聞發布,,,0200,02000000,"11,417,000",0,0,0,0,0,"2,194,000","1,640,574","2,172,773",0,"21,227",0
201,10502,105,2,,,06,,3202010600-1,卸任禮遇,,,,,"27,321,000",0,0,0,0,0,"3,571,000","1,374,261","3,143,444",0,"427,556",0
201,10502,105,2,,,,,3202010600-1,卸任禮遇,,,0100,01000000,"8,075,000",0,0,0,0,0,"1,887,000","628,300","1,884,900",0,"2,100",0
201,10502,105,2,,,,,3202010600-1,卸任禮遇,,,0200,02000000,"19,246,000",0,0,0,0,0,"1,684,000","745,961","1,258,544",0,"425,456",0
201,10502,105,2,,,07,,3202010800-0,公報編印及印信勳章鑄造,,,,,"7,757,000",0,0,0,0,0,"85,000","26,257","26,377",0,"58,623",0
201,10502,105,2,,,,,3202010800-0,"公報編印及印信勳
章鑄造",,,0200,02000000,"7,757,000",0,0,0,0,0,"85,000","26,257","26,377",0,"58,623",0
201,10502,105,2,,,08,,3202019800-0,第一預備金,,,,,"2,073,000",0,0,0,0,0,0,0,0,0,0,0
201,10502,105,2,,,,,3202019800-0,第一預備金,,,0900,09000000,"2,073,000",0,0,0,0,0,0,0,0,0,0,0
201,10502,105,2,02,,,,8903304500-4,公教人員婚喪生育及子女教育補助,,,,,"3,107,970",0,0,0,0,0,"3,107,970","733,520","928,970",0,"2,179,000","2,179,000"
201,10502,105,2,,,,,8903304500-4,"公教人員婚喪生育及子女教育
補助",,,0100,01000000,"3,107,970",0,0,0,0,0,"3,107,970","733,520","928,970",0,"2,179,000","2,179,000"
201,10502,105,2,05,,,,6806205800-3,早期退休公教人員生活困難照護金,,,,,"93,000",0,0,0,0,0,"93,000",0,"93,000",0,0,0
201,10502,105,2,,,,,6806205800-3,"早期退休公教人員生活困難照
護金",,,0400,04000000,"93,000",0,0,0,0,0,"93,000",0,"93,000",0,0,0
201,10502,105,2,05,,,,7506205300-0,公務人員退休撫卹給付,,,,,"39,868,206",0,0,0,0,0,"39,868,206","379,529","39,868,206",0,0,0
201,10502,105,2,,,,,7506205300-0,公務人員退休撫卹給付,,,0100,01000000,"39,868,206",0,0,0,0,0,"39,868,206","379,529","39,868,206",0,0,0
201,10502,105,2,,,,,合計,,,,,,"1,157,908,176",0,0,0,0,0,"332,098,176","54,810,137","264,370,553",0,"67,727,623","30,953,442"
201,10503,105,3,01,,,,0002000000-8,總統府主管,,,,,"1,114,839,000",0,0,0,0,0,"351,465,000","56,151,760","279,632,137",0,"71,832,863","27,844,935"
201,10503,105,3,,01,,,0002010000-4,總統府,,,,,"1,114,839,000",0,0,0,0,0,"351,465,000","56,151,760","279,632,137",0,"71,832,863","27,844,935"
201,10503,105,3,,,01,,3202010100-9,一般行政,,,,,"925,811,000",0,0,0,0,0,"322,914,000","50,196,647","257,874,860",0,"65,039,140","26,849,835"
201,10503,105,3,,,,,3202010100-9,一般行政,,,0100,01000000,"687,394,000",0,0,0,0,0,"288,128,000","42,527,033","241,243,238",0,"46,884,762","23,987,024"
201,10503,105,3,,,,,3202010100-9,一般行政,,,0200,02000000,"235,324,000",0,0,0,0,0,"33,757,000","7,667,714","15,773,722",0,"17,983,278","2,862,811"
201,10503,105,3,,,,,3202010100-9,一般行政,,,0400,04000000,"3,093,000",0,0,0,0,0,"1,029,000","1,900","857,900",0,"171,100",0
201,10503,105,3,,,01,,3202010100-9*,一般行政,,,,,"50,279,000",0,0,0,0,0,"1,750,000","461,436","498,215",0,"1,251,785",0
201,10503,105,3,,,,,3202010100-9*,一般行政,,,0300,03000000,"50,279,000",0,0,0,0,0,"1,750,000","461,436","498,215",0,"1,251,785",0
201,10503,105,3,,,02,,3202010200-3,國務機要,,,,,"30,000,000",0,0,0,0,0,"10,970,000","2,392,530","9,358,008",0,"1,611,992","980,100"
201,10503,105,3,,,,,3202010200-3,國務機要,,,0200,02000000,"30,000,000",0,0,0,0,0,"10,970,000","2,392,530","9,358,008",0,"1,611,992","980,100"
201,10503,105,3,,,03,,3202010300-8,國家慶典,,,,,"51,612,000",0,0,0,0,0,"6,561,000","627,235","3,668,056",0,"2,892,944",0
201,10503,105,3,,,,,3202010300-8,國家慶典,,,0100,01000000,"500,000",0,0,0,0,0,"150,000",0,0,0,"150,000",0
201,10503,105,3,,,,,3202010300-8,國家慶典,,,0200,02000000,"51,112,000",0,0,0,0,0,"6,411,000","627,235","3,668,056",0,"2,742,944",0
201,10503,105,3,,,04,,3202010400-2,研究發展,,,,,"8,569,000",0,0,0,0,0,"1,137,000","239,928","656,420",0,"480,580",0
201,10503,105,3,,,,01,3202010401-5,國家發展研究及諮詢,,,,,"8,569,000",0,0,0,0,0,"1,137,000","239,928","656,420",0,"480,580",0
201,10503,105,3,,,,,3202010401-5,"國家發展研究及諮
詢",,,0200,02000000,"8,569,000",0,0,0,0,0,"1,137,000","239,928","656,420",0,"480,580",0
201,10503,105,3,,,05,,3202010500-7,新聞發布,,,,,"11,417,000",0,0,0,0,0,"3,178,000","571,752","2,744,525",0,"433,475",0
201,10503,105,3,,,,,3202010500-7,新聞發布,,,0200,02000000,"11,417,000",0,0,0,0,0,"3,178,000","571,752","2,744,525",0,"433,475",0
201,10503,105,3,,,06,,3202010600-1,卸任禮遇,,,,,"27,321,000",0,0,0,0,0,"4,815,000","1,635,691","4,779,135",0,"35,865",0
201,10503,105,3,,,,,3202010600-1,卸任禮遇,,,0100,01000000,"8,075,000",0,0,0,0,0,"2,514,000","628,300","2,513,200",0,800,0
201,10503,105,3,,,,,3202010600-1,卸任禮遇,,,0200,02000000,"19,246,000",0,0,0,0,0,"2,301,000","1,007,391","2,265,935",0,"35,065",0
201,10503,105,3,,,07,,3202010800-0,公報編印及印信勳章鑄造,,,,,"7,757,000",0,0,0,0,0,"140,000","26,541","52,918",0,"87,082","15,000"
201,10503,105,3,,,,,3202010800-0,"公報編印及印信勳
章鑄造",,,0200,02000000,"7,757,000",0,0,0,0,0,"140,000","26,541","52,918",0,"87,082","15,000"
201,10503,105,3,,,08,,3202019800-0,第一預備金,,,,,"2,073,000",0,0,0,0,0,0,0,0,0,0,0
201,10503,105,3,,,,,3202019800-0,第一預備金,,,0900,09000000,"2,073,000",0,0,0,0,0,0,0,0,0,0,0
201,10503,105,3,02,,,,8903304500-4,公教人員婚喪生育及子女教育補助,,,,,"3,097,470",0,0,0,0,0,"3,097,470","1,805,500","2,734,470",0,"363,000","363,000"
201,10503,105,3,,,,,8903304500-4,"公教人員婚喪生育及子女教育
補助",,,0100,01000000,"3,097,470",0,0,0,0,0,"3,097,470","1,805,500","2,734,470",0,"363,000","363,000"
201,10503,105,3,05,,,,6806205800-3,早期退休公教人員生活困難照護金,,,,,"93,000",0,0,0,0,0,"93,000",0,"93,000",0,0,0
201,10503,105,3,,,,,6806205800-3,"早期退休公教人員生活困難照
護金",,,0400,04000000,"93,000",0,0,0,0,0,"93,000",0,"93,000",0,0,0
201,10503,105,3,05,,,,7506205300-0,公務人員退休撫卹給付,,,,,"40,067,106",0,0,0,0,0,"40,067,106","198,900","40,067,106",0,0,0
201,10503,105,3,,,,,7506205300-0,公務人員退休撫卹給付,,,0100,01000000,"40,067,106",0,0,0,0,0,"40,067,106","198,900","40,067,106",0,0,0
201,10503,105,3,,,,,合計,,,,,,"1,158,096,576",0,0,0,0,0,"394,722,576","58,156,160","322,526,713",0,"72,195,863","28,207,935"
201,10504,105,4,01,,,,0002000000-8,總統府主管,,,,,"1,114,839,000",0,0,0,0,0,"420,030,000","59,690,657","339,322,794",0,"80,707,206","27,122,953"
201,10504,105,4,,01,,,0002010000-4,總統府,,,,,"1,114,839,000",0,0,0,0,0,"420,030,000","59,690,657","339,322,794",0,"80,707,206","27,122,953"
201,10504,105,4,,,01,,3202010100-9,一般行政,,,,,"925,811,000",0,0,0,0,0,"383,336,000","54,266,362","312,141,222",0,"71,194,778","26,142,853"
201,10504,105,4,,,,,3202010100-9,一般行政,,,0100,人事費,"687,394,000",0,0,0,0,0,"330,834,000","37,629,830","278,873,068",0,"51,960,932","23,987,024"
201,10504,105,4,,,,,3202010100-9,一般行政,,,0200,業務費,"235,324,000",0,0,0,0,0,"51,472,000","16,632,032","32,405,754",0,"19,066,246","2,155,829"
201,10504,105,4,,,,,3202010100-9,一般行政,,,0400,獎補助費,"3,093,000",0,0,0,0,0,"1,030,000","4,500","862,400",0,"167,600",0
201,10504,105,4,,,01,,3202010100-9*,一般行政,,,,,"50,279,000",0,0,0,0,0,"2,150,000","391,212","889,427",0,"1,260,573",0
201,10504,105,4,,,,,3202010100-9*,一般行政,,,0300,設備及投資,"50,279,000",0,0,0,0,0,"2,150,000","391,212","889,427",0,"1,260,573",0
201,10504,105,4,,,02,,3202010200-3,國務機要,,,,,"30,000,000",0,0,0,0,0,"11,340,000","253,158","9,611,166",0,"1,728,834","980,100"
201,10504,105,4,,,,,3202010200-3,國務機要,,,0200,業務費,"30,000,000",0,0,0,0,0,"11,340,000","253,158","9,611,166",0,"1,728,834","980,100"
201,10504,105,4,,,03,,3202010300-8,國家慶典,,,,,"51,612,000",0,0,0,0,0,"11,352,000","2,256,855","5,924,911",0,"5,427,089",0
201,10504,105,4,,,,,3202010300-8,國家慶典,,,0100,人事費,"500,000",0,0,0,0,0,"200,000",0,0,0,"200,000",0
201,10504,105,4,,,,,3202010300-8,國家慶典,,,0200,業務費,"51,112,000",0,0,0,0,0,"11,152,000","2,256,855","5,924,911",0,"5,227,089",0
201,10504,105,4,,,04,,3202010400-2,研究發展,,,,,"8,569,000",0,0,0,0,0,"1,670,000","544,839","1,201,259",0,"468,741",0
201,10504,105,4,,,,01,3202010401-5,國家發展研究及諮詢,,,,,"8,569,000",0,0,0,0,0,"1,670,000","544,839","1,201,259",0,"468,741",0
201,10504,105,4,,,,,3202010401-5,"國家發展研究及諮
詢",,,0200,業務費,"8,569,000",0,0,0,0,0,"1,670,000","544,839","1,201,259",0,"468,741",0
201,10504,105,4,,,05,,3202010500-7,新聞發布,,,,,"11,417,000",0,0,0,0,0,"4,017,000","904,306","3,648,831",0,"368,169",0
201,10504,105,4,,,,,3202010500-7,新聞發布,,,0200,業務費,"11,417,000",0,0,0,0,0,"4,017,000","904,306","3,648,831",0,"368,169",0
201,10504,105,4,,,06,,3202010600-1,卸任禮遇,,,,,"27,321,000",0,0,0,0,0,"5,845,000","898,593","5,677,728",0,"167,272",0
201,10504,105,4,,,,,3202010600-1,卸任禮遇,,,0100,人事費,"8,075,000",0,0,0,0,0,"3,000,000","484,764","2,997,964",0,"2,036",0
201,10504,105,4,,,,,3202010600-1,卸任禮遇,,,0200,業務費,"19,246,000",0,0,0,0,0,"2,845,000","413,829","2,679,764",0,"165,236",0
201,10504,105,4,,,07,,3202010800-0,公報編印及印信勳章鑄造,,,,,"7,757,000",0,0,0,0,0,"320,000","175,332","228,250",0,"91,750",0
201,10504,105,4,,,,,3202010800-0,"公報編印及印信勳
章鑄造",,,0200,業務費,"7,757,000",0,0,0,0,0,"320,000","175,332","228,250",0,"91,750",0
201,10504,105,4,,,08,,3202019800-0,第一預備金,,,,,"2,073,000",0,0,0,0,0,0,0,0,0,0,0
201,10504,105,4,,,,,3202019800-0,第一預備金,,,0900,預備金,"2,073,000",0,0,0,0,0,0,0,0,0,0,0
201,10504,105,4,02,,,,8903304500-4,公教人員婚喪生育及子女教育補助,,,,,"3,635,122",0,0,0,0,0,"3,635,122","900,652","3,635,122",0,0,0
201,10504,105,4,,,,,8903304500-4,"公教人員婚喪生育及子女教育
補助",,,0100,人事費,"3,635,122",0,0,0,0,0,"3,635,122","900,652","3,635,122",0,0,0
201,10504,105,4,05,,,,6806205800-3,早期退休公教人員生活困難照護金,,,,,"93,000",0,0,0,0,0,"93,000",0,"93,000",0,0,0
201,10504,105,4,,,,,6806205800-3,"早期退休公教人員生活困難照
護金",,,0400,獎補助費,"93,000",0,0,0,0,0,"93,000",0,"93,000",0,0,0
201,10504,105,4,05,,,,7506205300-0,公務人員退休撫卹給付,,,,,"40,067,106",0,0,0,0,0,"40,067,106",0,"40,067,106",0,0,0
201,10504,105,4,,,,,7506205300-0,公務人員退休撫卹給付,,,0100,人事費,"40,067,106",0,0,0,0,0,"40,067,106",0,"40,067,106",0,0,0
201,10504,105,4,,,,,合計,,,,,,"1,158,634,228",0,0,0,0,0,"463,825,228","60,591,309","383,118,022",0,"80,707,206","27,122,953"
201,10505,105,5,01,,,,0002000000-8,總統府主管,,,,,"1,114,839,000",0,0,0,0,0,"524,406,000","87,561,444","426,884,238",0,"97,521,762","1,989,976"
201,10505,105,5,,01,,,0002010000-4,總統府,,,,,"1,114,839,000",0,0,0,0,0,"524,406,000","87,561,444","426,884,238",0,"97,521,762","1,989,976"
201,10505,105,5,,,01,,3202010100-9,一般行政,,,,,"925,811,000",0,0,0,0,0,"447,536,000","75,009,529","387,150,751",0,"60,385,249","1,989,976"
201,10505,105,5,,,,,3202010100-9,一般行政,,,0100,01000000,"687,394,000",0,0,0,0,0,"373,859,000","63,325,794","342,198,862",0,"31,660,138",0
201,10505,105,5,,,,,3202010100-9,一般行政,,,0200,02000000,"235,324,000",0,0,0,0,0,"71,621,000","10,833,735","43,239,489",0,"28,381,511","1,985,976"
201,10505,105,5,,,,,3202010100-9,一般行政,,,0400,04000000,"3,093,000",0,0,0,0,0,"2,056,000","850,000","1,712,400",0,"343,600","4,000"
201,10505,105,5,,,01,,3202010100-9*,一般行政,,,,,"50,279,000",0,0,0,0,0,"6,350,000","255,490","1,144,917",0,"5,205,083",0
201,10505,105,5,,,,,3202010100-9*,一般行政,,,0300,03000000,"50,279,000",0,0,0,0,0,"6,350,000","255,490","1,144,917",0,"5,205,083",0
201,10505,105,5,,,02,,3202010200-3,國務機要,,,,,"30,000,000",0,0,0,0,0,"11,532,000","1,920,834","11,532,000",0,0,0
201,10505,105,5,,,,,3202010200-3,國務機要,,,0200,02000000,"30,000,000",0,0,0,0,0,"11,532,000","1,920,834","11,532,000",0,0,0
201,10505,105,5,,,03,,3202010300-8,國家慶典,,,,,"51,612,000",0,0,0,0,0,"41,798,000","6,327,138","12,252,049",0,"29,545,951",0
201,10505,105,5,,,,,3202010300-8,國家慶典,,,0100,01000000,"500,000",0,0,0,0,0,"500,000","127,337","127,337",0,"372,663",0
201,10505,105,5,,,,,3202010300-8,國家慶典,,,0200,02000000,"51,112,000",0,0,0,0,0,"41,298,000","6,199,801","12,124,712",0,"29,173,288",0
201,10505,105,5,,,04,,3202010400-2,研究發展,,,,,"8,569,000",0,0,0,0,0,"2,587,000","333,797","1,535,056",0,"1,051,944",0
201,10505,105,5,,,,01,3202010401-5,國家發展研究及諮詢,,,,,"8,569,000",0,0,0,0,0,"2,587,000","333,797","1,535,056",0,"1,051,944",0
201,10505,105,5,,,,,3202010401-5,"國家發展研究及諮
詢",,,0200,02000000,"8,569,000",0,0,0,0,0,"2,587,000","333,797","1,535,056",0,"1,051,944",0
201,10505,105,5,,,05,,3202010500-7,新聞發布,,,,,"11,417,000",0,0,0,0,0,"4,956,000","947,760","4,596,591",0,"359,409",0
201,10505,105,5,,,,,3202010500-7,新聞發布,,,0200,02000000,"11,417,000",0,0,0,0,0,"4,956,000","947,760","4,596,591",0,"359,409",0
201,10505,105,5,,,06,,3202010600-1,卸任禮遇,,,,,"27,321,000",0,0,0,0,0,"9,282,000","2,766,836","8,444,564",0,"837,436",0
201,10505,105,5,,,,,3202010600-1,卸任禮遇,,,0100,01000000,"8,075,000",0,0,0,0,0,"3,873,000","871,845","3,869,809",0,"3,191",0
201,10505,105,5,,,,,3202010600-1,卸任禮遇,,,0200,02000000,"19,246,000",0,0,0,0,0,"5,409,000","1,894,991","4,574,755",0,"834,245",0
201,10505,105,5,,,07,,3202010800-0,公報編印及印信勳章鑄造,,,,,"7,757,000",0,0,0,0,0,"365,000",60,"228,310",0,"136,690",0
201,10505,105,5,,,,,3202010800-0,"公報編印及印信勳
章鑄造",,,0200,02000000,"7,757,000",0,0,0,0,0,"365,000",60,"228,310",0,"136,690",0
201,10505,105,5,,,08,,3202019800-0,第一預備金,,,,,"2,073,000",0,0,0,0,0,0,0,0,0,0,0
201,10505,105,5,,,,,3202019800-0,第一預備金,,,0900,09000000,"2,073,000",0,0,0,0,0,0,0,0,0,0,0
201,10505,105,5,02,,,,8903304500-4,公教人員婚喪生育及子女教育補助,,,,,"3,873,162",0,0,0,0,0,"3,873,162","238,040","3,873,162",0,0,0
201,10505,105,5,,,,,8903304500-4,"公教人員婚喪生育及子女教育
補助",,,0100,01000000,"3,873,162",0,0,0,0,0,"3,873,162","238,040","3,873,162",0,0,0
201,10505,105,5,05,,,,6806205800-3,早期退休公教人員生活困難照護金,,,,,"186,000",0,0,0,0,0,"186,000","93,000","186,000",0,0,0
201,10505,105,5,,,,,6806205800-3,"早期退休公教人員生活困難照
護金",,,0400,04000000,"186,000",0,0,0,0,0,"186,000","93,000","186,000",0,0,0
201,10505,105,5,05,,,,7506205300-0,公務人員退休撫卹給付,,,,,"41,178,494",0,0,0,0,0,"41,178,494","1,111,388","41,178,494",0,0,0
201,10505,105,5,,,,,7506205300-0,公務人員退休撫卹給付,,,0100,01000000,"41,178,494",0,0,0,0,0,"41,178,494","1,111,388","41,178,494",0,0,0
201,10505,105,5,,,,,合計,,,,,,"1,160,076,656",0,0,0,0,0,"569,643,656","89,003,872","472,121,894",0,"97,521,762","1,989,976"
201,10506,105,6,01,,,,0002000000-8,總統府主管,,,,,"1,114,839,000",0,0,0,0,0,"618,254,000","69,482,420","496,366,658",0,"121,887,342","5,976,360"
201,10506,105,6,,01,,,0002010000-4,總統府,,,,,"1,114,839,000",0,0,0,0,0,"618,254,000","69,482,420","496,366,658",0,"121,887,342","5,976,360"
201,10506,105,6,,,01,,3202010100-9,一般行政,,,,,"925,811,000",0,0,0,0,0,"524,174,000","55,779,697","442,930,448",0,"81,243,552","2,147,459"
201,10506,105,6,,,,,3202010100-9,一般行政,,,0100,01000000,"687,394,000",0,0,0,0,0,"423,746,000","46,865,184","389,064,046",0,"34,681,954","124,302"
201,10506,105,6,,,,,3202010100-9,一般行政,,,0200,02000000,"235,324,000",0,0,0,0,0,"98,370,000","8,909,213","52,148,702",0,"46,221,298","2,023,157"
201,10506,105,6,,,,,3202010100-9,一般行政,,,0400,04000000,"3,093,000",0,0,0,0,0,"2,058,000","5,300","1,717,700",0,"340,300",0
201,10506,105,6,,,01,,3202010100-9*,一般行政,,,,,"50,279,000",0,0,0,0,0,"11,150,000","3,287,131","4,432,048",0,"6,717,952",0
201,10506,105,6,,,,,3202010100-9*,一般行政,,,0300,03000000,"50,279,000",0,0,0,0,0,"11,150,000","3,287,131","4,432,048",0,"6,717,952",0
201,10506,105,6,,,02,,3202010200-3,國務機要,,,,,"30,000,000",0,0,0,0,0,"16,000,000","1,495,330","13,027,330",0,"2,972,670","300,000"
201,10506,105,6,,,,,3202010200-3,國務機要,,,0200,02000000,"30,000,000",0,0,0,0,0,"16,000,000","1,495,330","13,027,330",0,"2,972,670","300,000"
201,10506,105,6,,,03,,3202010300-8,國家慶典,,,,,"51,612,000",0,0,0,0,0,"44,547,000","6,309,536","18,561,585",0,"25,985,415","3,348,000"
201,10506,105,6,,,,,3202010300-8,國家慶典,,,0100,01000000,"500,000",0,0,0,0,0,"500,000","204,729","332,066",0,"167,934",0
201,10506,105,6,,,,,3202010300-8,國家慶典,,,0200,02000000,"51,112,000",0,0,0,0,0,"44,047,000","6,104,807","18,229,519",0,"25,817,481","3,348,000"
201,10506,105,6,,,04,,3202010400-2,研究發展,,,,,"8,569,000",0,0,0,0,0,"3,626,000","314,865","1,849,921",0,"1,776,079","80,901"
201,10506,105,6,,,,01,3202010401-5,國家發展研究及諮詢,,,,,"8,569,000",0,0,0,0,0,"3,626,000","314,865","1,849,921",0,"1,776,079","80,901"
