id,time,工作計畫名稱,工作計畫編號,第一二級用途別科目名稱,第一二級用途別科目編號,科目編號,科目名稱,金額
240,109,,,人事費,1000,5202402020,,
240,109,,,人事費,1000,5202402030,,
240,109,,,人事費,1000,5202404000,,
240,109,,,人事費,1000,5202405010,,
240,109,,,人事費,1000,5202409011,,
240,109,,,人事費,1000,5202409800,,
240,109,,,政務人員待遇,1010,total,total,10103.00
240,109,,,政務人員待遇,1010,5202400100,,10103.00
240,109,,,政務人員待遇,1010,5202401020,,
240,109,,,政務人員待遇,1010,5202401023,,
240,109,,,政務人員待遇,1010,5202402010,,
240,109,,,政務人員待遇,1010,5202402020,,
240,109,,,政務人員待遇,1010,5202402030,,
240,109,,,政務人員待遇,1010,5202404000,,
240,109,,,政務人員待遇,1010,5202405010,,
240,109,,,政務人員待遇,1010,5202409011,,
240,109,,,政務人員待遇,1010,5202409800,,
240,109,,,法定編制人員待遇,1015,total,total,1655061.00
240,109,,,法定編制人員待遇,1015,5202400100,,107758.00
240,109,,,法定編制人員待遇,1015,5202401020,,1547303.00
240,109,,,法定編制人員待遇,1015,5202401023,,
240,109,,,法定編制人員待遇,1015,5202402010,,
240,109,,,法定編制人員待遇,1015,5202402020,,
240,109,,,法定編制人員待遇,1015,5202402030,,
240,109,,,法定編制人員待遇,1015,5202404000,,
240,109,,,法定編制人員待遇,1015,5202405010,,
240,109,,,法定編制人員待遇,1015,5202409011,,
240,109,,,法定編制人員待遇,1015,5202409800,,
240,109,,,約聘僱人員待遇,1020,total,total,28181.00
240,109,,,約聘僱人員待遇,1020,5202400100,,9418.00
240,109,,,約聘僱人員待遇,1020,5202401020,,18763.00
240,109,,,約聘僱人員待遇,1020,5202401023,,
240,109,,,約聘僱人員待遇,1020,5202402010,,
240,109,,,約聘僱人員待遇,1020,5202402020,,
240,109,,,約聘僱人員待遇,1020,5202402030,,
240,109,,,約聘僱人員待遇,1020,5202404000,,
240,109,,,約聘僱人員待遇,1020,5202405010,,
240,109,,,約聘僱人員待遇,1020,5202409011,,
240,109,,,約聘僱人員待遇,1020,5202409800,,
240,109,,,技工及工友待遇,1025,total,total,17746.00
240,109,,,技工及工友待遇,1025,5202400100,,6248.00
240,109,,,技工及工友待遇,1025,5202401020,,11498.00
240,109,,,技工及工友待遇,1025,5202401023,,
240,109,,,技工及工友待遇,1025,5202402010,,
240,109,,,技工及工友待遇,1025,5202402020,,
240,109,,,技工及工友待遇,1025,5202402030,,
240,109,,,技工及工友待遇,1025,5202404000,,
240,109,,,技工及工友待遇,1025,5202405010,,
240,109,,,技工及工友待遇,1025,5202409011,,
240,109,,,技工及工友待遇,1025,5202409800,,
240,109,,,獎金,1030,total,total,462650.00
240,109,,,獎金,1030,5202400100,,33604.00
240,109,,,獎金,1030,5202401020,,429046.00
240,109,,,獎金,1030,5202401023,,
240,109,,,獎金,1030,5202402010,,
240,109,,,獎金,1030,5202402020,,
240,109,,,獎金,1030,5202402030,,
240,109,,,獎金,1030,5202404000,,
240,109,,,獎金,1030,5202405010,,
240,109,,,獎金,1030,5202409011,,
240,109,,,獎金,1030,5202409800,,
240,109,,,其他給與,1035,total,total,6807.00
240,109,,,其他給與,1035,5202400100,,2990.00
240,109,,,其他給與,1035,5202401020,,3817.00
240,109,,,其他給與,1035,5202401023,,
240,109,,,其他給與,1035,5202402010,,
240,109,,,其他給與,1035,5202402020,,
240,109,,,其他給與,1035,5202402030,,
240,109,,,其他給與,1035,5202404000,,
240,109,,,其他給與,1035,5202405010,,
240,109,,,其他給與,1035,5202409011,,
240,109,,,其他給與,1035,5202409800,,
240,109,,,加班值班費,1040,total,total,22377.00
240,109,,,加班值班費,1040,5202400100,,10841.00
240,109,,,加班值班費,1040,5202401020,,11536.00
240,109,,,加班值班費,1040,5202401023,,
240,109,,,加班值班費,1040,5202402010,,
240,109,,,加班值班費,1040,5202402020,,
240,109,,,加班值班費,1040,5202402030,,
240,109,,,加班值班費,1040,5202404000,,
240,109,,,加班值班費,1040,5202405010,,
240,109,,,加班值班費,1040,5202409011,,
240,109,,,加班值班費,1040,5202409800,,
240,109,,,退休退職給付,1045,total,total,192019.00
240,109,,,退休退職給付,1045,5202400100,,19.00
240,109,,,退休退職給付,1045,5202401020,,192000.00
240,109,,,退休退職給付,1045,5202401023,,
240,109,,,退休退職給付,1045,5202402010,,
240,109,,,退休退職給付,1045,5202402020,,
240,109,,,退休退職給付,1045,5202402030,,
240,109,,,退休退職給付,1045,5202404000,,
240,109,,,退休退職給付,1045,5202405010,,
240,109,,,退休退職給付,1045,5202409011,,
240,109,,,退休退職給付,1045,5202409800,,
240,109,,,退休離職儲金,1050,total,total,118877.00
240,109,,,退休離職儲金,1050,5202400100,,10086.00
240,109,,,退休離職儲金,1050,5202401020,,108791.00
240,109,,,退休離職儲金,1050,5202401023,,
240,109,,,退休離職儲金,1050,5202402010,,
240,109,,,退休離職儲金,1050,5202402020,,
240,109,,,退休離職儲金,1050,5202402030,,
240,109,,,退休離職儲金,1050,5202404000,,
240,109,,,退休離職儲金,1050,5202405010,,
240,109,,,退休離職儲金,1050,5202409011,,
240,109,,,退休離職儲金,1050,5202409800,,
240,109,,,保險,1055,total,total,136196.00
240,109,,,保險,1055,5202400100,,15448.00
240,109,,,保險,1055,5202401020,,120748.00
240,109,,,保險,1055,5202401023,,
240,109,,,保險,1055,5202402010,,
240,109,,,保險,1055,5202402020,,
240,109,,,保險,1055,5202402030,,
240,109,,,保險,1055,5202404000,,
240,109,,,保險,1055,5202405010,,
240,109,,,保險,1055,5202409011,,
240,109,,,保險,1055,5202409800,,
240,109,,,業務費,2000,total,total,6116707.00
240,109,,,業務費,2000,5202400100,,56914.00
240,109,,,業務費,2000,5202401020,,780691.00
240,109,,,業務費,2000,5202401023,,1796443.00
240,109,,,業務費,2000,5202402010,,1230914.00
240,109,,,業務費,2000,5202402020,,1504449.00
240,109,,,業務費,2000,5202402030,,734118.00
240,109,,,業務費,2000,5202404000,,13178.00
240,109,,,業務費,2000,5202405010,,
240,109,,,業務費,2000,5202409011,,
240,109,,,業務費,2000,5202409800,,
240,109,,,教育訓練費,2003,total,total,52269.00
240,109,,,教育訓練費,2003,5202400100,,149.00
240,109,,,教育訓練費,2003,5202401020,,1030.00
240,109,,,教育訓練費,2003,5202401023,,18359.00
240,109,,,教育訓練費,2003,5202402010,,15257.00
240,109,,,教育訓練費,2003,5202402020,,5937.00
240,109,,,教育訓練費,2003,5202402030,,11537.00
240,109,,,教育訓練費,2003,5202404000,,
240,109,,,教育訓練費,2003,5202405010,,
240,109,,,教育訓練費,2003,5202409011,,
240,109,,,教育訓練費,2003,5202409800,,
240,109,,,水電費,2006,total,total,330775.00
240,109,,,水電費,2006,5202400100,,334.00
240,109,,,水電費,2006,5202401020,,13906.00
240,109,,,水電費,2006,5202401023,,1900.00
240,109,,,水電費,2006,5202402010,,93221.00
240,109,,,水電費,2006,5202402020,,170967.00
240,109,,,水電費,2006,5202402030,,43730.00
240,109,,,水電費,2006,5202404000,,6717.00
240,109,,,水電費,2006,5202405010,,
240,109,,,水電費,2006,5202409011,,
240,109,,,水電費,2006,5202409800,,
240,109,,,通訊費,2009,total,total,33676.00
240,109,,,通訊費,2009,5202400100,,138.00
240,109,,,通訊費,2009,5202401020,,3542.00
240,109,,,通訊費,2009,5202401023,,4350.00
240,109,,,通訊費,2009,5202402010,,8561.00
240,109,,,通訊費,2009,5202402020,,6213.00
240,109,,,通訊費,2009,5202402030,,10020.00
240,109,,,通訊費,2009,5202404000,,852.00
240,109,,,通訊費,2009,5202405010,,
240,109,,,通訊費,2009,5202409011,,
240,109,,,通訊費,2009,5202409800,,
240,109,,,土地租金,2012,total,total,2270.00
240,109,,,土地租金,2012,5202400100,,
240,109,,,土地租金,2012,5202401020,,
240,109,,,土地租金,2012,5202401023,,
240,109,,,土地租金,2012,5202402010,,50.00
240,109,,,土地租金,2012,5202402020,,2220.00
240,109,,,土地租金,2012,5202402030,,
240,109,,,土地租金,2012,5202404000,,
240,109,,,土地租金,2012,5202405010,,
240,109,,,土地租金,2012,5202409011,,
240,109,,,土地租金,2012,5202409800,,
240,109,,,權利使用費,2015,total,total,178704.00
240,109,,,權利使用費,2015,5202400100,,
240,109,,,權利使用費,2015,5202401020,,127575.00
240,109,,,權利使用費,2015,5202401023,,3477.00
240,109,,,權利使用費,2015,5202402010,,9512.00
240,109,,,權利使用費,2015,5202402020,,14751.00
240,109,,,權利使用費,2015,5202402030,,23389.00
240,109,,,權利使用費,2015,5202404000,,
240,109,,,權利使用費,2015,5202405010,,
240,109,,,權利使用費,2015,5202409011,,
240,109,,,權利使用費,2015,5202409800,,
240,109,,,資訊服務費,2018,total,total,50006.00
240,109,,,資訊服務費,2018,5202400100,,
240,109,,,資訊服務費,2018,5202401020,,18699.00
240,109,,,資訊服務費,2018,5202401023,,3431.00
240,109,,,資訊服務費,2018,5202402010,,9261.00
240,109,,,資訊服務費,2018,5202402020,,6880.00
240,109,,,資訊服務費,2018,5202402030,,11735.00
240,109,,,資訊服務費,2018,5202404000,,
240,109,,,資訊服務費,2018,5202405010,,
240,109,,,資訊服務費,2018,5202409011,,
240,109,,,資訊服務費,2018,5202409800,,
240,109,,,其他業務租金,2021,total,total,97911.00
240,109,,,其他業務租金,2021,5202400100,,310.00
240,109,,,其他業務租金,2021,5202401020,,82494.00
240,109,,,其他業務租金,2021,5202401023,,2860.00
240,109,,,其他業務租金,2021,5202402010,,4862.00
240,109,,,其他業務租金,2021,5202402020,,3747.00
240,109,,,其他業務租金,2021,5202402030,,3638.00
240,109,,,其他業務租金,2021,5202404000,,
240,109,,,其他業務租金,2021,5202405010,,
240,109,,,其他業務租金,2021,5202409011,,
240,109,,,其他業務租金,2021,5202409800,,
240,109,,,稅捐及規費,2024,total,total,4361.00
240,109,,,稅捐及規費,2024,5202400100,,403.00
240,109,,,稅捐及規費,2024,5202401020,,176.00
240,109,,,稅捐及規費,2024,5202401023,,10.00
240,109,,,稅捐及規費,2024,5202402010,,2611.00
240,109,,,稅捐及規費,2024,5202402020,,687.00
240,109,,,稅捐及規費,2024,5202402030,,474.00
240,109,,,稅捐及規費,2024,5202404000,,
240,109,,,稅捐及規費,2024,5202405010,,
240,109,,,稅捐及規費,2024,5202409011,,
240,109,,,稅捐及規費,2024,5202409800,,
240,109,,,保險費,2027,total,total,8229.00
240,109,,,保險費,2027,5202400100,,674.00
240,109,,,保險費,2027,5202401020,,575.00
240,109,,,保險費,2027,5202401023,,449.00
240,109,,,保險費,2027,5202402010,,2206.00
240,109,,,保險費,2027,5202402020,,2449.00
240,109,,,保險費,2027,5202402030,,1776.00
240,109,,,保險費,2027,5202404000,,100.00
240,109,,,保險費,2027,5202405010,,
240,109,,,保險費,2027,5202409011,,
240,109,,,保險費,2027,5202409800,,
240,109,,,兼職費,2030,total,total,4576.00
240,109,,,兼職費,2030,5202400100,,
240,109,,,兼職費,2030,5202401020,,
240,109,,,兼職費,2030,5202401023,,
240,109,,,兼職費,2030,5202402010,,1420.00
240,109,,,兼職費,2030,5202402020,,100.00
240,109,,,兼職費,2030,5202402030,,3056.00
240,109,,,兼職費,2030,5202404000,,
240,109,,,兼職費,2030,5202405010,,
240,109,,,兼職費,2030,5202409011,,
240,109,,,兼職費,2030,5202409800,,
240,109,,,臨時人員酬金,2033,total,total,3110530.00
240,109,,,臨時人員酬金,2033,5202400100,,34335.00
240,109,,,臨時人員酬金,2033,5202401020,,286940.00
240,109,,,臨時人員酬金,2033,5202401023,,1064673.00
240,109,,,臨時人員酬金,2033,5202402010,,627023.00
240,109,,,臨時人員酬金,2033,5202402020,,683331.00
240,109,,,臨時人員酬金,2033,5202402030,,413463.00
240,109,,,臨時人員酬金,2033,5202404000,,765.00
240,109,,,臨時人員酬金,2033,5202405010,,
240,109,,,臨時人員酬金,2033,5202409011,,
240,109,,,臨時人員酬金,2033,5202409800,,
240,109,,,按日按件計資酬金,2036,total,total,102188.00
240,109,,,按日按件計資酬金,2036,5202400100,,585.00
240,109,,,按日按件計資酬金,2036,5202401020,,13458.00
240,109,,,按日按件計資酬金,2036,5202401023,,39985.00
240,109,,,按日按件計資酬金,2036,5202402010,,8072.00
240,109,,,按日按件計資酬金,2036,5202402020,,8270.00
240,109,,,按日按件計資酬金,2036,5202402030,,31818.00
240,109,,,按日按件計資酬金,2036,5202404000,,
240,109,,,按日按件計資酬金,2036,5202405010,,
240,109,,,按日按件計資酬金,2036,5202409011,,
240,109,,,按日按件計資酬金,2036,5202409800,,
240,109,,,國際組織會費,2042,total,total,10160.00
240,109,,,國際組織會費,2042,5202400100,,
240,109,,,國際組織會費,2042,5202401020,,5977.00
240,109,,,國際組織會費,2042,5202401023,,2090.00
240,109,,,國際組織會費,2042,5202402010,,957.00
240,109,,,國際組織會費,2042,5202402020,,596.00
240,109,,,國際組織會費,2042,5202402030,,540.00
240,109,,,國際組織會費,2042,5202404000,,
240,109,,,國際組織會費,2042,5202405010,,
240,109,,,國際組織會費,2042,5202409011,,
240,109,,,國際組織會費,2042,5202409800,,
240,109,,,國內組織會費,2045,total,total,3833.00
240,109,,,國內組織會費,2045,5202400100,,
240,109,,,國內組織會費,2045,5202401020,,588.00
240,109,,,國內組織會費,2045,5202401023,,1697.00
240,109,,,國內組織會費,2045,5202402010,,802.00
240,109,,,國內組織會費,2045,5202402020,,190.00
240,109,,,國內組織會費,2045,5202402030,,556.00
240,109,,,國內組織會費,2045,5202404000,,
240,109,,,國內組織會費,2045,5202405010,,
240,109,,,國內組織會費,2045,5202409011,,
240,109,,,國內組織會費,2045,5202409800,,
240,109,,,物品,2051,total,total,954693.00
240,109,,,物品,2051,5202400100,,2530.00
240,109,,,物品,2051,5202401020,,67428.00
240,109,,,物品,2051,5202401023,,423324.00
240,109,,,物品,2051,5202402010,,113391.00
240,109,,,物品,2051,5202402020,,323506.00
240,109,,,物品,2051,5202402030,,24214.00
240,109,,,物品,2051,5202404000,,300.00
240,109,,,物品,2051,5202405010,,
240,109,,,物品,2051,5202409011,,
240,109,,,物品,2051,5202409800,,
240,109,,,一般事務費,2054,total,total,588301.00
240,109,,,一般事務費,2054,5202400100,,10327.00
240,109,,,一般事務費,2054,5202401020,,78506.00
240,109,,,一般事務費,2054,5202401023,,117885.00
240,109,,,一般事務費,2054,5202402010,,195935.00
240,109,,,一般事務費,2054,5202402020,,105374.00
240,109,,,一般事務費,2054,5202402030,,79330.00
240,109,,,一般事務費,2054,5202404000,,944.00
240,109,,,一般事務費,2054,5202405010,,
240,109,,,一般事務費,2054,5202409011,,
240,109,,,一般事務費,2054,5202409800,,
240,109,,,房屋建築養護費,2063,total,total,106020.00
240,109,,,房屋建築養護費,2063,5202400100,,2560.00
240,109,,,房屋建築養護費,2063,5202401020,,26267.00
240,109,,,房屋建築養護費,2063,5202401023,,149.00
240,109,,,房屋建築養護費,2063,5202402010,,24599.00
240,109,,,房屋建築養護費,2063,5202402020,,32817.00
240,109,,,房屋建築養護費,2063,5202402030,,17628.00
240,109,,,房屋建築養護費,2063,5202404000,,2000.00
240,109,,,房屋建築養護費,2063,5202405010,,
240,109,,,房屋建築養護費,2063,5202409011,,
240,109,,,房屋建築養護費,2063,5202409800,,
240,109,,,車輛及辦公器具養護費,2066,total,total,2833.00
240,109,,,車輛及辦公器具養護費,2066,5202400100,,328.00
240,109,,,車輛及辦公器具養護費,2066,5202401020,,95.00
240,109,,,車輛及辦公器具養護費,2066,5202401023,,
240,109,,,車輛及辦公器具養護費,2066,5202402010,,868.00
240,109,,,車輛及辦公器具養護費,2066,5202402020,,998.00
240,109,,,車輛及辦公器具養護費,2066,5202402030,,544.00
240,109,,,車輛及辦公器具養護費,2066,5202404000,,
240,109,,,車輛及辦公器具養護費,2066,5202405010,,
240,109,,,車輛及辦公器具養護費,2066,5202409011,,
240,109,,,車輛及辦公器具養護費,2066,5202409800,,
240,109,,,設施及機械設備養護費,2069,total,total,266696.00
240,109,,,設施及機械設備養護費,2069,5202400100,,2938.00
240,109,,,設施及機械設備養護費,2069,5202401020,,26403.00
240,109,,,設施及機械設備養護費,2069,5202401023,,44325.00
240,109,,,設施及機械設備養護費,2069,5202402010,,62724.00
240,109,,,設施及機械設備養護費,2069,5202402020,,101633.00
240,109,,,設施及機械設備養護費,2069,5202402030,,28173.00
240,109,,,設施及機械設備養護費,2069,5202404000,,500.00
240,109,,,設施及機械設備養護費,2069,5202405010,,
240,109,,,設施及機械設備養護費,2069,5202409011,,
240,109,,,設施及機械設備養護費,2069,5202409800,,
240,109,,,國內旅費,2072,total,total,52106.00
240,109,,,國內旅費,2072,5202400100,,37.00
240,109,,,國內旅費,2072,5202401020,,13412.00
240,109,,,國內旅費,2072,5202401023,,17082.00
240,109,,,國內旅費,2072,5202402010,,7383.00
240,109,,,國內旅費,2072,5202402020,,7308.00
240,109,,,國內旅費,2072,5202402030,,6884.00
240,109,,,國內旅費,2072,5202404000,,
240,109,,,國內旅費,2072,5202405010,,
240,109,,,國內旅費,2072,5202409011,,
240,109,,,國內旅費,2072,5202409800,,
240,109,,,大陸地區旅費,2075,total,total,15472.00
240,109,,,大陸地區旅費,2075,5202400100,,
240,109,,,大陸地區旅費,2075,5202401020,,726.00
240,109,,,大陸地區旅費,2075,5202401023,,5899.00
240,109,,,大陸地區旅費,2075,5202402010,,3321.00
240,109,,,大陸地區旅費,2075,5202402020,,1729.00
240,109,,,大陸地區旅費,2075,5202402030,,3797.00
240,109,,,大陸地區旅費,2075,5202404000,,
240,109,,,大陸地區旅費,2075,5202405010,,
240,109,,,大陸地區旅費,2075,5202409011,,
240,109,,,大陸地區旅費,2075,5202409800,,
240,109,,,國外旅費,2078,total,total,116624.00
240,109,,,國外旅費,2078,5202400100,,
240,109,,,國外旅費,2078,5202401020,,12325.00
240,109,,,國外旅費,2078,5202401023,,39536.00
240,109,,,國外旅費,2078,5202402010,,31562.00
240,109,,,國外旅費,2078,5202402020,,18815.00
240,109,,,國外旅費,2078,5202402030,,14386.00
240,109,,,國外旅費,2078,5202404000,,
240,109,,,國外旅費,2078,5202405010,,
240,109,,,國外旅費,2078,5202409011,,
240,109,,,國外旅費,2078,5202409800,,
240,109,,,運費,2081,total,total,16694.00
240,109,,,運費,2081,5202400100,,13.00
240,109,,,運費,2081,5202401020,,246.00
240,109,,,運費,2081,5202401023,,2690.00
240,109,,,運費,2081,5202402010,,6286.00
240,109,,,運費,2081,5202402020,,4676.00
240,109,,,運費,2081,5202402030,,1783.00
240,109,,,運費,2081,5202404000,,1000.00
240,109,,,運費,2081,5202405010,,
240,109,,,運費,2081,5202409011,,
240,109,,,運費,2081,5202409800,,
240,109,,,短程車資,2084,total,total,6601.00
240,109,,,短程車資,2084,5202400100,,74.00
240,109,,,短程車資,2084,5202401020,,323.00
240,109,,,短程車資,2084,5202401023,,2272.00
240,109,,,短程車資,2084,5202402010,,1030.00
240,109,,,短程車資,2084,5202402020,,1255.00
240,109,,,短程車資,2084,5202402030,,1647.00
240,109,,,短程車資,2084,5202404000,,
240,109,,,短程車資,2084,5202405010,,
240,109,,,短程車資,2084,5202409011,,
240,109,,,短程車資,2084,5202409800,,
240,109,,,特別費,2093,total,total,1179.00
240,109,,,特別費,2093,5202400100,,1179.00
240,109,,,特別費,2093,5202401020,,
240,109,,,特別費,2093,5202401023,,
240,109,,,特別費,2093,5202402010,,
240,109,,,特別費,2093,5202402020,,
240,109,,,特別費,2093,5202402030,,
240,109,,,特別費,2093,5202404000,,
240,109,,,特別費,2093,5202405010,,
240,109,,,特別費,2093,5202409011,,
240,109,,,特別費,2093,5202409800,,
240,109,,,設備及投資,3000,total,total,2519079.00
240,109,,,設備及投資,3000,5202400100,,896.00
240,109,,,設備及投資,3000,5202401020,,260001.00
240,109,,,設備及投資,3000,5202401023,,230064.00
240,109,,,設備及投資,3000,5202402010,,360409.00
240,109,,,設備及投資,3000,5202402020,,274351.00
240,109,,,設備及投資,3000,5202402030,,159499.00
240,109,,,設備及投資,3000,5202404000,,1137272.00
240,109,,,設備及投資,3000,5202405010,,93679.00
240,109,,,設備及投資,3000,5202409011,,2908.00
240,109,,,設備及投資,3000,5202409800,,
240,109,,,房屋建築及設備費,3010,total,total,116470.00
240,109,,,房屋建築及設備費,3010,5202400100,,
240,109,,,房屋建築及設備費,3010,5202401020,,41694.00
240,109,,,房屋建築及設備費,3010,5202401023,,13387.00
240,109,,,房屋建築及設備費,3010,5202402010,,33814.00
240,109,,,房屋建築及設備費,3010,5202402020,,17825.00
240,109,,,房屋建築及設備費,3010,5202402030,,9750.00
240,109,,,房屋建築及設備費,3010,5202404000,,
240,109,,,房屋建築及設備費,3010,5202405010,,
240,109,,,房屋建築及設備費,3010,5202409011,,
240,109,,,房屋建築及設備費,3010,5202409800,,
240,109,,,公共建設及設施費,3015,total,total,1090450.00
240,109,,,公共建設及設施費,3015,5202400100,,
240,109,,,公共建設及設施費,3015,5202401020,,
240,109,,,公共建設及設施費,3015,5202401023,,
240,109,,,公共建設及設施費,3015,5202402010,,
240,109,,,公共建設及設施費,3015,5202402020,,
240,109,,,公共建設及設施費,3015,5202402030,,
240,109,,,公共建設及設施費,3015,5202404000,,1090450.00
240,109,,,公共建設及設施費,3015,5202405010,,
240,109,,,公共建設及設施費,3015,5202409011,,
240,109,,,公共建設及設施費,3015,5202409800,,
240,109,,,機械設備費,3020,total,total,676777.00
240,109,,,機械設備費,3020,5202400100,,
240,109,,,機械設備費,3020,5202401020,,131600.00
240,109,,,機械設備費,3020,5202401023,,139759.00
240,109,,,機械設備費,3020,5202402010,,206699.00
240,109,,,機械設備費,3020,5202402020,,193209.00
240,109,,,機械設備費,3020,5202402030,,5510.00
240,109,,,機械設備費,3020,5202404000,,
240,109,,,機械設備費,3020,5202405010,,
240,109,,,機械設備費,3020,5202409011,,
240,109,,,機械設備費,3020,5202409800,,
240,109,,,運輸設備費,3025,total,total,2908.00
240,109,,,運輸設備費,3025,5202400100,,
240,109,,,運輸設備費,3025,5202401020,,
240,109,,,運輸設備費,3025,5202401023,,
240,109,,,運輸設備費,3025,5202402010,,
240,109,,,運輸設備費,3025,5202402020,,
240,109,,,運輸設備費,3025,5202402030,,
240,109,,,運輸設備費,3025,5202404000,,
240,109,,,運輸設備費,3025,5202405010,,
240,109,,,運輸設備費,3025,5202409011,,2908.00
240,109,,,運輸設備費,3025,5202409800,,
240,109,,,資訊軟硬體設備費,3030,total,total,275658.00
240,109,,,資訊軟硬體設備費,3030,5202400100,,
240,109,,,資訊軟硬體設備費,3030,5202401020,,79051.00
240,109,,,資訊軟硬體設備費,3030,5202401023,,57058.00
240,109,,,資訊軟硬體設備費,3030,5202402010,,80353.00
240,109,,,資訊軟硬體設備費,3030,5202402020,,32750.00
240,109,,,資訊軟硬體設備費,3030,5202402030,,26446.00
240,109,,,資訊軟硬體設備費,3030,5202404000,,
240,109,,,資訊軟硬體設備費,3030,5202405010,,
240,109,,,資訊軟硬體設備費,3030,5202409011,,
240,109,,,資訊軟硬體設備費,3030,5202409800,,
240,109,,,雜項設備費,3035,total,total,263137.00
240,109,,,雜項設備費,3035,5202400100,,896.00
240,109,,,雜項設備費,3035,5202401020,,7656.00
240,109,,,雜項設備費,3035,5202401023,,19860.00
240,109,,,雜項設備費,3035,5202402010,,39543.00
240,109,,,雜項設備費,3035,5202402020,,30567.00
240,109,,,雜項設備費,3035,5202402030,,117793.00
240,109,,,雜項設備費,3035,5202404000,,46822.00
240,109,,,雜項設備費,3035,5202405010,,
240,109,,,雜項設備費,3035,5202409011,,
240,109,,,雜項設備費,3035,5202409800,,
240,109,,,投資,3045,total,total,93679.00
240,109,,,投資,3045,5202400100,,
240,109,,,投資,3045,5202401020,,
240,109,,,投資,3045,5202401023,,
240,109,,,投資,3045,5202402010,,
240,109,,,投資,3045,5202402020,,
240,109,,,投資,3045,5202402030,,
240,109,,,投資,3045,5202404000,,
240,109,,,投資,3045,5202405010,,93679.00
240,109,,,投資,3045,5202409011,,
240,109,,,投資,3045,5202409800,,
240,109,,,獎補助費,4000,total,total,1437894.00
240,109,,,獎補助費,4000,5202400100,,432.00
240,109,,,獎補助費,4000,5202401020,,103260.00
240,109,,,獎補助費,4000,5202401023,,280155.00
240,109,,,獎補助費,4000,5202402010,,37964.00
240,109,,,獎補助費,4000,5202402020,,61479.00
240,109,,,獎補助費,4000,5202402030,,26126.00
240,109,,,獎補助費,4000,5202404000,,
240,109,,,獎補助費,4000,5202405010,,928478.00
240,109,,,獎補助費,4000,5202409011,,
240,109,,,獎補助費,4000,5202409800,,
240,109,,,對特種基金之補助,4030,total,total,928478.00
240,109,,,對特種基金之補助,4030,5202400100,,
240,109,,,對特種基金之補助,4030,5202401020,,
240,109,,,對特種基金之補助,4030,5202401023,,
240,109,,,對特種基金之補助,4030,5202402010,,
240,109,,,對特種基金之補助,4030,5202402020,,
240,109,,,對特種基金之補助,4030,5202402030,,
240,109,,,對特種基金之補助,4030,5202404000,,
240,109,,,對特種基金之補助,4030,5202405010,,928478.00
240,109,,,對特種基金之補助,4030,5202409011,,
240,109,,,對特種基金之補助,4030,5202409800,,
240,109,,,對外之捐助,4035,total,total,18060.00
240,109,,,對外之捐助,4035,5202400100,,
240,109,,,對外之捐助,4035,5202401020,,18060.00
240,109,,,對外之捐助,4035,5202401023,,
240,109,,,對外之捐助,4035,5202402010,,
240,109,,,對外之捐助,4035,5202402020,,
240,109,,,對外之捐助,4035,5202402030,,
240,109,,,對外之捐助,4035,5202404000,,
240,109,,,對外之捐助,4035,5202405010,,
240,109,,,對外之捐助,4035,5202409011,,
240,109,,,對外之捐助,4035,5202409800,,
240,109,,,對國內團體之捐助,4040,total,total,200.00
240,109,,,對國內團體之捐助,4040,5202400100,,
240,109,,,對國內團體之捐助,4040,5202401020,,200.00
240,109,,,對國內團體之捐助,4040,5202401023,,
240,109,,,對國內團體之捐助,4040,5202402010,,
240,109,,,對國內團體之捐助,4040,5202402020,,
240,109,,,對國內團體之捐助,4040,5202402030,,
240,109,,,對國內團體之捐助,4040,5202404000,,
240,109,,,對國內團體之捐助,4040,5202405010,,
240,109,,,對國內團體之捐助,4040,5202409011,,
240,109,,,對國內團體之捐助,4040,5202409800,,
240,109,,,對學生之獎助,4050,total,total,403324.00
240,109,,,對學生之獎助,4050,5202400100,,
240,109,,,對學生之獎助,4050,5202401020,,
240,109,,,對學生之獎助,4050,5202401023,,280155.00
240,109,,,對學生之獎助,4050,5202402010,,37964.00
240,109,,,對學生之獎助,4050,5202402020,,61479.00
240,109,,,對學生之獎助,4050,5202402030,,23726.00
240,109,,,對學生之獎助,4050,5202404000,,
240,109,,,對學生之獎助,4050,5202405010,,
240,109,,,對學生之獎助,4050,5202409011,,
240,109,,,對學生之獎助,4050,5202409800,,
240,109,,,差額補貼,4075,total,total,67500.00
240,109,,,差額補貼,4075,5202400100,,
240,109,,,差額補貼,4075,5202401020,,67500.00
240,109,,,差額補貼,4075,5202401023,,
240,109,,,差額補貼,4075,5202402010,,
240,109,,,差額補貼,4075,5202402020,,
240,109,,,差額補貼,4075,5202402030,,
240,109,,,差額補貼,4075,5202404000,,
240,109,,,差額補貼,4075,5202405010,,
240,109,,,差額補貼,4075,5202409011,,
240,109,,,差額補貼,4075,5202409800,,
240,109,,,獎勵及慰問,4085,total,total,432.00
240,109,,,獎勵及慰問,4085,5202400100,,432.00
240,109,,,獎勵及慰問,4085,5202401020,,
240,109,,,獎勵及慰問,4085,5202401023,,
240,109,,,獎勵及慰問,4085,5202402010,,
240,109,,,獎勵及慰問,4085,5202402020,,
240,109,,,獎勵及慰問,4085,5202402030,,
240,109,,,獎勵及慰問,4085,5202404000,,
240,109,,,獎勵及慰問,4085,5202405010,,
240,109,,,獎勵及慰問,4085,5202409011,,
