id,time,會計年度,月份,會計分類,項目,預算科目編號,預算科目名稱,經資門,收入實現數,減項_收入待納庫數,加項_以前年度待納庫繳庫數,加項_以前年度撥款於本年度繳還數_材料,加項_以前年度撥款於本年度繳還數_存出保證金,加項_以前年度撥款於本年度繳還數_其他應收款,加項_預收款,加項_剔除經費,繳付公庫數
240,11110,111,10,1,本年度,,,,108335115,0,0,0,0,0,0,0,108335115
240,11110,111,10,1,,0402400301,一般賠償收入,,6214620,0,0,0,0,0,0,0,6214620
240,11110,111,10,1,,0702400101,利息收入,,134,0,0,0,0,0,0,0,134
240,11110,111,10,1,,0702400103,租金收入,,2405148,0,0,0,0,0,0,0,2405148
240,11110,111,10,1,,0702400500,廢舊物資售價,,4641568,0,0,0,0,0,0,0,4641568
240,11110,111,10,1,,1202400201,收回以前年度歲出,,2591364,0,0,0,0,0,0,0,2591364
240,11110,111,10,1,,1202400210,其他雜項收入,,92482281,0,0,0,0,0,0,0,92482281
240,11110,111,10,1,以前年度,,,,0,0,0,0,0,976751,0,0,976751
240,11110,111,10,1,一、以前年度應收(保留)數,,,,0,0,0,0,0,0,0,0,0
240,11110,111,10,1,二、以前年度歲入納庫款,,,,0,0,0,0,0,0,0,0,0
240,11110,111,10,1,三、收回以前年度支出賸餘款,,,,0,0,0,0,0,976751,0,0,976751
240,11110,111,10,1,"1. 以前年度已撥繳之暫付、預付款支用收回",,,,0,0,0,0,0,0,0,0,0
240,11110,111,10,1,"2. 審計部修正減列支出實現數",,,,0,0,0,0,0,0,0,0,0
240,11110,111,10,1,"3. 審計部修正減列應付數-已撥款",,,,0,0,0,0,0,0,0,0,0
240,11110,111,10,1,"4. 審計部修正減列支出保留數-已撥款",,,,0,0,0,0,0,0,0,0,0
240,11110,111,10,1,"5. 保留數、應付款-已撥款部分收回不再繼續支用",,,,0,0,0,0,0,976751,0,0,976751
240,11110,111,10,1,"6. 收回以前年度撥款之存出保證金",,,,0,0,0,0,0,0,0,0,0
240,11110,111,10,1,"7. 收回以前年度撥款之零用金",,,,0,0,0,0,0,0,0,0,0
240,11110,111,10,1,"8. 領用以前年度撥款之材料",,,,0,0,0,0,0,0,0,0,0
240,11110,111,10,1,四、收回剔除經費,,,,0,0,0,0,0,0,0,0,0
240,11111,111,11,1,本年度,,,,118992458,0,0,0,0,0,0,0,118992458
240,11111,111,11,1,,0402400301,一般賠償收入,,7382699,0,0,0,0,0,0,0,7382699
240,11111,111,11,1,,0702400101,利息收入,,134,0,0,0,0,0,0,0,134
240,11111,111,11,1,,0702400103,租金收入,,2563736,0,0,0,0,0,0,0,2563736
240,11111,111,11,1,,0702400500,廢舊物資售價,,4650568,0,0,0,0,0,0,0,4650568
240,11111,111,11,1,,1202400201,收回以前年度歲出,,2591531,0,0,0,0,0,0,0,2591531
240,11111,111,11,1,,1202400210,其他雜項收入,,101803790,0,0,0,0,0,0,0,101803790
240,11111,111,11,1,以前年度,,,,0,0,0,0,0,1040791,0,0,1040791
240,11111,111,11,1,一、以前年度應收(保留)數,,,,0,0,0,0,0,0,0,0,0
240,11111,111,11,1,二、以前年度歲入納庫款,,,,0,0,0,0,0,0,0,0,0
240,11111,111,11,1,三、收回以前年度支出賸餘款,,,,0,0,0,0,0,1040791,0,0,1040791
240,11111,111,11,1,"1. 以前年度已撥繳之暫付、預付款支用收回",,,,0,0,0,0,0,0,0,0,0
240,11111,111,11,1,"2. 審計部修正減列支出實現數",,,,0,0,0,0,0,0,0,0,0
240,11111,111,11,1,"3. 審計部修正減列應付數-已撥款",,,,0,0,0,0,0,0,0,0,0
240,11111,111,11,1,"4. 審計部修正減列支出保留數-已撥款",,,,0,0,0,0,0,0,0,0,0
240,11111,111,11,1,"5. 保留數、應付款-已撥款部分收回不再繼續支用",,,,0,0,0,0,0,1040791,0,0,1040791
240,11111,111,11,1,"6. 收回以前年度撥款之存出保證金",,,,0,0,0,0,0,0,0,0,0
240,11111,111,11,1,"7. 收回以前年度撥款之零用金",,,,0,0,0,0,0,0,0,0,0
240,11111,111,11,1,"8. 領用以前年度撥款之材料",,,,0,0,0,0,0,0,0,0,0
240,11111,111,11,1,四、收回剔除經費,,,,0,0,0,0,0,0,0,0,0
240,11112,111,12,1,本年度,,,,130407226,0,0,0,0,0,0,0,130407226
240,11112,111,12,1,,0402400301,一般賠償收入,,8352675,0,0,0,0,0,0,0,8352675
240,11112,111,12,1,,0702400101,利息收入,,682,0,0,0,0,0,0,0,682
240,11112,111,12,1,,0702400103,租金收入,,2644214,0,0,0,0,0,0,0,2644214
240,11112,111,12,1,,0702400500,廢舊物資售價,,4811068,0,0,0,0,0,0,0,4811068
240,11112,111,12,1,,1202400201,收回以前年度歲出,,2872686,0,0,0,0,0,0,0,2872686
240,11112,111,12,1,,1202400210,其他雜項收入,,111725901,0,0,0,0,0,0,0,111725901
240,11112,111,12,1,以前年度,,,,0,0,0,0,0,1065538,0,0,1065538
240,11112,111,12,1,一、以前年度應收(保留)數,,,,0,0,0,0,0,0,0,0,0
240,11112,111,12,1,二、以前年度歲入納庫款,,,,0,0,0,0,0,0,0,0,0
240,11112,111,12,1,三、收回以前年度支出賸餘款,,,,0,0,0,0,0,1065538,0,0,1065538
240,11112,111,12,1,"1. 以前年度已撥繳之暫付、預付款支用收回",,,,0,0,0,0,0,0,0,0,0
240,11112,111,12,1,"2. 審計部修正減列支出實現數",,,,0,0,0,0,0,0,0,0,0
240,11112,111,12,1,"3. 審計部修正減列應付數-已撥款",,,,0,0,0,0,0,0,0,0,0
240,11112,111,12,1,"4. 審計部修正減列支出保留數-已撥款",,,,0,0,0,0,0,0,0,0,0
240,11112,111,12,1,"5. 保留數、應付款-已撥款部分收回不再繼續支用",,,,0,0,0,0,0,1065538,0,0,1065538
240,11112,111,12,1,"6. 收回以前年度撥款之存出保證金",,,,0,0,0,0,0,0,0,0,0
240,11112,111,12,1,"7. 收回以前年度撥款之零用金",,,,0,0,0,0,0,0,0,0,0
240,11112,111,12,1,"8. 領用以前年度撥款之材料",,,,0,0,0,0,0,0,0,0,0
240,11112,111,12,1,四、收回剔除經費,,,,0,0,0,0,0,0,0,0,0
240,11201,112,01,1,本年度,,,,12227893,0,0,0,0,0,0,0,12227893
240,11201,112,01,1,,0402400301,一般賠償收入,,343015,0,0,0,0,0,0,0,343015
240,11201,112,01,1,,0702400103,租金收入,,918351,0,0,0,0,0,0,0,918351
240,11201,112,01,1,,0702400500,廢舊物資售價,,590,0,0,0,0,0,0,0,590
240,11201,112,01,1,,1202400201,收回以前年度歲出,,16155,0,0,0,0,0,0,0,16155
240,11201,112,01,1,,1202400210,其他雜項收入,,10949782,0,0,0,0,0,0,0,10949782
240,11201,112,01,1,以前年度,,,,0,0,0,0,0,0,0,0,0
240,11201,112,01,1,一、以前年度應收(保留)數,,,,0,0,0,0,0,0,0,0,0
240,11201,112,01,1,二、以前年度歲入納庫款,,,,0,0,0,0,0,0,0,0,0
240,11201,112,01,1,三、收回以前年度支出賸餘款,,,,0,0,0,0,0,0,0,0,0
240,11201,112,01,1,"1. 以前年度已撥繳之暫付、預付款支用收回",,,,0,0,0,0,0,0,0,0,0
240,11201,112,01,1,"2. 審計部修正減列支出實現數",,,,0,0,0,0,0,0,0,0,0
240,11201,112,01,1,"3. 審計部修正減列應付數-已撥款",,,,0,0,0,0,0,0,0,0,0
240,11201,112,01,1,"4. 審計部修正減列支出保留數-已撥款",,,,0,0,0,0,0,0,0,0,0
240,11201,112,01,1,"5. 保留數、應付款-已撥款部分收回不再繼續支用",,,,0,0,0,0,0,0,0,0,0
240,11201,112,01,1,"6. 收回以前年度撥款之存出保證金",,,,0,0,0,0,0,0,0,0,0
240,11201,112,01,1,"7. 收回以前年度撥款之零用金",,,,0,0,0,0,0,0,0,0,0
240,11201,112,01,1,"8. 領用以前年度撥款之材料",,,,0,0,0,0,0,0,0,0,0
240,11201,112,01,1,四、收回剔除經費,,,,0,0,0,0,0,0,0,0,0
240,11202,112,02,1,本年度,,,,20499250,0,0,0,0,0,0,0,20499250
240,11202,112,02,1,,0402400301,一般賠償收入,,372462,0,0,0,0,0,0,0,372462
240,11202,112,02,1,,0702400103,租金收入,,1464299,0,0,0,0,0,0,0,1464299
240,11202,112,02,1,,0702400500,廢舊物資售價,,12090,0,0,0,0,0,0,0,12090
240,11202,112,02,1,,1202400201,收回以前年度歲出,,374525,0,0,0,0,0,0,0,374525
240,11202,112,02,1,,1202400210,其他雜項收入,,18275874,0,0,0,0,0,0,0,18275874
240,11202,112,02,1,以前年度,,,,0,0,0,0,0,0,0,0,0
240,11202,112,02,1,一、以前年度應收(保留)數,,,,0,0,0,0,0,0,0,0,0
240,11202,112,02,1,二、以前年度歲入納庫款,,,,0,0,0,0,0,0,0,0,0
240,11202,112,02,1,三、收回以前年度支出賸餘款,,,,0,0,0,0,0,0,0,0,0
240,11202,112,02,1,"1. 以前年度已撥繳之暫付、預付款支用收回",,,,0,0,0,0,0,0,0,0,0
240,11202,112,02,1,"2. 審計部修正減列支出實現數",,,,0,0,0,0,0,0,0,0,0
240,11202,112,02,1,"3. 審計部修正減列應付數-已撥款",,,,0,0,0,0,0,0,0,0,0
240,11202,112,02,1,"4. 審計部修正減列支出保留數-已撥款",,,,0,0,0,0,0,0,0,0,0
240,11202,112,02,1,"5. 保留數、應付款-已撥款部分收回不再繼續支用",,,,0,0,0,0,0,0,0,0,0
240,11202,112,02,1,"6. 收回以前年度撥款之存出保證金",,,,0,0,0,0,0,0,0,0,0
240,11202,112,02,1,"7. 收回以前年度撥款之零用金",,,,0,0,0,0,0,0,0,0,0
240,11202,112,02,1,"8. 領用以前年度撥款之材料",,,,0,0,0,0,0,0,0,0,0
240,11202,112,02,1,四、收回剔除經費,,,,0,0,0,0,0,0,0,0,0
240,11203,112,03,1,本年度,,,,31488071,0,0,0,0,0,0,0,31488071
240,11203,112,03,1,,0402400301,一般賠償收入,,380540,0,0,0,0,0,0,0,380540
240,11203,112,03,1,,0702400103,租金收入,,1662716,0,0,0,0,0,0,0,1662716
240,11203,112,03,1,,0702400500,廢舊物資售價,,1542690,0,0,0,0,0,0,0,1542690
240,11203,112,03,1,,1202400201,收回以前年度歲出,,448969,0,0,0,0,0,0,0,448969
240,11203,112,03,1,,1202400210,其他雜項收入,,27453156,0,0,0,0,0,0,0,27453156
240,11203,112,03,1,以前年度,,,,0,0,0,0,0,0,0,0,0
240,11203,112,03,1,一、以前年度應收(保留)數,,,,0,0,0,0,0,0,0,0,0
240,11203,112,03,1,二、以前年度歲入納庫款,,,,0,0,0,0,0,0,0,0,0
240,11203,112,03,1,三、收回以前年度支出賸餘款,,,,0,0,0,0,0,0,0,0,0
240,11203,112,03,1,"1. 以前年度已撥繳之暫付、預付款支用收回",,,,0,0,0,0,0,0,0,0,0
240,11203,112,03,1,"2. 審計部修正減列支出實現數",,,,0,0,0,0,0,0,0,0,0
240,11203,112,03,1,"3. 審計部修正減列應付數-已撥款",,,,0,0,0,0,0,0,0,0,0
240,11203,112,03,1,"4. 審計部修正減列支出保留數-已撥款",,,,0,0,0,0,0,0,0,0,0
240,11203,112,03,1,"5. 保留數、應付款-已撥款部分收回不再繼續支用",,,,0,0,0,0,0,0,0,0,0
240,11203,112,03,1,"6. 收回以前年度撥款之存出保證金",,,,0,0,0,0,0,0,0,0,0
240,11203,112,03,1,"7. 收回以前年度撥款之零用金",,,,0,0,0,0,0,0,0,0,0
240,11203,112,03,1,"8. 領用以前年度撥款之材料",,,,0,0,0,0,0,0,0,0,0
240,11203,112,03,1,四、收回剔除經費,,,,0,0,0,0,0,0,0,0,0
240,11204,112,04,1,本年度,,,,41215982,0,0,0,0,0,0,0,41215982
240,11204,112,04,1,,0402400301,一般賠償收入,,455610,0,0,0,0,0,0,0,455610
240,11204,112,04,1,,0702400103,租金收入,,2613666,0,0,0,0,0,0,0,2613666
240,11204,112,04,1,,0702400500,廢舊物資售價,,1542690,0,0,0,0,0,0,0,1542690
240,11204,112,04,1,,1202400201,收回以前年度歲出,,455145,0,0,0,0,0,0,0,455145
240,11204,112,04,1,,1202400210,其他雜項收入,,36148871,0,0,0,0,0,0,0,36148871
240,11204,112,04,1,以前年度,,,,0,0,0,0,0,140200,0,0,140200
240,11204,112,04,1,一、以前年度應收(保留)數,,,,0,0,0,0,0,0,0,0,0
240,11204,112,04,1,二、以前年度歲入納庫款,,,,0,0,0,0,0,0,0,0,0
240,11204,112,04,1,三、收回以前年度支出賸餘款,,,,0,0,0,0,0,140200,0,0,140200
240,11204,112,04,1,"1. 以前年度已撥繳之暫付、預付款支用收回",,,,0,0,0,0,0,0,0,0,0
240,11204,112,04,1,"2. 審計部修正減列支出實現數",,,,0,0,0,0,0,0,0,0,0
240,11204,112,04,1,"3. 審計部修正減列應付數-已撥款",,,,0,0,0,0,0,0,0,0,0
240,11204,112,04,1,"4. 審計部修正減列支出保留數-已撥款",,,,0,0,0,0,0,0,0,0,0
240,11204,112,04,1,"5. 保留數、應付款-已撥款部分收回不再繼續支用",,,,0,0,0,0,0,140200,0,0,140200
240,11204,112,04,1,"6. 收回以前年度撥款之存出保證金",,,,0,0,0,0,0,0,0,0,0
240,11204,112,04,1,"7. 收回以前年度撥款之零用金",,,,0,0,0,0,0,0,0,0,0
240,11204,112,04,1,"8. 領用以前年度撥款之材料",,,,0,0,0,0,0,0,0,0,0
240,11204,112,04,1,四、收回剔除經費,,,,0,0,0,0,0,0,0,0,0
240,11205,112,05,1,本年度,,,,49862396,0,0,0,0,0,0,0,49862396
240,11205,112,05,1,,0402400301,一般賠償收入,,468753,0,0,0,0,0,0,0,468753
240,11205,112,05,1,,0702400103,租金收入,,2857494,0,0,0,0,0,0,0,2857494
240,11205,112,05,1,,0702400500,廢舊物資售價,,1542690,0,0,0,0,0,0,0,1542690
240,11205,112,05,1,,1202400201,收回以前年度歲出,,586254,0,0,0,0,0,0,0,586254
240,11205,112,05,1,,1202400210,其他雜項收入,,44407205,0,0,0,0,0,0,0,44407205
240,11205,112,05,1,以前年度,,,,0,0,0,0,0,140200,0,0,140200
240,11205,112,05,1,一、以前年度應收(保留)數,,,,0,0,0,0,0,0,0,0,0
240,11205,112,05,1,二、以前年度歲入納庫款,,,,0,0,0,0,0,0,0,0,0
240,11205,112,05,1,三、收回以前年度支出賸餘款,,,,0,0,0,0,0,140200,0,0,140200
240,11205,112,05,1,"1. 以前年度已撥繳之暫付、預付款支用收回",,,,0,0,0,0,0,0,0,0,0
240,11205,112,05,1,"2. 審計部修正減列支出實現數",,,,0,0,0,0,0,0,0,0,0
240,11205,112,05,1,"3. 審計部修正減列應付數-已撥款",,,,0,0,0,0,0,0,0,0,0
240,11205,112,05,1,"4. 審計部修正減列支出保留數-已撥款",,,,0,0,0,0,0,0,0,0,0
240,11205,112,05,1,"5. 保留數、應付款-已撥款部分收回不再繼續支用",,,,0,0,0,0,0,140200,0,0,140200
240,11205,112,05,1,"6. 收回以前年度撥款之存出保證金",,,,0,0,0,0,0,0,0,0,0
240,11205,112,05,1,"7. 收回以前年度撥款之零用金",,,,0,0,0,0,0,0,0,0,0
240,11205,112,05,1,"8. 領用以前年度撥款之材料",,,,0,0,0,0,0,0,0,0,0
240,11205,112,05,1,四、收回剔除經費,,,,0,0,0,0,0,0,0,0,0
240,11206,112,06,1,本年度,,,,60283500,0,0,0,0,0,0,0,60283500
240,11206,112,06,1,,0402400301,一般賠償收入,,953040,0,0,0,0,0,0,0,953040
240,11206,112,06,1,,0702400101,利息收入,,1065,0,0,0,0,0,0,0,1065
240,11206,112,06,1,,0702400103,租金收入,,2901080,0,0,0,0,0,0,0,2901080
240,11206,112,06,1,,0702400500,廢舊物資售價,,1546380,0,0,0,0,0,0,0,1546380
240,11206,112,06,1,,1202400201,收回以前年度歲出,,619705,0,0,0,0,0,0,0,619705
240,11206,112,06,1,,1202400210,其他雜項收入,,54262230,0,0,0,0,0,0,0,54262230
240,11206,112,06,1,以前年度,,,,0,0,0,0,0,140200,0,0,140200
240,11206,112,06,1,一、以前年度應收(保留)數,,,,0,0,0,0,0,0,0,0,0
240,11206,112,06,1,二、以前年度歲入納庫款,,,,0,0,0,0,0,0,0,0,0
240,11206,112,06,1,三、收回以前年度支出賸餘款,,,,0,0,0,0,0,140200,0,0,140200
240,11206,112,06,1,"1. 以前年度已撥繳之暫付、預付款支用收回",,,,0,0,0,0,0,0,0,0,0
240,11206,112,06,1,"2. 審計部修正減列支出實現數",,,,0,0,0,0,0,0,0,0,0
240,11206,112,06,1,"3. 審計部修正減列應付數-已撥款",,,,0,0,0,0,0,0,0,0,0
240,11206,112,06,1,"4. 審計部修正減列支出保留數-已撥款",,,,0,0,0,0,0,0,0,0,0
240,11206,112,06,1,"5. 保留數、應付款-已撥款部分收回不再繼續支用",,,,0,0,0,0,0,140200,0,0,140200
240,11206,112,06,1,"6. 收回以前年度撥款之存出保證金",,,,0,0,0,0,0,0,0,0,0
240,11206,112,06,1,"7. 收回以前年度撥款之零用金",,,,0,0,0,0,0,0,0,0,0
240,11206,112,06,1,"8. 領用以前年度撥款之材料",,,,0,0,0,0,0,0,0,0,0
240,11206,112,06,1,四、收回剔除經費,,,,0,0,0,0,0,0,0,0,0
240,11207,112,07,1,本年度,,,,75781152,0,0,0,0,0,0,0,75781152
240,11207,112,07,1,,0402400301,一般賠償收入,,962089,0,0,0,0,0,0,0,962089
240,11207,112,07,1,,0702400101,利息收入,,1065,0,0,0,0,0,0,0,1065
240,11207,112,07,1,,0702400103,租金收入,,3100480,0,0,0,0,0,0,0,3100480
240,11207,112,07,1,,0702400500,廢舊物資售價,,1548320,0,0,0,0,0,0,0,1548320
240,11207,112,07,1,,1202400201,收回以前年度歲出,,620282,0,0,0,0,0,0,0,620282
240,11207,112,07,1,,1202400210,其他雜項收入,,69548916,0,0,0,0,0,0,0,69548916
240,11207,112,07,1,以前年度,,,,0,0,0,0,0,140200,0,0,140200
240,11207,112,07,1,一、以前年度應收(保留)數,,,,0,0,0,0,0,0,0,0,0
240,11207,112,07,1,二、以前年度歲入納庫款,,,,0,0,0,0,0,0,0,0,0
240,11207,112,07,1,三、收回以前年度支出賸餘款,,,,0,0,0,0,0,140200,0,0,140200
240,11207,112,07,1,"1. 以前年度已撥繳之暫付、預付款支用收回",,,,0,0,0,0,0,0,0,0,0
240,11207,112,07,1,"2. 審計部修正減列支出實現數",,,,0,0,0,0,0,0,0,0,0
240,11207,112,07,1,"3. 審計部修正減列應付數-已撥款",,,,0,0,0,0,0,0,0,0,0
240,11207,112,07,1,"4. 審計部修正減列支出保留數-已撥款",,,,0,0,0,0,0,0,0,0,0
240,11207,112,07,1,"5. 保留數、應付款-已撥款部分收回不再繼續支用",,,,0,0,0,0,0,140200,0,0,140200
240,11207,112,07,1,"6. 收回以前年度撥款之存出保證金",,,,0,0,0,0,0,0,0,0,0
240,11207,112,07,1,"7. 收回以前年度撥款之零用金",,,,0,0,0,0,0,0,0,0,0
240,11207,112,07,1,"8. 領用以前年度撥款之材料",,,,0,0,0,0,0,0,0,0,0
240,11207,112,07,1,四、收回剔除經費,,,,0,0,0,0,0,0,0,0,0
240,11208,112,08,1,本年度,,,,86601535,0,0,0,0,0,0,0,86601535
240,11208,112,08,1,,0402400301,一般賠償收入,,996682,0,0,0,0,0,0,0,996682
240,11208,112,08,1,,0702400101,利息收入,,1065,0,0,0,0,0,0,0,1065
240,11208,112,08,1,,0702400103,租金收入,,3309380,0,0,0,0,0,0,0,3309380
240,11208,112,08,1,,0702400500,廢舊物資售價,,1553660,0,0,0,0,0,0,0,1553660
240,11208,112,08,1,,1202400201,收回以前年度歲出,,626073,0,0,0,0,0,0,0,626073
240,11208,112,08,1,,1202400210,其他雜項收入,,80114675,0,0,0,0,0,0,0,80114675
240,11208,112,08,1,以前年度,,,,0,0,0,0,0,140200,0,0,140200
240,11208,112,08,1,一、以前年度應收(保留)數,,,,0,0,0,0,0,0,0,0,0
240,11208,112,08,1,二、以前年度歲入納庫款,,,,0,0,0,0,0,0,0,0,0
240,11208,112,08,1,三、收回以前年度支出賸餘款,,,,0,0,0,0,0,140200,0,0,140200
240,11208,112,08,1,"1. 以前年度已撥繳之暫付、預付款支用收回",,,,0,0,0,0,0,0,0,0,0
240,11208,112,08,1,"2. 審計部修正減列支出實現數",,,,0,0,0,0,0,0,0,0,0
240,11208,112,08,1,"3. 審計部修正減列應付數-已撥款",,,,0,0,0,0,0,0,0,0,0
240,11208,112,08,1,"4. 審計部修正減列支出保留數-已撥款",,,,0,0,0,0,0,0,0,0,0
240,11208,112,08,1,"5. 保留數、應付款-已撥款部分收回不再繼續支用",,,,0,0,0,0,0,140200,0,0,140200
240,11208,112,08,1,"6. 收回以前年度撥款之存出保證金",,,,0,0,0,0,0,0,0,0,0
240,11208,112,08,1,"7. 收回以前年度撥款之零用金",,,,0,0,0,0,0,0,0,0,0
240,11208,112,08,1,"8. 領用以前年度撥款之材料",,,,0,0,0,0,0,0,0,0,0
240,11208,112,08,1,四、收回剔除經費,,,,0,0,0,0,0,0,0,0,0
240,11209,112,09,1,本年度,,,,102168616,0,0,0,0,0,0,0,102168616
240,11209,112,09,1,,0402400301,一般賠償收入,,1030431,0,0,0,0,0,0,0,1030431
240,11209,112,09,1,,0702400101,利息收入,,1065,0,0,0,0,0,0,0,1065
240,11209,112,09,1,,0702400103,租金收入,,3514626,0,0,0,0,0,0,0,3514626
240,11209,112,09,1,,0702400500,廢舊物資售價,,2718260,0,0,0,0,0,0,0,2718260
240,11209,112,09,1,,1202400201,收回以前年度歲出,,887130,0,0,0,0,0,0,0,887130
240,11209,112,09,1,,1202400210,其他雜項收入,,94017104,0,0,0,0,0,0,0,94017104
240,11209,112,09,1,以前年度,,,,0,0,0,0,0,140200,0,0,140200
240,11209,112,09,1,一、以前年度應收(保留)數,,,,0,0,0,0,0,0,0,0,0
240,11209,112,09,1,二、以前年度歲入納庫款,,,,0,0,0,0,0,0,0,0,0
240,11209,112,09,1,三、收回以前年度支出賸餘款,,,,0,0,0,0,0,140200,0,0,140200
240,11209,112,09,1,"1. 以前年度已撥繳之暫付、預付款支用收回",,,,0,0,0,0,0,0,0,0,0
240,11209,112,09,1,"2. 審計部修正減列支出實現數",,,,0,0,0,0,0,0,0,0,0
240,11209,112,09,1,"3. 審計部修正減列應付數-已撥款",,,,0,0,0,0,0,0,0,0,0
240,11209,112,09,1,"4. 審計部修正減列支出保留數-已撥款",,,,0,0,0,0,0,0,0,0,0
240,11209,112,09,1,"5. 保留數、應付款-已撥款部分收回不再繼續支用",,,,0,0,0,0,0,140200,0,0,140200
240,11209,112,09,1,"6. 收回以前年度撥款之存出保證金",,,,0,0,0,0,0,0,0,0,0
240,11209,112,09,1,"7. 收回以前年度撥款之零用金",,,,0,0,0,0,0,0,0,0,0
240,11209,112,09,1,"8. 領用以前年度撥款之材料",,,,0,0,0,0,0,0,0,0,0
240,11209,112,09,1,四、收回剔除經費,,,,0,0,0,0,0,0,0,0,0
240,11210,112,10,1,本年度,,,,112921489,0,0,0,0,0,0,0,112921489
240,11210,112,10,1,,0402400301,一般賠償收入,,1532834,0,0,0,0,0,0,0,1532834
240,11210,112,10,1,,0702400101,利息收入,,1065,0,0,0,0,0,0,0,1065
240,11210,112,10,1,,0702400103,租金收入,,3636426,0,0,0,0,0,0,0,3636426
240,11210,112,10,1,,0702400500,廢舊物資售價,,2726797,0,0,0,0,0,0,0,2726797
240,11210,112,10,1,,1202400201,收回以前年度歲出,,1103165,0,0,0,0,0,0,0,1103165
240,11210,112,10,1,,1202400210,其他雜項收入,,103921202,0,0,0,0,0,0,0,103921202
240,11210,112,10,1,以前年度,,,,0,0,0,0,0,598788,0,0,598788
240,11210,112,10,1,一、以前年度應收(保留)數,,,,0,0,0,0,0,0,0,0,0
240,11210,112,10,1,二、以前年度歲入納庫款,,,,0,0,0,0,0,0,0,0,0
240,11210,112,10,1,三、收回以前年度支出賸餘款,,,,0,0,0,0,0,598788,0,0,598788
240,11210,112,10,1,"1. 以前年度已撥繳之暫付、預付款支用收回",,,,0,0,0,0,0,0,0,0,0
240,11210,112,10,1,"2. 審計部修正減列支出實現數",,,,0,0,0,0,0,0,0,0,0
240,11210,112,10,1,"3. 審計部修正減列應付數-已撥款",,,,0,0,0,0,0,0,0,0,0
240,11210,112,10,1,"4. 審計部修正減列支出保留數-已撥款",,,,0,0,0,0,0,0,0,0,0
240,11210,112,10,1,"5. 保留數、應付款-已撥款部分收回不再繼續支用",,,,0,0,0,0,0,598788,0,0,598788
240,11210,112,10,1,"6. 收回以前年度撥款之存出保證金",,,,0,0,0,0,0,0,0,0,0
240,11210,112,10,1,"7. 收回以前年度撥款之零用金",,,,0,0,0,0,0,0,0,0,0
240,11210,112,10,1,"8. 領用以前年度撥款之材料",,,,0,0,0,0,0,0,0,0,0
240,11210,112,10,1,四、收回剔除經費,,,,0,0,0,0,0,0,0,0,0
240,11211,112,11,1,本年度,,,,123697980,0,0,0,0,0,0,0,123697980
240,11211,112,11,1,,0402400301,一般賠償收入,,1564577,0,0,0,0,0,0,0,1564577
240,11211,112,11,1,,0702400101,利息收入,,1065,0,0,0,0,0,0,0,1065
240,11211,112,11,1,,0702400103,租金收入,,3857687,0,0,0,0,0,0,0,3857687
240,11211,112,11,1,,0702400500,廢舊物資售價,,2906197,0,0,0,0,0,0,0,2906197
240,11211,112,11,1,,1202400201,收回以前年度歲出,,1116616,0,0,0,0,0,0,0,1116616
240,11211,112,11,1,,1202400210,其他雜項收入,,114251838,0,0,0,0,0,0,0,114251838
240,11211,112,11,1,以前年度,,,,0,0,0,0,0,604798,0,0,604798
240,11211,112,11,1,一、以前年度應收(保留)數,,,,0,0,0,0,0,0,0,0,0
240,11211,112,11,1,二、以前年度歲入納庫款,,,,0,0,0,0,0,0,0,0,0
240,11211,112,11,1,三、收回以前年度支出賸餘款,,,,0,0,0,0,0,604798,0,0,604798
240,11211,112,11,1,"1. 以前年度已撥繳之暫付、預付款支用收回",,,,0,0,0,0,0,0,0,0,0
240,11211,112,11,1,"2. 審計部修正減列支出實現數",,,,0,0,0,0,0,0,0,0,0
240,11211,112,11,1,"3. 審計部修正減列應付數-已撥款",,,,0,0,0,0,0,0,0,0,0
240,11211,112,11,1,"4. 審計部修正減列支出保留數-已撥款",,,,0,0,0,0,0,0,0,0,0
240,11211,112,11,1,"5. 保留數、應付款-已撥款部分收回不再繼續支用",,,,0,0,0,0,0,604798,0,0,604798
240,11211,112,11,1,"6. 收回以前年度撥款之存出保證金",,,,0,0,0,0,0,0,0,0,0
240,11211,112,11,1,"7. 收回以前年度撥款之零用金",,,,0,0,0,0,0,0,0,0,0
240,11211,112,11,1,"8. 領用以前年度撥款之材料",,,,0,0,0,0,0,0,0,0,0
240,11211,112,11,1,四、收回剔除經費,,,,0,0,0,0,0,0,0,0,0
240,11212,112,12,1,本年度,,,,138616133,0,0,0,0,0,0,0,138616133
240,11212,112,12,1,,0402400301,一般賠償收入,,1738969,0,0,0,0,0,0,0,1738969
240,11212,112,12,1,,0702400101,利息收入,,2247,0,0,0,0,0,0,0,2247
240,11212,112,12,1,,0702400103,租金收入,,3982158,0,0,0,0,0,0,0,3982158
240,11212,112,12,1,,0702400500,廢舊物資售價,,2906197,0,0,0,0,0,0,0,2906197
240,11212,112,12,1,,1202400201,收回以前年度歲出,,971378,0,0,0,0,0,0,0,971378
240,11212,112,12,1,,1202400210,其他雜項收入,,129015184,0,0,0,0,0,0,0,129015184
240,11212,112,12,1,以前年度,,,,0,0,0,0,0,820729,0,0,820729
240,11212,112,12,1,一、以前年度應收(保留)數,,,,0,0,0,0,0,0,0,0,0
240,11212,112,12,1,二、以前年度歲入納庫款,,,,0,0,0,0,0,0,0,0,0
