id,time,會計年度,月份,會計分類,項目,預算科目編號,預算科目名稱,經資門,收入實現數,減項_收入待納庫數,加項_以前年度待納庫繳庫數,加項_以前年度撥款於本年度繳還數_材料,加項_以前年度撥款於本年度繳還數_存出保證金,加項_以前年度撥款於本年度繳還數_其他應收款,加項_預收款,加項_剔除經費,繳付公庫數
401,11311,113,11,1,"4. 審計部修正減列支出保留數-已撥款",,,,0,0,0,0,0,0,0,0,0
401,11311,113,11,1,"5. 保留數、應付款-已撥款部分收回不再繼續支用",,,,0,0,0,0,0,0,0,0,0
401,11311,113,11,1,"6. 收回以前年度撥款之存出保證金",,,,0,0,0,0,0,0,0,0,0
401,11311,113,11,1,"7. 收回以前年度撥款之零用金",,,,0,0,0,0,0,0,0,0,0
401,11311,113,11,1,"8. 領用以前年度撥款之材料",,,,0,0,0,0,0,0,0,0,0
401,11311,113,11,1,四、收回剔除經費,,,,0,0,0,0,0,0,0,0,0
501,10906,109,06,1,本年度,,,,8694669,0,0,0,0,0,0,0,8694669
501,10906,109,06,1,,0405010301,一般賠償收入,,239236,0,0,0,0,0,0,0,239236
501,10906,109,06,1,,0505010102,證照費,,28500,0,0,0,0,0,0,0,28500
501,10906,109,06,1,,0505010204,行政訴訟費,,4000,0,0,0,0,0,0,0,4000
501,10906,109,06,1,,0505010303,資料使用費,,703649,0,0,0,0,0,0,0,703649
501,10906,109,06,1,,0705010103,租金收入,,6919254,0,0,0,0,0,0,0,6919254
501,10906,109,06,1,,0705010500,廢舊物資售價,,221780,0,0,0,0,0,0,0,221780
501,10906,109,06,1,,1205010210,其他雜項收入,,578250,0,0,0,0,0,0,0,578250
501,10906,109,06,1,以前年度,,,,0,0,0,0,0,0,0,0,0
501,10906,109,06,1,一、以前年度應收(保留)數,,,,0,0,0,0,0,0,0,0,0
501,10906,109,06,1,二、以前年度歲入納庫款,,,,0,0,0,0,0,0,0,0,0
501,10906,109,06,1,三、收回以前年度支出賸餘款,,,,0,0,0,0,0,0,0,0,0
501,10906,109,06,1,"1. 以前年度已撥繳之暫付、預付款支用收回",,,,0,0,0,0,0,0,0,0,0
501,10906,109,06,1,"2. 審計部修正減列支出實現數",,,,0,0,0,0,0,0,0,0,0
501,10906,109,06,1,"3. 審計部修正減列應付數-已撥款",,,,0,0,0,0,0,0,0,0,0
501,10906,109,06,1,"4. 審計部修正減列支出保留數-已撥款",,,,0,0,0,0,0,0,0,0,0
501,10906,109,06,1,"5. 保留數、應付款-已撥款部分收回不再繼續支用",,,,0,0,0,0,0,0,0,0,0
501,10906,109,06,1,"6. 收回以前年度撥款之存出保證金",,,,0,0,0,0,0,0,0,0,0
501,10906,109,06,1,"7. 收回以前年度撥款之零用金",,,,0,0,0,0,0,0,0,0,0
501,10906,109,06,1,"8. 領用以前年度撥款之材料",,,,0,0,0,0,0,0,0,0,0
501,10906,109,06,1,四、收回剔除經費,,,,0,0,0,0,0,0,0,0,0
501,10907,109,07,1,本年度,,,,10320790,0,0,0,0,0,0,0,10320790
501,10907,109,07,1,,0405010301,一般賠償收入,,598671,0,0,0,0,0,0,0,598671
501,10907,109,07,1,,0505010102,證照費,,28500,0,0,0,0,0,0,0,28500
501,10907,109,07,1,,0505010204,行政訴訟費,,4000,0,0,0,0,0,0,0,4000
501,10907,109,07,1,,0505010303,資料使用費,,760289,0,0,0,0,0,0,0,760289
501,10907,109,07,1,,0705010103,租金收入,,8072463,0,0,0,0,0,0,0,8072463
501,10907,109,07,1,,0705010500,廢舊物資售價,,222350,0,0,0,0,0,0,0,222350
501,10907,109,07,1,,1205010201,收回以前年度歲出,,5202,0,0,0,0,0,0,0,5202
501,10907,109,07,1,,1205010210,其他雜項收入,,629315,0,0,0,0,0,0,0,629315
501,10907,109,07,1,以前年度,,,,0,0,0,0,0,0,0,0,0
501,10907,109,07,1,一、以前年度應收(保留)數,,,,0,0,0,0,0,0,0,0,0
501,10907,109,07,1,二、以前年度歲入納庫款,,,,0,0,0,0,0,0,0,0,0
501,10907,109,07,1,三、收回以前年度支出賸餘款,,,,0,0,0,0,0,0,0,0,0
501,10907,109,07,1,"1. 以前年度已撥繳之暫付、預付款支用收回",,,,0,0,0,0,0,0,0,0,0
501,10907,109,07,1,"2. 審計部修正減列支出實現數",,,,0,0,0,0,0,0,0,0,0
501,10907,109,07,1,"3. 審計部修正減列應付數-已撥款",,,,0,0,0,0,0,0,0,0,0
501,10907,109,07,1,"4. 審計部修正減列支出保留數-已撥款",,,,0,0,0,0,0,0,0,0,0
501,10907,109,07,1,"5. 保留數、應付款-已撥款部分收回不再繼續支用",,,,0,0,0,0,0,0,0,0,0
501,10907,109,07,1,"6. 收回以前年度撥款之存出保證金",,,,0,0,0,0,0,0,0,0,0
501,10907,109,07,1,"7. 收回以前年度撥款之零用金",,,,0,0,0,0,0,0,0,0,0
501,10907,109,07,1,"8. 領用以前年度撥款之材料",,,,0,0,0,0,0,0,0,0,0
501,10907,109,07,1,四、收回剔除經費,,,,0,0,0,0,0,0,0,0,0
501,10908,109,08,1,本年度,,,,11757191,0,0,0,0,0,0,0,11757191
501,10908,109,08,1,,0405010301,一般賠償收入,,625904,0,0,0,0,0,0,0,625904
501,10908,109,08,1,,0505010102,證照費,,31500,0,0,0,0,0,0,0,31500
501,10908,109,08,1,,0505010204,行政訴訟費,,4000,0,0,0,0,0,0,0,4000
501,10908,109,08,1,,0505010303,資料使用費,,967757,0,0,0,0,0,0,0,967757
501,10908,109,08,1,,0705010103,租金收入,,9225672,0,0,0,0,0,0,0,9225672
501,10908,109,08,1,,0705010500,廢舊物資售價,,226590,0,0,0,0,0,0,0,226590
501,10908,109,08,1,,1205010201,收回以前年度歲出,,6840,0,0,0,0,0,0,0,6840
501,10908,109,08,1,,1205010210,其他雜項收入,,668928,0,0,0,0,0,0,0,668928
501,10908,109,08,1,以前年度,,,,0,0,0,0,0,0,0,0,0
501,10908,109,08,1,一、以前年度應收(保留)數,,,,0,0,0,0,0,0,0,0,0
501,10908,109,08,1,二、以前年度歲入納庫款,,,,0,0,0,0,0,0,0,0,0
501,10908,109,08,1,三、收回以前年度支出賸餘款,,,,0,0,0,0,0,0,0,0,0
501,10908,109,08,1,"1. 以前年度已撥繳之暫付、預付款支用收回",,,,0,0,0,0,0,0,0,0,0
501,10908,109,08,1,"2. 審計部修正減列支出實現數",,,,0,0,0,0,0,0,0,0,0
501,10908,109,08,1,"3. 審計部修正減列應付數-已撥款",,,,0,0,0,0,0,0,0,0,0
501,10908,109,08,1,"4. 審計部修正減列支出保留數-已撥款",,,,0,0,0,0,0,0,0,0,0
501,10908,109,08,1,"5. 保留數、應付款-已撥款部分收回不再繼續支用",,,,0,0,0,0,0,0,0,0,0
501,10908,109,08,1,"6. 收回以前年度撥款之存出保證金",,,,0,0,0,0,0,0,0,0,0
501,10908,109,08,1,"7. 收回以前年度撥款之零用金",,,,0,0,0,0,0,0,0,0,0
501,10908,109,08,1,"8. 領用以前年度撥款之材料",,,,0,0,0,0,0,0,0,0,0
501,10908,109,08,1,四、收回剔除經費,,,,0,0,0,0,0,0,0,0,0
501,10909,109,09,1,本年度,,,,14334209,0,0,0,0,0,0,0,14334209
501,10909,109,09,1,,0405010301,一般賠償收入,,626603,0,0,0,0,0,0,0,626603
501,10909,109,09,1,,0505010102,證照費,,31500,0,0,0,0,0,0,0,31500
501,10909,109,09,1,,0505010204,行政訴訟費,,4000,0,0,0,0,0,0,0,4000
501,10909,109,09,1,,0505010303,資料使用費,,1071770,0,0,0,0,0,0,0,1071770
501,10909,109,09,1,,0705010103,租金收入,,11497116,0,0,0,0,0,0,0,11497116
501,10909,109,09,1,,0705010500,廢舊物資售價,,379804,0,0,0,0,0,0,0,379804
501,10909,109,09,1,,1205010201,收回以前年度歲出,,14275,0,0,0,0,0,0,0,14275
501,10909,109,09,1,,1205010210,其他雜項收入,,709141,0,0,0,0,0,0,0,709141
501,10909,109,09,1,以前年度,,,,0,0,0,0,0,0,0,0,0
501,10909,109,09,1,一、以前年度應收(保留)數,,,,0,0,0,0,0,0,0,0,0
501,10909,109,09,1,二、以前年度歲入納庫款,,,,0,0,0,0,0,0,0,0,0
501,10909,109,09,1,三、收回以前年度支出賸餘款,,,,0,0,0,0,0,0,0,0,0
501,10909,109,09,1,"1. 以前年度已撥繳之暫付、預付款支用收回",,,,0,0,0,0,0,0,0,0,0
501,10909,109,09,1,"2. 審計部修正減列支出實現數",,,,0,0,0,0,0,0,0,0,0
501,10909,109,09,1,"3. 審計部修正減列應付數-已撥款",,,,0,0,0,0,0,0,0,0,0
501,10909,109,09,1,"4. 審計部修正減列支出保留數-已撥款",,,,0,0,0,0,0,0,0,0,0
501,10909,109,09,1,"5. 保留數、應付款-已撥款部分收回不再繼續支用",,,,0,0,0,0,0,0,0,0,0
501,10909,109,09,1,"6. 收回以前年度撥款之存出保證金",,,,0,0,0,0,0,0,0,0,0
501,10909,109,09,1,"7. 收回以前年度撥款之零用金",,,,0,0,0,0,0,0,0,0,0
501,10909,109,09,1,"8. 領用以前年度撥款之材料",,,,0,0,0,0,0,0,0,0,0
501,10909,109,09,1,四、收回剔除經費,,,,0,0,0,0,0,0,0,0,0
501,10910,109,10,1,本年度,,,,14491973,0,0,0,0,0,0,0,14491973
501,10910,109,10,1,,0405010301,一般賠償收入,,665784,0,0,0,0,0,0,0,665784
501,10910,109,10,1,,0505010102,證照費,,40500,0,0,0,0,0,0,0,40500
501,10910,109,10,1,,0505010204,行政訴訟費,,4000,0,0,0,0,0,0,0,4000
501,10910,109,10,1,,0505010303,資料使用費,,1102300,0,0,0,0,0,0,0,1102300
501,10910,109,10,1,,0705010103,租金收入,,11532090,0,0,0,0,0,0,0,11532090
501,10910,109,10,1,,0705010500,廢舊物資售價,,384270,0,0,0,0,0,0,0,384270
501,10910,109,10,1,,1205010201,收回以前年度歲出,,14275,0,0,0,0,0,0,0,14275
501,10910,109,10,1,,1205010210,其他雜項收入,,748754,0,0,0,0,0,0,0,748754
501,10910,109,10,1,以前年度,,,,0,0,0,0,0,0,0,0,0
501,10910,109,10,1,一、以前年度應收(保留)數,,,,0,0,0,0,0,0,0,0,0
501,10910,109,10,1,二、以前年度歲入納庫款,,,,0,0,0,0,0,0,0,0,0
501,10910,109,10,1,三、收回以前年度支出賸餘款,,,,0,0,0,0,0,0,0,0,0
501,10910,109,10,1,"1. 以前年度已撥繳之暫付、預付款支用收回",,,,0,0,0,0,0,0,0,0,0
501,10910,109,10,1,"2. 審計部修正減列支出實現數",,,,0,0,0,0,0,0,0,0,0
501,10910,109,10,1,"3. 審計部修正減列應付數-已撥款",,,,0,0,0,0,0,0,0,0,0
501,10910,109,10,1,"4. 審計部修正減列支出保留數-已撥款",,,,0,0,0,0,0,0,0,0,0
501,10910,109,10,1,"5. 保留數、應付款-已撥款部分收回不再繼續支用",,,,0,0,0,0,0,0,0,0,0
501,10910,109,10,1,"6. 收回以前年度撥款之存出保證金",,,,0,0,0,0,0,0,0,0,0
501,10910,109,10,1,"7. 收回以前年度撥款之零用金",,,,0,0,0,0,0,0,0,0,0
501,10910,109,10,1,"8. 領用以前年度撥款之材料",,,,0,0,0,0,0,0,0,0,0
501,10910,109,10,1,四、收回剔除經費,,,,0,0,0,0,0,0,0,0,0
501,10911,109,11,1,本年度,,,,15731408,0,0,0,0,0,0,0,15731408
501,10911,109,11,1,,0405010301,一般賠償收入,,673532,0,0,0,0,0,0,0,673532
501,10911,109,11,1,,0505010102,證照費,,40500,0,0,0,0,0,0,0,40500
501,10911,109,11,1,,0505010204,行政訴訟費,,4000,0,0,0,0,0,0,0,4000
501,10911,109,11,1,,0505010303,資料使用費,,1136752,0,0,0,0,0,0,0,1136752
501,10911,109,11,1,,0705010103,租金收入,,12685299,0,0,0,0,0,0,0,12685299
501,10911,109,11,1,,0705010500,廢舊物資售價,,388683,0,0,0,0,0,0,0,388683
501,10911,109,11,1,,1205010201,收回以前年度歲出,,14275,0,0,0,0,0,0,0,14275
501,10911,109,11,1,,1205010210,其他雜項收入,,788367,0,0,0,0,0,0,0,788367
501,10911,109,11,1,以前年度,,,,0,0,0,0,0,0,0,0,0
501,10911,109,11,1,一、以前年度應收(保留)數,,,,0,0,0,0,0,0,0,0,0
501,10911,109,11,1,二、以前年度歲入納庫款,,,,0,0,0,0,0,0,0,0,0
501,10911,109,11,1,三、收回以前年度支出賸餘款,,,,0,0,0,0,0,0,0,0,0
501,10911,109,11,1,"1. 以前年度已撥繳之暫付、預付款支用收回",,,,0,0,0,0,0,0,0,0,0
501,10911,109,11,1,"2. 審計部修正減列支出實現數",,,,0,0,0,0,0,0,0,0,0
501,10911,109,11,1,"3. 審計部修正減列應付數-已撥款",,,,0,0,0,0,0,0,0,0,0
501,10911,109,11,1,"4. 審計部修正減列支出保留數-已撥款",,,,0,0,0,0,0,0,0,0,0
501,10911,109,11,1,"5. 保留數、應付款-已撥款部分收回不再繼續支用",,,,0,0,0,0,0,0,0,0,0
501,10911,109,11,1,"6. 收回以前年度撥款之存出保證金",,,,0,0,0,0,0,0,0,0,0
501,10911,109,11,1,"7. 收回以前年度撥款之零用金",,,,0,0,0,0,0,0,0,0,0
501,10911,109,11,1,"8. 領用以前年度撥款之材料",,,,0,0,0,0,0,0,0,0,0
501,10911,109,11,1,四、收回剔除經費,,,,0,0,0,0,0,0,0,0,0
501,10912,109,12,1,本年度,,,,17196829,0,0,0,0,0,0,0,17196829
501,10912,109,12,1,,0405010301,一般賠償收入,,733720,0,0,0,0,0,0,0,733720
501,10912,109,12,1,,0505010102,證照費,,48000,0,0,0,0,0,0,0,48000
501,10912,109,12,1,,0505010204,行政訴訟費,,4000,0,0,0,0,0,0,0,4000
501,10912,109,12,1,,0505010303,資料使用費,,1275692,0,0,0,0,0,0,0,1275692
501,10912,109,12,1,,0705010103,租金收入,,13838508,0,0,0,0,0,0,0,13838508
501,10912,109,12,1,,0705010500,廢舊物資售價,,453856,0,0,0,0,0,0,0,453856
501,10912,109,12,1,,1205010201,收回以前年度歲出,,15045,0,0,0,0,0,0,0,15045
501,10912,109,12,1,,1205010210,其他雜項收入,,828008,0,0,0,0,0,0,0,828008
501,10912,109,12,1,以前年度,,,,0,0,0,0,0,0,0,0,0
501,10912,109,12,1,一、以前年度應收(保留)數,,,,0,0,0,0,0,0,0,0,0
501,10912,109,12,1,二、以前年度歲入納庫款,,,,0,0,0,0,0,0,0,0,0
501,10912,109,12,1,三、收回以前年度支出賸餘款,,,,0,0,0,0,0,0,0,0,0
501,10912,109,12,1,"1. 以前年度已撥繳之暫付、預付款支用收回",,,,0,0,0,0,0,0,0,0,0
501,10912,109,12,1,"2. 審計部修正減列支出實現數",,,,0,0,0,0,0,0,0,0,0
501,10912,109,12,1,"3. 審計部修正減列應付數-已撥款",,,,0,0,0,0,0,0,0,0,0
501,10912,109,12,1,"4. 審計部修正減列支出保留數-已撥款",,,,0,0,0,0,0,0,0,0,0
501,10912,109,12,1,"5. 保留數、應付款-已撥款部分收回不再繼續支用",,,,0,0,0,0,0,0,0,0,0
501,10912,109,12,1,"6. 收回以前年度撥款之存出保證金",,,,0,0,0,0,0,0,0,0,0
501,10912,109,12,1,"7. 收回以前年度撥款之零用金",,,,0,0,0,0,0,0,0,0,0
501,10912,109,12,1,"8. 領用以前年度撥款之材料",,,,0,0,0,0,0,0,0,0,0
501,10912,109,12,1,四、收回剔除經費,,,,0,0,0,0,0,0,0,0,0
501,11001,110,01,1,本年度,,,,195793,0,0,0,0,0,0,0,195793
501,11001,110,01,1,,0405010301,一般賠償收入,,11895,0,0,0,0,0,0,0,11895
501,11001,110,01,1,,0505010102,證照費,,6000,0,0,0,0,0,0,0,6000
501,11001,110,01,1,,0505010303,資料使用費,,93788,0,0,0,0,0,0,0,93788
501,11001,110,01,1,,0705010103,租金收入,,34974,0,0,0,0,0,0,0,34974
501,11001,110,01,1,,1205010210,其他雜項收入,,49136,0,0,0,0,0,0,0,49136
501,11001,110,01,1,以前年度,,,,0,0,0,0,0,0,0,0,0
501,11001,110,01,1,一、以前年度應收(保留)數,,,,0,0,0,0,0,0,0,0,0
501,11001,110,01,1,二、以前年度歲入納庫款,,,,0,0,0,0,0,0,0,0,0
501,11001,110,01,1,三、收回以前年度支出賸餘款,,,,0,0,0,0,0,0,0,0,0
501,11001,110,01,1,"1. 以前年度已撥繳之暫付、預付款支用收回",,,,0,0,0,0,0,0,0,0,0
501,11001,110,01,1,"2. 審計部修正減列支出實現數",,,,0,0,0,0,0,0,0,0,0
501,11001,110,01,1,"3. 審計部修正減列應付數-已撥款",,,,0,0,0,0,0,0,0,0,0
501,11001,110,01,1,"4. 審計部修正減列支出保留數-已撥款",,,,0,0,0,0,0,0,0,0,0
501,11001,110,01,1,"5. 保留數、應付款-已撥款部分收回不再繼續支用",,,,0,0,0,0,0,0,0,0,0
501,11001,110,01,1,"6. 收回以前年度撥款之存出保證金",,,,0,0,0,0,0,0,0,0,0
501,11001,110,01,1,"7. 收回以前年度撥款之零用金",,,,0,0,0,0,0,0,0,0,0
501,11001,110,01,1,"8. 領用以前年度撥款之材料",,,,0,0,0,0,0,0,0,0,0
501,11001,110,01,1,四、收回剔除經費,,,,0,0,0,0,0,0,0,0,0
501,11002,110,02,1,本年度,,,,322898,0,0,0,0,0,0,0,322898
501,11002,110,02,1,,0405010301,一般賠償收入,,11895,0,0,0,0,0,0,0,11895
501,11002,110,02,1,,0505010102,證照費,,6000,0,0,0,0,0,0,0,6000
501,11002,110,02,1,,0505010303,資料使用費,,147240,0,0,0,0,0,0,0,147240
501,11002,110,02,1,,0705010103,租金收入,,69948,0,0,0,0,0,0,0,69948
501,11002,110,02,1,,1205010210,其他雜項收入,,87815,0,0,0,0,0,0,0,87815
501,11002,110,02,1,以前年度,,,,0,0,0,0,0,0,0,0,0
501,11002,110,02,1,一、以前年度應收(保留)數,,,,0,0,0,0,0,0,0,0,0
501,11002,110,02,1,二、以前年度歲入納庫款,,,,0,0,0,0,0,0,0,0,0
501,11002,110,02,1,三、收回以前年度支出賸餘款,,,,0,0,0,0,0,0,0,0,0
501,11002,110,02,1,"1. 以前年度已撥繳之暫付、預付款支用收回",,,,0,0,0,0,0,0,0,0,0
501,11002,110,02,1,"2. 審計部修正減列支出實現數",,,,0,0,0,0,0,0,0,0,0
501,11002,110,02,1,"3. 審計部修正減列應付數-已撥款",,,,0,0,0,0,0,0,0,0,0
501,11002,110,02,1,"4. 審計部修正減列支出保留數-已撥款",,,,0,0,0,0,0,0,0,0,0
501,11002,110,02,1,"5. 保留數、應付款-已撥款部分收回不再繼續支用",,,,0,0,0,0,0,0,0,0,0
501,11002,110,02,1,"6. 收回以前年度撥款之存出保證金",,,,0,0,0,0,0,0,0,0,0
501,11002,110,02,1,"7. 收回以前年度撥款之零用金",,,,0,0,0,0,0,0,0,0,0
501,11002,110,02,1,"8. 領用以前年度撥款之材料",,,,0,0,0,0,0,0,0,0,0
501,11002,110,02,1,四、收回剔除經費,,,,0,0,0,0,0,0,0,0,0
501,11003,110,03,1,本年度,,,,785605,0,0,0,0,0,0,0,785605
501,11003,110,03,1,,0405010301,一般賠償收入,,11895,0,0,0,0,0,0,0,11895
501,11003,110,03,1,,0505010102,證照費,,7500,0,0,0,0,0,0,0,7500
501,11003,110,03,1,,0505010303,資料使用費,,533627,0,0,0,0,0,0,0,533627
501,11003,110,03,1,,0705010103,租金收入,,104922,0,0,0,0,0,0,0,104922
501,11003,110,03,1,,0705010500,廢舊物資售價,,2320,0,0,0,0,0,0,0,2320
501,11003,110,03,1,,1205010210,其他雜項收入,,125341,0,0,0,0,0,0,0,125341
501,11003,110,03,1,以前年度,,,,0,0,0,0,0,0,0,0,0
501,11003,110,03,1,一、以前年度應收(保留)數,,,,0,0,0,0,0,0,0,0,0
501,11003,110,03,1,二、以前年度歲入納庫款,,,,0,0,0,0,0,0,0,0,0
501,11003,110,03,1,三、收回以前年度支出賸餘款,,,,0,0,0,0,0,0,0,0,0
501,11003,110,03,1,"1. 以前年度已撥繳之暫付、預付款支用收回",,,,0,0,0,0,0,0,0,0,0
501,11003,110,03,1,"2. 審計部修正減列支出實現數",,,,0,0,0,0,0,0,0,0,0
501,11003,110,03,1,"3. 審計部修正減列應付數-已撥款",,,,0,0,0,0,0,0,0,0,0
501,11003,110,03,1,"4. 審計部修正減列支出保留數-已撥款",,,,0,0,0,0,0,0,0,0,0
501,11003,110,03,1,"5. 保留數、應付款-已撥款部分收回不再繼續支用",,,,0,0,0,0,0,0,0,0,0
501,11003,110,03,1,"6. 收回以前年度撥款之存出保證金",,,,0,0,0,0,0,0,0,0,0
501,11003,110,03,1,"7. 收回以前年度撥款之零用金",,,,0,0,0,0,0,0,0,0,0
501,11003,110,03,1,"8. 領用以前年度撥款之材料",,,,0,0,0,0,0,0,0,0,0
501,11003,110,03,1,四、收回剔除經費,,,,0,0,0,0,0,0,0,0,0
501,11004,110,04,1,本年度,,,,942362,0,0,0,0,0,0,0,942362
501,11004,110,04,1,,0405010301,一般賠償收入,,11895,0,0,0,0,0,0,0,11895
501,11004,110,04,1,,0505010102,證照費,,7500,0,0,0,0,0,0,0,7500
501,11004,110,04,1,,0505010303,資料使用費,,607337,0,0,0,0,0,0,0,607337
501,11004,110,04,1,,0705010103,租金收入,,139896,0,0,0,0,0,0,0,139896
501,11004,110,04,1,,0705010500,廢舊物資售價,,10424,0,0,0,0,0,0,0,10424
501,11004,110,04,1,,1205010210,其他雜項收入,,165310,0,0,0,0,0,0,0,165310
501,11004,110,04,1,以前年度,,,,0,0,0,0,0,0,0,0,0
501,11004,110,04,1,一、以前年度應收(保留)數,,,,0,0,0,0,0,0,0,0,0
501,11004,110,04,1,二、以前年度歲入納庫款,,,,0,0,0,0,0,0,0,0,0
501,11004,110,04,1,三、收回以前年度支出賸餘款,,,,0,0,0,0,0,0,0,0,0
501,11004,110,04,1,"1. 以前年度已撥繳之暫付、預付款支用收回",,,,0,0,0,0,0,0,0,0,0
501,11004,110,04,1,"2. 審計部修正減列支出實現數",,,,0,0,0,0,0,0,0,0,0
501,11004,110,04,1,"3. 審計部修正減列應付數-已撥款",,,,0,0,0,0,0,0,0,0,0
501,11004,110,04,1,"4. 審計部修正減列支出保留數-已撥款",,,,0,0,0,0,0,0,0,0,0
501,11004,110,04,1,"5. 保留數、應付款-已撥款部分收回不再繼續支用",,,,0,0,0,0,0,0,0,0,0
501,11004,110,04,1,"6. 收回以前年度撥款之存出保證金",,,,0,0,0,0,0,0,0,0,0
501,11004,110,04,1,"7. 收回以前年度撥款之零用金",,,,0,0,0,0,0,0,0,0,0
501,11004,110,04,1,"8. 領用以前年度撥款之材料",,,,0,0,0,0,0,0,0,0,0
501,11004,110,04,1,四、收回剔除經費,,,,0,0,0,0,0,0,0,0,0
501,11005,110,05,1,本年度,,,,6827661,0,0,0,0,0,0,0,6827661
501,11005,110,05,1,,0405010301,一般賠償收入,,71512,0,0,0,0,0,0,0,71512
501,11005,110,05,1,,0505010102,證照費,,7500,0,0,0,0,0,0,0,7500
501,11005,110,05,1,,0505010303,資料使用費,,619383,0,0,0,0,0,0,0,619383
501,11005,110,05,1,,0705010103,租金收入,,5766045,0,0,0,0,0,0,0,5766045
501,11005,110,05,1,,0705010500,廢舊物資售價,,10424,0,0,0,0,0,0,0,10424
501,11005,110,05,1,,1205010210,其他雜項收入,,352797,0,0,0,0,0,0,0,352797
501,11005,110,05,1,以前年度,,,,0,0,0,0,0,0,0,0,0
501,11005,110,05,1,一、以前年度應收(保留)數,,,,0,0,0,0,0,0,0,0,0
501,11005,110,05,1,二、以前年度歲入納庫款,,,,0,0,0,0,0,0,0,0,0
501,11005,110,05,1,三、收回以前年度支出賸餘款,,,,0,0,0,0,0,0,0,0,0
501,11005,110,05,1,"1. 以前年度已撥繳之暫付、預付款支用收回",,,,0,0,0,0,0,0,0,0,0
501,11005,110,05,1,"2. 審計部修正減列支出實現數",,,,0,0,0,0,0,0,0,0,0
501,11005,110,05,1,"3. 審計部修正減列應付數-已撥款",,,,0,0,0,0,0,0,0,0,0
501,11005,110,05,1,"4. 審計部修正減列支出保留數-已撥款",,,,0,0,0,0,0,0,0,0,0
501,11005,110,05,1,"5. 保留數、應付款-已撥款部分收回不再繼續支用",,,,0,0,0,0,0,0,0,0,0
501,11005,110,05,1,"6. 收回以前年度撥款之存出保證金",,,,0,0,0,0,0,0,0,0,0
501,11005,110,05,1,"7. 收回以前年度撥款之零用金",,,,0,0,0,0,0,0,0,0,0
501,11005,110,05,1,"8. 領用以前年度撥款之材料",,,,0,0,0,0,0,0,0,0,0
501,11005,110,05,1,四、收回剔除經費,,,,0,0,0,0,0,0,0,0,0
501,11006,110,06,1,本年度,,,,8508365,0,0,0,0,0,0,0,8508365
501,11006,110,06,1,,0405010301,一般賠償收入,,77212,0,0,0,0,0,0,0,77212
501,11006,110,06,1,,0505010102,證照費,,12000,0,0,0,0,0,0,0,12000
501,11006,110,06,1,,0505010303,資料使用費,,663413,0,0,0,0,0,0,0,663413
501,11006,110,06,1,,0705010103,租金收入,,6919254,0,0,0,0,0,0,0,6919254
501,11006,110,06,1,,0705010500,廢舊物資售價,,10424,0,0,0,0,0,0,0,10424
501,11006,110,06,1,,1205010201,收回以前年度歲出,,14583,0,0,0,0,0,0,0,14583
501,11006,110,06,1,,1205010210,其他雜項收入,,811479,0,0,0,0,0,0,0,811479
501,11006,110,06,1,以前年度,,,,0,0,0,0,0,0,0,0,0
501,11006,110,06,1,一、以前年度應收(保留)數,,,,0,0,0,0,0,0,0,0,0
501,11006,110,06,1,二、以前年度歲入納庫款,,,,0,0,0,0,0,0,0,0,0
501,11006,110,06,1,三、收回以前年度支出賸餘款,,,,0,0,0,0,0,0,0,0,0
501,11006,110,06,1,"1. 以前年度已撥繳之暫付、預付款支用收回",,,,0,0,0,0,0,0,0,0,0
501,11006,110,06,1,"2. 審計部修正減列支出實現數",,,,0,0,0,0,0,0,0,0,0
501,11006,110,06,1,"3. 審計部修正減列應付數-已撥款",,,,0,0,0,0,0,0,0,0,0
501,11006,110,06,1,"4. 審計部修正減列支出保留數-已撥款",,,,0,0,0,0,0,0,0,0,0
501,11006,110,06,1,"5. 保留數、應付款-已撥款部分收回不再繼續支用",,,,0,0,0,0,0,0,0,0,0
501,11006,110,06,1,"6. 收回以前年度撥款之存出保證金",,,,0,0,0,0,0,0,0,0,0
501,11006,110,06,1,"7. 收回以前年度撥款之零用金",,,,0,0,0,0,0,0,0,0,0
501,11006,110,06,1,"8. 領用以前年度撥款之材料",,,,0,0,0,0,0,0,0,0,0
501,11006,110,06,1,四、收回剔除經費,,,,0,0,0,0,0,0,0,0,0
501,11007,110,07,1,本年度,,,,9761606,0,0,0,0,0,0,0,9761606
501,11007,110,07,1,,0405010301,一般賠償收入,,108475,0,0,0,0,0,0,0,108475
501,11007,110,07,1,,0505010102,證照費,,12000,0,0,0,0,0,0,0,12000
501,11007,110,07,1,,0505010303,資料使用費,,690093,0,0,0,0,0,0,0,690093
501,11007,110,07,1,,0705010103,租金收入,,8072463,0,0,0,0,0,0,0,8072463
501,11007,110,07,1,,0705010500,廢舊物資售價,,16426,0,0,0,0,0,0,0,16426
501,11007,110,07,1,,1205010201,收回以前年度歲出,,14583,0,0,0,0,0,0,0,14583
501,11007,110,07,1,,1205010210,其他雜項收入,,847566,0,0,0,0,0,0,0,847566
501,11007,110,07,1,以前年度,,,,0,0,0,0,0,0,0,0,0
501,11007,110,07,1,一、以前年度應收(保留)數,,,,0,0,0,0,0,0,0,0,0
501,11007,110,07,1,二、以前年度歲入納庫款,,,,0,0,0,0,0,0,0,0,0
501,11007,110,07,1,三、收回以前年度支出賸餘款,,,,0,0,0,0,0,0,0,0,0
