id,time,捐助計畫,計畫起訖年度,捐助對象,捐助內容,捐助經費之用途分析_經常門_人事費,捐助經費之用途分析_經常門_業務費,捐助經費之用途分析_經常門_其他,捐助經費之用途分析_資本門_營建工程,捐助經費之用途分析_資本門_其他,捐助經費之用途分析_合計
2001,113,[5]外國來臺留學生獎學金　05,113-113,外國學生,學費及生活費等。,,,399788,,,399788
2001,113,4075差額補貼,,,,1111402,,,,,1111402
2001,113,(1)7620012100學校教職員暨社教機構聘任人員退休撫卹給付,,,,1111402,,,,,1111402
2001,113,[1]支付國立學校暨社教機構聘任人員退休撫卹金　01,113-113,退休人員,國立學校暨社教機構退休人員一次退休金優惠存款利息差額。,1111402,,,,,1111402
2001,113,4085獎勵及慰問,,,,,38970,90238,,,129208
2001,113,(1)5120010100一般行政,,,,,950,,,,950
2001,113,[1]獎勵模範公務人員　07,113-113,本部與所屬機關（構）學校模範公務人員,核發本部與所屬機關（構）學校模範公務人員獎勵金。,,950,,,,950
2001,113,(2)5120010100一般行政,,,,,4860,,,,4860
2001,113,[1]退休人員三節慰問金　08,113-113,本部符合退休照護之退休人員,退休人員三節慰問金。,,360,,,,360
2001,113,[2]慰問對教育具貢獻且需濟助之教師　09,113-113,對教育具有貢獻，且生活困苦或罹患重病急需濟助之退休教師,每年三節發給對教育具有貢獻，且生活困苦或罹患重病急需濟助之退休教師。,,4500,,,,4500
2001,113,(3)5120010201高等教育行政及督導,,,,,,78200,,,78200
2001,113,[1]學術審議著作審查、設置國家講座與學術獎及改善高教人才斷層　01,113-113,公私立大學校院教師,學術獎獎金。,,,66200,,,66200
2001,113,[2]強化人才培育及產學合作機制　03,113-113,藝術類國際競賽得獎學生,參加國際競賽學生得獎之獎金。,,,12000,,,12000
2001,113,(4)5120010202技術職業教育行政及督導,,,,,,9000,,,9000
2001,113,[1]國家產學大師獎獲獎人獎金　03-2,113-113,技專校院教師,表揚技專校院教師實務研發對產業與技職人才培育貢獻。,,,9000,,,9000
2001,113,(5)5120010301師資培育與藝術教育行政及督導,,,,,27000,,,,27000
2001,113,[1]獎勵優良教師　02-1,113-113,各級學校資深優良教師,"
1.服務屆滿10年之資深優良教師，每人4千元。
2.服務屆滿20年之資深優良教師，每人6千元。
3.服務屆滿30年之資深優良教師，每人8千元。
4.服務屆滿40年之資深優良教師，每人10千元。",,25900,,,,25900
2001,113,[2]獎勵教育奉獻獎獲獎者　02-2,113-113,教育奉獻獎獲獎者,教育奉獻獎獲獎者，每人致贈獎勵金50千元，獲獎人數以20人為原則。,,1000,,,,1000
2001,113,[3]辦理教師典範獎、教師卓越獎及教育實習合作團體獎　04,113-113,教師,教育實習獎優獎、分實習指導教師典範獎、實習輔導教師卓越獎、實習學生楷模獎及教育實習合作團體獎。,,100,,,,100
2001,113,(6)5120010501終身教育行政及督導,,,,,4960,,,,4960
2001,113,[1]推動高齡教育　04,113-113,高齡教育推展績優單位及人員,獎勵高齡教育推展績優單位及人員。,,3000,,,,3000
2001,113,[2]本國語言文字標準訂定與推廣　06,113-113,本土語言文學獎得獎者,本土語言文學獎計畫。,,1960,,,,1960
2001,113,(7)5120010507國立臺灣藝術教育館行政及推展,,,,,,2990,,,2990
2001,113,[1]獎勵全國學生圖畫書創作獎　0402,113-113,全國各級學校在學學生,"
1.獎勵兒童圖畫書創作，發掘及培育圖畫書創作人才。 
2.提升國內圖畫書創作品質水準，充實優良圖像讀物。 
3.豐富兒童藝術涵養與想像力。",,,450,,,450
2001,113,[2]教育部文藝創作獎　0404,113-113,全國學校教師暨學生,辦理教育部文藝創作獎，以鼓勵文學藝術創作，提升國人之藝文水準，激發國人之創意。,,,2540,,,2540
2001,113,(8)5120010507國立臺灣藝術教育館行政及推展,,,,,,48,,,48
2001,113,[1]退休退職人員三節慰問金　0204,113-113,退休退職人員,退休退職人員計8人，三節慰問金每人每年6千元。,,,48,,,48
2001,113,(9)5120010701學生事務與特殊教育行政及督導,,,,,1200,,,,1200
2001,113,[1]學生事務行政及督導　01,113-113,個人,獎勵全國大專校院學生社團評選獲獎者。,,500,,,,500
2001,113,[2]性別平等教育　03,113-113,個人,獎勵性別平等教育碩博士論文得獎者。,,250,,,,250
2001,113,[3]推動學生輔導工作　07,113-113,個人,獎勵生命教育碩博士論文得獎者。,,450,,,,450
2001,113,4090其他補助及捐助,,,,,1920,262606,,,264526
2001,113,(1)5120010501終身教育行政及督導,,,,,1920,,,,1920
2001,113,[1]推動高齡教育　04,113-113,樂齡學習方案推動單位及人員,加強辦理樂齡學習方案。,,500,,,,500
2001,113,[2]國立及公共圖書館之輔導與充實　08,113-113,創作者及出版者,國立公共圖書館試辦公共出借權計畫創作者及出版者補償酬勞。,,1420,,,,1420
2001,113,(2)5120010908國際及兩岸教育交流,,,,,,262606,,,262606
2001,113,[1]華語教學人員赴外國學校任教經費　03-5,113-113,國內個人,機票及生活津貼。,,,262606,,,262606
2001,113,3.對國外之捐助,,,,,53350,,,,53350
2001,113,4035對外之捐助,,,,,53350,,,,53350
2001,113,(1)5120010908國際及兩岸教育交流,,,,,53350,,,,53350
2001,113,[1]臺灣研究講座　01-1,113-113,國外學術文教團體,講座薪資、辦公費用及獎助金等。,,40810,,,,40810
2001,113,[2]傅爾布萊特中美文教合作計畫　01-2,113-113,學術交流基金會,設置美國學人來臺及我國學人赴美獎助金。,,11840,,,,11840
2001,113,[3]歐盟及重點國家官員來臺參與臺灣研究研討會　01-3,113-113,外國機構及個人,機票、食宿及交通費。,,700,,,,700
2001,114,合計,,,,23367607,6493703,39601833,,5303816,74766959
2001,114,1.對團體之捐助,,,,22430420,2686736,10782443,,5303816,41203415
2001,114,4040對國內團體之捐助,,,,56812,320178,197625,,27908,602523
2001,114,(1)5120010100一般行政,,,,,2072,,,,2072
2001,114,[1]學校衛生保健活動　01,114-114,民間團體,辦理性教育、健康促進及校園慢性病防治衛生教育等學校衛生保健活動。,,257,,,,257
2001,114,[2]辦理原住民族教育　03,114-114,民間團體,辦理原住民族教育相關活動。,,1500,,,,1500
2001,114,[3]補助公務人員協會　06,114-114,公務人員協會,補助公務人員協會運作。,,47,,,,47
2001,114,[4]114年統計學術研討會　07,114-114,中國統計學社,114年統計學術研討會經費。,,268,,,,268
2001,114,(2)5120010201高等教育行政及督導,,,,55831,161872,,,11198,228901
2001,114,[1]推動及改進大學招生制度　02,114-114,財團法人大學入學考試中心基金會等,"
1.改進多元入學制度、建立電腦題庫改進試務技術、推動招考技術相關研究及新方案宣導說明。
2.辦理海外僑生（含港澳生）招生試務工作。",22593,148677,,,10048,181318
2001,114,[2]推動大學評鑑制度　05,114-114,財團法人高等教育評鑑中心基金會等,"
1.補助高等教育評鑑中心運作所需經費。
2.補助高等教育評鑑中心建立大學評鑑指標、建置大學暨技專校院評鑑人才資料庫、蒐集先進國家高等教育評鑑訊息及推動高等教育評鑑國際交流等。",33238,13195,,,1150,47583
2001,114,(3)5120010201高等教育行政及督導,,,,,350,,,,350
2001,114,[1]推動及改進大學招生制度　02,114-114,大學海外聯合招生委員會,辦理海外僑生（含港澳生）招生宣導工作。,,350,,,,350
2001,114,(4)5120010202技術職業教育行政及督導,,,,,,150523,,1103,151626
2001,114,[1]補助技專校院招生策進總會、入學測驗中心及招生委員會等　01,114-114,民間團體,規劃改進技專校院考招分離招生制度，推動多元入學方案。,,,150523,,1103,151626
2001,114,(5)5120010202技術職業教育行政及督導,,,,,,2030,,,2030
2001,114,[1]補助技專校院招生策進總會等辦理入學方案宣導　01,114-114,民間團體,辦理入學方案宣導。,,,2030,,,2030
2001,114,(6)5120010204私立學校教學獎助,,,,481,421,,,14707,15609
2001,114,[1]輔導私立大專校院整體發展獎助　01,114-114,財團法人私立學校興學基金會,補助財團法人私立學校興學基金會依法運作並統籌辦理民間對私校捐贈事宜，以促進私校發展。,481,421,,,,902
2001,114,[2]補助私立大專校院學生就學貸款利息　05,114-114,財團法人中小企業信用保證基金,撥付財團法人中小企業信用保證基金，協助中低收入戶家庭子女就學。,,,,,14707,14707
2001,114,(7)5120010301師資培育與藝術教育行政及督導,,,,,780,32820,,,33600
2001,114,[1]推行藝術教育　01,114-114,民間團體,辦理藝術教育活動。,,,23882,,,23882
2001,114,[2]推動教師專業發展　05,114-114,民間團體,"
1.辦理教師專業發展活動。
2.辦理教師專業發展活動宣導。",,780,8938,,,9718
2001,114,(8)5120010501終身教育行政及督導,,,,,750,,,,750
2001,114,[1]推動終身教育及學習網絡　01,114-114,企業,補助製播及推動終身學習節目，增進多元學習機會。,,750,,,,750
2001,114,(9)5120010501終身教育行政及督導,,,,,35741,,,,35741
2001,114,[1]推動終身教育及學習網絡　01,114-114,國內民間團體及財團法人,加強民間團體推動終身教育功能及辦理地方社教活動。,,15750,,,,15750
2001,114,[2]推動社區教育　02,114-114,國內民間團體及財團法人,加強民間團體推動社區教育。,,1300,,,,1300
2001,114,[3]推行家庭教育　03,114-114,國內民間團體及財團法人,結合民間團體辦理家庭教育、新住民教育輔導活動及推動社區性別平等教育。,,1000,,,,1000
2001,114,[4]推動高齡教育　04,114-114,國內民間團體及財團法人,結合民間團體辦理高齡教育及樂齡學習活動。,,2661,,,,2661
2001,114,[5]輔導教育基金會之相關業務　05,114-114,國內民間團體及財團法人,補助教育基金會辦理終身學習活動等。,,11839,,,,11839
2001,114,[6]本國語言文字標準訂定與推廣　06,114-114,國內民間團體及財團法人,補助民間團體辦理本國語文相關教育活動。,,3191,,,,3191
2001,114,(10)5120010701學生事務與特殊教育行政及督導,,,,500,14633,391,,,15524
2001,114,[1]學生事務行政及督導　01,114-114,民間團體,"
1.辦理大專校院人權法治與品德教育及正向管教。 
2.辦理大專校院社團服務志工。",,1687,,,,1687
2001,114,[2]性別平等教育　03,114-114,民間團體,推動性別平等教育工作。,,308,,,,308
2001,114,[3]校園安全維護與防制學生藥物濫用　04,114-114,民間團體,"
1.防災教育推廣。
2.防制毒品教育推廣。",,9713,,,,9713
2001,114,[4]發展與改進大專校院特殊教育　06,114-114,民間團體,補助民間團體推展特殊教育活動。,500,1500,391,,,2391
2001,114,[5]推動學生輔導工作　07,114-114,民間團體,推動學生輔導工作。,,1425,,,,1425
2001,114,(11)5120010904資訊與科技教育行政及督導,,,,,23041,9770,,,32811
2001,114,[1]環境教育推廣活動計畫　01,114-114,民間團體,推動環境教育、永續發展之相關環境計畫及環境教育科技研究。,,,3720,,,3720
2001,114,[2]補助台灣鑑識協會辦理研討會　03-1,114-114,民間團體,台灣鑑識協會研討會。,,,50,,,50
2001,114,[3]2025第30屆大專校院資訊應用服務創新競賽　03-2,114-114,民間團體,2025第30屆大專校院資訊應用服務創新競賽。,,,5400,,,5400
2001,114,[4]2025青年程式設計競賽　03-3,114-114,民間團體,2025青年程式設計競賽。,,,600,,,600
2001,114,[5]補助民間團體及財團法人開發中小學教師教學所需之數位內容　05-1,114-114,民間團體及財團法人,補助民間團體及財團法人開發生動活潑之數位內容，提供中小學教師實施多元教學模式。,,6200,,,,6200
2001,114,[6]補助民間非營利組織推廣家長運用資訊工具與資源導入　05-2,114-114,民間團體,培訓家長操作及運用數位學習平臺，透過家庭教育與學校教育的連結，協助學生進行有效能的學習及提升學習動機。,,4000,,,,4000
2001,114,[7]補助民間非營利組織辦理跨縣市、跨領域教師數位學習增能與交流活動　05-3,114-114,民間團體,規劃辦理不同地區、專業領域之教師與社群分享數位學習推動與科技領導經驗，凝聚教師共識，擴大資訊科技融入教學之影響力。,,3500,,,,3500
2001,114,[8]結合民間非營利組織宣導數位科技應用及資訊素養推廣活動　05-4,114-114,民間團體,補助民間非營利組織辦理數位科技應用及資訊倫理與安全健康上網等相關宣導活動。,,2200,,,,2200
2001,114,[9]偏鄉數位應用在地特色推廣　06,114-114,民間團體及財團法人,推動偏鄉民眾數位應用學習及特色成果。,,3200,,,,3200
2001,114,[10]大學數位學習品質提升相關機制經費　07,114-114,民間團體,補助臺灣開放式課程聯盟，推動開放式課程。,,3941,,,,3941
2001,114,(12)5120010908國際及兩岸教育交流,,,,,75518,2091,,900,78509
2001,114,[1]補助參與國際會議活動　01-4,114-114,國內教育團體,補助國際組織會費。,,60,,,,60
2001,114,[2]辦理促進華語文教育產業發展合作相關事宜　03-2,114-114,民間團體,補助機票、研討會、活動及辦理華語教育資源整合交流行銷經費等。,,70100,,,500,70600
2001,114,[3]辦理擴大招收國際學生，推動新南向政策相關事務　05,114-114,財團法人高等教育國際合作基金會,辦理境外臺灣教育展、參加國際教育者年會及留學臺灣資訊行銷。,,5358,,,400,5758
2001,114,[4]辦理港澳及兩岸教育相關事務　06,114-114,學術教育藝文團體、海基會、大考中心等,辦理兩岸（含港澳）學術會議、文教活動及設置大學學測與高中英聽測驗大陸考場。,,,2091,,,2091
2001,114,(13)5120010908國際及兩岸教育交流,,,,,5000,,,,5000
2001,114,[1]辦理推廣臺灣華語教育媒體宣傳工作　03,114-114,華語相關學會或協會、基金會等,辦理推廣臺灣華語教育媒體宣傳工作。,,3000,,,,3000
2001,114,[2]辦理留學臺灣媒體宣傳工作　05,114-114,財團法人高等教育國際合作基金會,辦理留學臺灣相關資訊行銷宣傳。,,2000,,,,2000
2001,114,4045對私校之獎助,,,,9194393,2366558,10584818,,5275908,27421677
2001,114,(1)5120010100一般行政,,,,197755,122008,,,22160,341923
2001,114,[1]大專校院健康促進學校計畫　04,114-114,私立學校,辦理校園學生健康促進活動、校園傳染病衛生教育活動及充實健康中心設備。,,15101,,,1200,16301
2001,114,[2]補助大專校院原資中心及區域原資中心相關計畫　05,114-114,私立學校,補助大專校院原住民族學生資源中心及區域原資中心相關計畫。,155067,106907,,,20960,282934
2001,114,[3]補助轄管私立大專校院提繳未具本職兼任教師之勞工退休金　10,114-114,私立大專校院,補助轄管私立大專校院依專科以上學校兼任教師聘任辦法第20條規定，提繳未具本職兼任教師之勞工退休金所需經費。,42688,,,,,42688
2001,114,(2)5120010201高等教育行政及督導,,,,1287296,892692,,,1032350,3212338
2001,114,[1]學術審議著作審查、設置國家講座與學術獎及改善高教人才斷層　01,114-114,私立大學校院,"
1.國家講座教學研究經費。
2.補助學校推動教師多元升等分流機制。
3.辦理因應高教人才斷層—提升教研人員待遇計畫經費。",70400,143400,,,16000,229800
2001,114,[2]推動及改進大學招生制度　02,114-114,私立大學校院,推動多元入學方案、建立電腦題庫改進試務技術、推動招考技術相關研究及說明、推動高中銜接大學課程及學習歷程檔案資料庫建置等。,33896,98578,,,35633,168107
2001,114,[3]強化人才培育及產學合作機制　03,114-114,私立大學校院,補助推動跨校級創新研發、建構創新創業生態環境、推動國際共同人才培育計畫、深化博士產業研發能力，推動產學合作培育博士級研發人才、產業碩士專班以及執行成立太空系統工程研究所等。,63000,58183,,,25000,146183
2001,114,[4]改善教學研究環境及提升高等教育行政服務品質　04,114-114,私立大學校院,補助私立大學辦理宿舍改善、教學助理全面納保及衍生身心障礙者與原住民族雇用所需相關經費。,,21616,,,259660,281276
2001,114,[5]推動大學評鑑制度　05,114-114,私立大學校院,補助學校自主辦理系所品保經費。,,2560,,,,2560
2001,114,[6]引導學校多元發展及提升教學品質　06,114-114,私立大學校院,推動高等教育深耕計畫、新南向政策相關方案、大學校院延攬頂尖人才計畫等。,1120000,568355,,,696057,2384412
2001,114,(3)5120010202技術職業教育行政及督導,,,,,,4002880,,748675,4751555
2001,114,[1]辦理技職推廣、招生等業務以強化技職教育學制及特色　01,114-114,私立技專校院,提升技職教育辦學水準，推廣技職教育理念，並辦理原住民族技職教育推展。,,,169166,,6517,175683
2001,114,[2]推動產業學院計畫　03-1,114-114,私立技專校院,鼓勵技專校院辦理契合式人才培育學程。,,,60000,,,60000
2001,114,[3]辦理區域產業人才及技術培育基地　03-2,114-114,私立技專校院,私立大專校院建置基地補助。,,,2000,,,2000
2001,114,[4]辦理實作場域設備精進計畫　03-3,114-114,私立技專校院,私立大學推動業師協同教學、充實教學設備、建置類產線。,,,169615,,176830,346445
2001,114,[5]促進技職校院國際合作交流與加強學生外語能力　04-1,114-114,私立技專校院,促進技專校院國際合作交流與加強學生外語能力。,,,698681,,35117,733798
2001,114,[6]補助技專校院獎助生保險所需費用　04-2,114-114,私立技專校院,補助技專校院獎助生保險所需費用等。,,,55500,,,55500
2001,114,[7]引導技專校院推動以學生為主體之教學創新　05,114-114,私立技專校院,補助技專校院進行教學創新及發展辦學特色、在地連結及照顧弱勢學生。,,,2847918,,530211,3378129
2001,114,(4)5120010204私立學校教學獎助,,,,7551246,531836,6305996,,3425670,17814748
2001,114,[1]輔導私立大專校院整體發展獎助　01,114-114,私立大專校院,"
1.協助私立大專校院整體校務發展及有關政策之執行。
2.私立大專校院績效型獎補助經費。
3.私立大專校院建置基地補助經費。",,,6264493,,3208809,9473302
2001,114,[2]私立大專校院輔導學生事務工作　02,114-114,私立大專校院,獎補助私立大專校院推動學生事務及輔導工作。,,478075,,,185000,663075
2001,114,[3]補助私立大專校院建築貸款利息　03,114-114,私立大專校院,"
1.補助91至107年度核准之私立大專校院興建之學生宿舍等建築貸款利息。
2.私立大專校院興建教學大樓及學生宿舍貸款利息補助。",,,15053,,,15053
2001,114,[4]補助私立學校教職員退撫經費及保險費　06,114-114,私立學校,"
1.依公教人員保險法規定，補助私立學校教職員參加公保政府負擔之保險費及公保養老給付超額年金（含補助各私立大專校院參與臺灣銀行公教保險部代發超額年金服務之入帳手續費）。
2.依全民健康保險法規定，補助私立學校教職員參加全民健保政府負擔之保險費。
3.依學校法人及其所屬私立學校教職員退休撫卹離職資遣條例規定，補助私立學校教職員參加私立學校退撫新制之提撥費用、法定收益差額、新舊制差額及辦理私校退撫新制業務與人力等經費。 
4.依學校法人及其所屬私立學校教職員退休撫卹離職資遣條例規定，編列原私校退撫基金不足（私立專科以上學校部分）經費。",5665811,,,,,5665811
2001,114,[5]私立學校軍訓教官與護理教師待遇及進用學輔人力　08,114-114,私立學校,私立學校軍訓教官與護理教師待遇及進用輔導人力經費。,1885435,,,,,1885435
2001,114,[6]輔導海外臺灣學校及大陸地區臺商學校整體發展　09,114-114,海外臺灣學校及大陸地區臺商學校,"
1.補助海外臺灣學校教學設備、活動及補充教材等。
2.補助大陸地區臺商學校軟體設備及師生進修研習等。",,39736,6500,,31861,78097
2001,114,[7]拉近公私立學校學雜費差距專案減免　10,114-114,私立大專校院,補助私立學校辦理全校學士班學生學雜費減免業務，須辦理學生疑義諮詢、資料審查、資格檢核等事項。,,14025,19950,,,33975
2001,114,(5)5120010301師資培育與藝術教育行政及督導,,,,,1920,23300,,300,25520
2001,114,[1]推行藝術教育　01,114-114,私立學校,辦理藝術教育活動。,,,500,,,500
2001,114,[2]師資職前培育　03,114-114,私立大學,"
1.發展精緻師資培育大學、強化教學活動及充實教學設施。
2.推動教育史懷哲計畫，涵養師資生服務精神。
3.辦理師資培育課程規劃與專業審查。
4.配合先檢定後實習之相關措施。",,,16800,,300,17100
2001,114,[3]教師資格檢定及課程認定　04,114-114,私立大學,"
1.補助師資培育大學落實教育實習輔導工作。
2.補助師資培育大學辦理學術研討會。",,420,6000,,,6420
2001,114,[4]推動教師專業發展　05,114-114,私立大學,"
1.師資培育大學辦理教師增能活動。
2.師資培育大學落實地方教育輔導工作。",,1500,,,,1500
2001,114,(6)5120010501終身教育行政及督導,,,,,42500,,,,42500
2001,114,[1]推行家庭教育　03,114-114,私立大專校院,結合私立大專校院研發家庭教育活動方案及辦理家庭教育、新住民教育、社區性別平等教育活動。,,3500,,,,3500
2001,114,[2]推動高齡教育　04,114-114,私立大專校院,結合私立大專校院辦理高齡教育活動。,,38000,,,,38000
2001,114,[3]本國語言文字標準訂定與推廣　06,114-114,私立大專校院,補助私立大專校院辦理本國語言文字相關教育活動。,,1000,,,,1000
2001,114,(7)5120010701學生事務與特殊教育行政及督導,,,,154000,416798,47800,,4750,623348
2001,114,[1]學生事務行政及督導　01,114-114,私立學校,"
1.強化學生事務工作。
2.辦理大專校院學校法治及品德生命教育。
3.辦理大專社團服務志工。
4.辦理品德教育宣導。",,13710,,,,13710
2001,114,[2]性別平等教育　03,114-114,私立學校,推動性別平等教育工作。,,5708,,,,5708
2001,114,[3]校園安全維護與防制學生藥物濫用　04,114-114,私立學校,"
1.校園災害防護推展。
2.辦理學生藥物濫用防制工作。",,19032,,,200,19232
2001,114,[4]學生全民國防教育推展　05,114-114,私立學校,推動全民國防教育及全民防衛動員研習經費。,,7300,,,,7300
2001,114,[5]發展與改進大專校院特殊教育　06,114-114,私立學校,"
1.獎勵大專校院招收身心障礙學生。
2.輔導身心障礙學生課業學習及生活協助等。
3.強化對其輔導區內之大專校院之聯繫、諮詢、輔導及辦理特教知能研習等。
4.補助大專校院試辦轉銜輔導計畫。",154000,282607,47800,,4550,488957
2001,114,[6]推動學生輔導工作　07,114-114,私立學校,補助大專校院落實學生輔導工作、聘用專業輔導人員人力及推動身心健康方案及生命教育等。,,88441,,,,88441
2001,114,(8)5120010904資訊與科技教育行政及督導,,,,4096,59117,204332,,40503,308048
2001,114,[1]環境教育推廣活動計畫　01-1,114-114,私立大專校院,推動環境教育、永續發展之相關環境計畫及環境教育科技研究。,,,1826,,,1826
2001,114,[2]高級中等以上學校校園環安衛計畫　01-2,114-114,私立大專校院及私立高中職,高級中等以上學校校園永續及環安衛計畫。,,,2000,,3200,5200
2001,114,[3]數位學習推動於高級中等學校應用推廣工作　05-1,114-114,私立高級中等學校,補助私立高級中等學校辦理「推動中小學數位學習精進方案」相關計畫。,4096,3327,13541,,18863,39827
2001,114,[4]BYOD＆THSD實施計畫　05-2,114-114,私立學校,補助私立學校學生自帶學習載具或攜帶載具回家學習，延伸載具使用並培養學生自主學習能力。,,6000,,,,6000
2001,114,[5]雙語數位學伴計畫　05-3,114-114,私立學校,補助私立學校透過線上即時陪伴與學習，促進學童對於本土語及英語的學習動機和興趣。,,22500,,,,22500
2001,114,[6]教育大數據人才培育　05-4,114-114,私立大學,補助私立大學辦理教育大數據微課程。,,4290,,,650,4940
2001,114,[7]數位學伴計畫　06,114-114,私立學校,辦理網實整合多元伴學協助偏鄉學童資訊應用。,,23000,,,,23000
2001,114,[8]人文社科教育先導計畫　07-1,114-114,私立大專校院,推動人文社科教育先導計畫，數位人文跨域人才智慧領航計畫，強化人社領域師生應用數位智慧科技及量化分析技術，並融入人文關懷和批判思考，協助高教創新發展具人文社科系院特色之數位人文系列課群，培育師生跨域溝通與能體現人文社科價值之數位創新能力。,,,14840,,1000,15840
2001,114,[9]重點產業科技教育先導計畫　07-2,114-114,私立大專校院,補助大專校院成立教學資源中心或跨校聯盟，發展並開授重點領域及問題導向課（學）程、形塑人才培育社群、建立實作平臺及教學實驗室、推動產學交流、辦理創意應用專題競賽、參與國際競賽及交流活動、建構著重應用場域體驗、實作及做中學之人才培育模式。,,,100925,,10390,111315
2001,114,[10]人文及科技跨領域教育先導計畫　07-3,114-114,私立大專校院,補助大專校院導入大型線上開放課程經驗，發展數位學習多元模式，深耕跨域數位能力養成；並銜接十二年國民教育108課綱培育之素養導向新型態學習者，培養學生跨域、探索型自主學習之能力；另回應當代社會與經濟發展需求，鼓勵形塑工程教育核心能力養成創新模式，並強化人社領域院系與產業界合作鏈結，結合產業及社會實務與實際問題，推動跨校、跨域產學交流合作，辦理競賽及國際交流活動，培育具備產業職能、解決問題之跨域人才。,,,65200,,3400,68600
2001,114,[11]氣候變遷調適教育與永續校園計畫　08-1,114-114,私立大專校院及私立高中職,辦理氣候變遷教育推動計畫、建構智慧化氣候友善校園先導型計畫。,,,5000,,2500,7500
2001,114,[12]辦理愛樹教育及校園綠籬計畫　08-2,114-114,私立學校,透過徵件補助、委託專家學者到校輔導及辦理示範觀摩等活動，協助盤點校園圍牆不足樣態及綠籬改造方式、養護相關推動工作。包括教育訓練與宣導、舉辦成果發表會及說明會等活動，協助計畫申請作業、成果報告彙整等工作。,,,1000,,500,1500
2001,114,(9)5120010908國際及兩岸教育交流,,,,,299687,510,,1500,301697
2001,114,[1]在國內外辦理國際教育交流及參與國際會議活動　01-5,114-114,私立學校,"
1.機票費或生活費、印刷費等。
2.辦理會議及開設研習課程相關費用。",,3113,,,,3113
2001,114,[2]補助私校辦理華語文教育推廣作業　03-3,114-114,私立大學校院,教材研發、海外需求市場開拓設點等費用。,,118574,,,1500,120074
2001,114,[3]辦理國內學生海外實習活動　04,114-114,私立學校,辦理活動之講座鐘點費、旅運費及印刷費等。,,2000,,,,2000
2001,114,[4]辦理擴大招收國際學生，推動新南向政策相關事務　05,114-114,私立學校,補助設立境外臺灣教育中心、境外學生輔導人員支援體系、國際學生在臺學習、輔導及活動、國際生就業輔導專業化等相關經費。,,176000,,,,176000
2001,114,[5]辦理港澳及兩岸教育相關事務　06,114-114,私立學校,辦理兩岸（含港澳）學術會議、文教活動。,,,510,,,510
2001,114,4060對公保軍保退撫基金之補助及挹注,,,,13179215,,,,,13179215
2001,114,(1)7620012100學校教職員暨社教機構聘任人員退休撫卹給付,,,,13179215,,,,,13179215
2001,114,[1]年金改革節省退撫給付挹注公務人員退休撫卹基金經費　10,114-114,退撫基金,"
1.部屬機關（構）及學校公教人員年金改革節省退撫給付挹注公務人員退休撫卹基金經費。
2.依公立學校教職員退休資遣撫卹條例第98條規定撥補教育人員退休撫卹基金。",13179215,,,,,13179215
2001,114,2.對個人之捐助,,,,937187,3733617,28819390,,,33490194
2001,114,4050對學生之獎助,,,,,3691027,28454859,,,32145886
2001,114,(1)5120010201高等教育行政及督導,,,,,3233856,416500,,,3650356
2001,114,[1]學術審議著作審查、設置國家講座與學術獎及改善高教人才斷層　01,114-114,參與博士獎學金計畫之學生,大學針對博士培育之入學、就學及職涯發展提出整體培育計畫，並結合產學資源，本部提供定額補助及加碼補助。,,570000,,,,570000
2001,114,[2]推動及改進大學招生制度　02,114-114,低收入戶及中低收入戶考生,補助大學入學各項考試低收入戶及中低收入戶考生報名費。,,9500,,,,9500
2001,114,[3]強化人才培育及產學合作機制　03,114-114,補助藝術設計人才相關計畫之學生,補助學生獎助學金。,,128091,,,,128091
2001,114,[4]改善教學研究環境及提升高等教育行政服務品質　04,114-114,學生,"
1.獎助生危險活動等投保相關經費。 
2.補助大學校院校內學生住宿費用。",,2046800,,,,2046800
2001,114,[5]引導學校多元發展及提升教學品質　06,114-114,學生,"
1.獎助參與臺灣重點領域獎學金試辦計畫學生生活費、獎助金等。 
2.提供經濟不利學生輔導所需資源及經費。",,479465,,,,479465
2001,114,[6]拉近公私立學校學雜費差距專案減免　07,114-114,公立大學校院弱勢學生,拉近公私立大學學雜費差距及其配套措施方案：辦理大專校院弱勢學生助學計畫，補助公立大學校院弱勢學生助學金。,,,416500,,,416500
2001,114,(2)5120010202技術職業教育行政及督導,,,,,,1993747,,,1993747
2001,114,[1]補助低、中低收入戶統測報名費及產學攜手計畫等　01,114-114,高中職及公私立技專校院學生,補助低、中低收入戶統測報名費、產學攜手計畫及博士生獎助學金相關經費。,,,102300,,,102300
2001,114,[2]補助技專校院辦理大專校院學生校內宿舍補貼計畫　04,114-114,公私立技專校院學生,補助技專校院校內學生住宿費用。,,,950000,,,950000
2001,114,[3]協助技專校院學生展翅高飛計畫及協助經濟弱勢學生安心學習　05,114-114,公私立技專校院學生,協助技專校院五專學生獎助金及協助技專校院經濟弱勢學生生活獎助金。,,,644705,,,644705
2001,114,[4]拉近公私立學校學雜費差距專案減免　06,114-114,公立技專校院弱勢學生,拉近公私立大學學雜費差距及其配套措施方案：辦理大專校院弱勢學生助學計畫，補助公立技專校院弱勢學生助學金。,,,296742,,,296742
2001,114,(3)5120010204私立學校教學獎助,,,,,87233,22961115,,,23048348
2001,114,[1]私立大專校院學生團體保險　02,114-114,私立大專校院學生,私立大專校院學生團體保險費。,,66000,,,,66000
