id,time,會計年度,月份,會計分類,科目名稱,取得成本,以前年度累計折舊_長期投資評價,本年度資本資產成本變動_增加數,本年度資本資產成本變動_減少數,本年度累計折舊_長期投資評價變動數,期末帳面金額,備註
201,10901,109,01,2,13長期投資,0,0,0,0,0,0,"1.資本資產成本增加數0元＝屬預算執行增加數0元。
2.設備及投資預算執行數0元＝本年度預算執行數0元。                                                                                                                                                                     3.預算採購增加數0元＝設備及投資預算執行數0元。"
201,10901,109,01,2,140101土地,3769167687,0,0,0,0,3769167687,
201,10901,109,01,2,140201土地改良物,0,0,0,0,0,0,
201,10901,109,01,2,140401房屋建築及設備,82501204,-62371375,0,0,-101219,20028610,
201,10901,109,01,2,140501機械及設備,147943853,-113264022,0,0,-954890,33724941,
201,10901,109,01,2,140601交通及運輸設備,133930988,-106505338,0,76500,-479975,26869175,
201,10901,109,01,2,140701雜項設備,161444656,-137081205,0,125750,-519192,23718509,
201,10901,109,01,2,140801租賃資產,0,0,0,0,0,0,
201,10901,109,01,2,140901租賃權益改良,0,0,0,0,0,0,
201,10901,109,01,2,141001收藏品及傳承資產,3768088072,0,0,0,0,3768088072,
201,10901,109,01,2,141101購建中固定資產,0,0,0,0,0,0,
201,10901,109,01,2,150101遞耗資產,0,0,0,0,0,0,
201,10901,109,01,2,160101權利,20782,0,0,306,0,20476,
201,10901,109,01,2,160102電腦軟體,47817070,0,0,1419722,0,46397348,
201,10901,109,01,2,160104發展中之無形資產,0,0,0,0,0,0,
201,10901,109,01,2,160199其他無形資產,0,0,0,0,0,0,
201,10902,109,02,2,13長期投資,0,0,0,0,0,0,"1.資本資產成本增加數547,550元＝屬預算執行增加數547,550元。
2.設備及投資預算執行數547,550元＝本年度預算執行數547,550元。                                                                                                             3.預算採購增加數547,550元＝設備及投資預算執行數547,550元。"
201,10902,109,02,2,140101土地,3769167687,0,0,0,0,3769167687,
201,10902,109,02,2,140201土地改良物,0,0,0,0,0,0,
201,10902,109,02,2,140401房屋建築及設備,82501204,-62371375,0,0,-202438,19927391,
201,10902,109,02,2,140501機械及設備,147943853,-113264022,221964,0,-1904834,32996961,
201,10902,109,02,2,140601交通及運輸設備,133930988,-106505338,65310,103500,-1008946,26378514,
201,10902,109,02,2,140701雜項設備,161444656,-137081205,161576,498046,-794854,23232127,
201,10902,109,02,2,140801租賃資產,0,0,0,0,0,0,
201,10902,109,02,2,140901租賃權益改良,0,0,0,0,0,0,
201,10902,109,02,2,141001收藏品及傳承資產,3768088072,0,0,0,0,3768088072,
201,10902,109,02,2,141101購建中固定資產,0,0,0,0,0,0,
201,10902,109,02,2,150101遞耗資產,0,0,0,0,0,0,
201,10902,109,02,2,160101權利,20782,0,0,612,0,20170,
201,10902,109,02,2,160102電腦軟體,47817070,0,98700,2811146,0,45104624,
201,10902,109,02,2,160104發展中之無形資產,0,0,0,0,0,0,
201,10902,109,02,2,160199其他無形資產,0,0,0,0,0,0,
201,10902,109,02,2,189901什項資產,0,0,0,0,0,0,
201,10903,109,03,2,13長期投資,0,0,0,0,0,0,"1.資本資產成本增加數1,019,855元＝屬預算執行增加數1,019,855元。
2.設備及投資預算執行數1,019,855元＝本年度預算執行數1,019,855元。
3.預算採購增加數1,019,855元＝設備及投資預算執行數1,019,855元。"
201,10903,109,03,2,140101土地,3769167687,0,0,0,0,3769167687,
201,10903,109,03,2,140201土地改良物,0,0,0,0,0,0,
201,10903,109,03,2,140401房屋建築及設備,82501204,-62371375,0,0,-303657,19826172,
201,10903,109,03,2,140501機械及設備,147943853,-113264022,391848,101460,-2751425,32218794,
201,10903,109,03,2,140601交通及運輸設備,133930988,-106505338,77493,142992,-1526349,25833802,
201,10903,109,03,2,140701雜項設備,161444656,-137081205,411319,841811,-1098597,22834362,
201,10903,109,03,2,140801租賃資產,0,0,0,0,0,0,
201,10903,109,03,2,140901租賃權益改良,0,0,0,0,0,0,
201,10903,109,03,2,141001收藏品及傳承資產,3768088072,0,0,0,0,3768088072,
201,10903,109,03,2,141101購建中固定資產,0,0,0,0,0,0,
201,10903,109,03,2,150101遞耗資產,0,0,0,0,0,0,
201,10903,109,03,2,160101權利,20782,0,0,918,0,19864,
201,10903,109,03,2,160102電腦軟體,47817070,0,139195,4210719,0,43745546,
201,10903,109,03,2,160104發展中之無形資產,0,0,0,0,0,0,
201,10903,109,03,2,160199其他無形資產,0,0,0,0,0,0,
201,10903,109,03,2,189901什項資產,0,0,0,0,0,0,
201,10904,109,04,2,13長期投資,0,0,0,0,0,0,"1.資本資產成本增加數1,286,740元＝屬預算執行增加數1,286,740元。
2.設備及投資預算執行數1,286,740元＝本年度預算執行數1,286,740元。
3.預算採購增加數1,286,740元＝設備及投資預算執行數1,286,740元。"
201,10904,109,04,2,140101土地,3769167687,0,0,0,0,3769167687,
201,10904,109,04,2,140201土地改良物,0,0,0,0,0,0,
201,10904,109,04,2,140401房屋建築及設備,82501204,-62371375,0,0,-404876,19724953,
201,10904,109,04,2,140501機械及設備,147943853,-113264022,627233,101460,-3699929,31505675,
201,10904,109,04,2,140601交通及運輸設備,133930988,-106505338,77493,169992,-2056020,25277131,
201,10904,109,04,2,140701雜項設備,161444656,-137081205,442819,865511,-1721908,22218851,
201,10904,109,04,2,140801租賃資產,0,0,0,0,0,0,
201,10904,109,04,2,140901租賃權益改良,0,0,0,0,0,0,
201,10904,109,04,2,141001收藏品及傳承資產,3768088072,0,0,0,0,3768088072,
201,10904,109,04,2,141101購建中固定資產,0,0,0,0,0,0,
201,10904,109,04,2,150101遞耗資產,0,0,0,0,0,0,
201,10904,109,04,2,160101權利,20782,0,0,1224,0,19558,
201,10904,109,04,2,160102電腦軟體,47817070,0,139195,5601703,0,42354562,
201,10904,109,04,2,160104發展中之無形資產,0,0,0,0,0,0,
201,10904,109,04,2,160199其他無形資產,0,0,0,0,0,0,
201,10904,109,04,2,189901什項資產,0,0,0,0,0,0,
201,10905,109,05,2,13長期投資,0,0,0,0,0,0,"1.資本資產成本增加數11,753,287元＝設備及投資預算執行數11,753,287元。2.因「總統府府後博愛路側安全防護設施建置工程」已支付9,244,917元，惟財管單位俟該案監造技術服務款支付後始登載財產，故本表「房屋建築及設備」帳面金額較財產增減結存表增加9,244,917元。另本表「機械及設備」、「交通及運輸設備」及「雜項設備」帳面金額較財產增減結存表分別減少136,500、25,000及20,650元，係採購防火牆等136,500元、行動電話25,000元及冰箱20,650元，管理單位於5月份登財產帳，惟未及於5月份完成付款，致減少共計182,150元。"
201,10905,109,05,2,140101土地,3769167687,0,0,0,0,3769167687,
201,10905,109,05,2,140201土地改良物,0,0,0,0,0,0,
201,10905,109,05,2,140401房屋建築及設備,82501204,-62371375,9244917,0,-506095,28868651,
201,10905,109,05,2,140501機械及設備,147943853,-113264022,1410928,3256658,-1534287,31299814,
201,10905,109,05,2,140601交通及運輸設備,133930988,-106505338,165168,686892,-2100358,24803568,
201,10905,109,05,2,140701雜項設備,161444656,-137081205,793079,865511,-2366138,21924881,
201,10905,109,05,2,140801租賃資產,0,0,0,0,0,0,
201,10905,109,05,2,140901租賃權益改良,0,0,0,0,0,0,
201,10905,109,05,2,141001收藏品及傳承資產,3768088072,0,0,0,0,3768088072,
201,10905,109,05,2,141101購建中固定資產,0,0,0,0,0,0,
201,10905,109,05,2,150101遞耗資產,0,0,0,0,0,0,
201,10905,109,05,2,160101權利,20782,0,0,1530,0,19252,
201,10905,109,05,2,160102電腦軟體,47817070,0,139195,6992694,0,40963571,
201,10905,109,05,2,160104發展中之無形資產,0,0,0,0,0,0,
201,10905,109,05,2,160199其他無形資產,0,0,0,0,0,0,
201,10905,109,05,2,189901什項資產,0,0,0,0,0,0,
201,10906,109,06,2,13長期投資,0,0,0,0,0,0,"1.預算採購增加數12,449,378＝設備及投資預算執行數12,449,378元。2.因「總統府府後博愛路側安全防護設施建置工程案」依合約已先行支付9,244,917元，惟財管單位俟該案委託規劃設計監造技術服務款支付後始登載財產，故本表「房屋建築及設備」帳面金額較財產增減結存表金額增加9,244,917元。另本表「雜項設備」帳面金額較財產增減結存表金額減少62,300元，係採購咖啡機1台24,500元及跑步機1台37,800元，管理單位於6月份登財產帳，惟未及於6月份完成付款，致減少共計62,300元。以上增減數互抵後，致實際增加9,182,617元。"
201,10906,109,06,2,140101土地,3769167687,0,0,0,0,3769167687,
201,10906,109,06,2,140201土地改良物,0,0,0,0,0,0,
201,10906,109,06,2,140401房屋建築及設備,82501204,-62371375,9244917,0,-607314,28767432,
201,10906,109,06,2,140501機械及設備,147943853,-113264022,1668288,3287108,-2455493,30605518,
201,10906,109,06,2,140601交通及運輸設備,133930988,-106505338,202351,686892,-2656425,24284684,
201,10906,109,06,2,140701雜項設備,161444656,-137081205,1194627,1271417,-2612213,21674448,
201,10906,109,06,2,140801租賃資產,0,0,0,0,0,0,
201,10906,109,06,2,140901租賃權益改良,0,0,0,0,0,0,
201,10906,109,06,2,141001收藏品及傳承資產,3768088072,0,0,0,0,3768088072,
201,10906,109,06,2,141101購建中固定資產,0,0,0,0,0,0,
201,10906,109,06,2,150101遞耗資產,0,0,0,0,0,0,
201,10906,109,06,2,160101權利,20782,0,0,1836,0,18946,
201,10906,109,06,2,160102電腦軟體,47817070,0,139195,8345759,0,39610506,
201,10906,109,06,2,160104發展中之無形資產,0,0,0,0,0,0,
201,10906,109,06,2,160199其他無形資產,0,0,0,0,0,0,
201,10906,109,06,2,189901什項資產,0,0,0,0,0,0,
201,10907,109,07,2,13長期投資,0,0,0,0,0,0,"1.資本資產成本增加數23,130,081元＝屬預算執行增加數23,130,081元。
2.設備及投資預算執行數22,910,081元＝本年度預算執行數13,665,164元+以前年度預算執行數9,244,917元。 3.預算採購增加數23,130,081元，較設備及投資預算執行數22,910,081元，增加220,000元，係空調主機變頻器220,000元，管理單位已登財產，惟以維修費列帳，致增加220,000元。"
201,10907,109,07,2,140101土地,3769167687,0,0,0,0,3769167687,
201,10907,109,07,2,140201土地改良物,0,0,0,0,0,0,
201,10907,109,07,2,140401房屋建築及設備,82501204,-62371375,9244917,0,-708533,28666213,
201,10907,109,07,2,140501機械及設備,147943853,-113264022,10120424,14482528,7682712,38000439,
201,10907,109,07,2,140601交通及運輸設備,133930988,-106505338,495051,11359442,7343905,23905164,
201,10907,109,07,2,140701雜項設備,161444656,-137081205,2958494,1768891,-2772945,22780109,
201,10907,109,07,2,140801租賃資產,0,0,0,0,0,0,
201,10907,109,07,2,140901租賃權益改良,0,0,0,0,0,0,
201,10907,109,07,2,141001收藏品及傳承資產,3768088072,0,0,0,0,3768088072,
201,10907,109,07,2,141101購建中固定資產,0,0,0,0,0,0,
201,10907,109,07,2,150101遞耗資產,0,0,0,0,0,0,
201,10907,109,07,2,160101權利,20782,0,0,2142,0,18640,
201,10907,109,07,2,160102電腦軟體,47817070,0,311195,9698572,0,38429693,
201,10907,109,07,2,160104發展中之無形資產,0,0,0,0,0,0,
201,10907,109,07,2,160199其他無形資產,0,0,0,0,0,0,
201,10907,109,07,2,189901什項資產,0,0,0,0,0,0,
201,10908,109,08,2,13長期投資,0,0,0,0,0,0,"1.資本資產成本增加數24,578,030元＝屬預算執行增加數24,578,030元。
2.設備及投資預算執行數24,358,030元＝本年度預算執行數15,113,113元+以前年度預算執行數9,244,917元。 3.預算採購增加數24,578,030元較設備及投資預算執行數24,358,030元，增加220,000元，係空調主機變頻器220,000元，管理單位已登財產，惟以維修費列帳，致增加220,000元。"
201,10908,109,08,2,140101土地,3769167687,0,0,0,0,3769167687,
201,10908,109,08,2,140201土地改良物,0,0,0,0,0,0,
201,10908,109,08,2,140401房屋建築及設備,82501204,-62371375,9244917,0,-809752,28564994,
201,10908,109,08,2,140501機械及設備,147943853,-113264022,11021682,14482528,6566824,37785809,
201,10908,109,08,2,140601交通及運輸設備,133930988,-106505338,547551,11359442,6798485,23412244,
201,10908,109,08,2,140701雜項設備,161444656,-137081205,3452685,1799891,-3414417,22601828,
201,10908,109,08,2,140801租賃資產,0,0,0,0,0,0,
201,10908,109,08,2,140901租賃權益改良,0,0,0,0,0,0,
201,10908,109,08,2,141001收藏品及傳承資產,3768088072,0,0,0,0,3768088072,
201,10908,109,08,2,141101購建中固定資產,0,0,0,0,0,0,
201,10908,109,08,2,150101遞耗資產,0,0,0,0,0,0,
201,10908,109,08,2,160101權利,20782,0,0,2448,0,18334,
201,10908,109,08,2,160102電腦軟體,47817070,0,311195,11051427,0,37076838,
201,10908,109,08,2,160104發展中之無形資產,0,0,0,0,0,0,
201,10908,109,08,2,160199其他無形資產,0,0,0,0,0,0,
201,10908,109,08,2,189901什項資產,0,0,0,0,0,0,
201,10909,109,09,2,13長期投資,0,0,0,0,0,0,"1.資本資產成本增加數26,433,865元＝屬預算執行增加數26,433,865元。2.設備及投資預算執行數26,213,865元＝本年度預算執行數16,968,948元+以前年度預算執行數9,244,917元。3.預算採購增加數26,433,865元，較設備及投資預算執行數26,213,865元，增加220,000元，係空調系統更新主機變頻器增值計220,000元，管理單位已登財產增值，惟以業務費(維修)列帳，致增加220,000元。"
201,10909,109,09,2,140101土地,3769167687,0,0,0,0,3769167687,
201,10909,109,09,2,140201土地改良物,0,0,0,0,0,0,
201,10909,109,09,2,140401房屋建築及設備,82501204,-62371375,9244917,0,-910971,28463775,
201,10909,109,09,2,140501機械及設備,147943853,-113264022,12703566,14741528,5699660,38341529,
201,10909,109,09,2,140601交通及運輸設備,133930988,-106505338,547551,11504142,6394874,22863933,
201,10909,109,09,2,140701雜項設備,161444656,-137081205,3626636,2239652,-3655292,22095143,
201,10909,109,09,2,140801租賃資產,0,0,0,0,0,0,
201,10909,109,09,2,140901租賃權益改良,0,0,0,0,0,0,
201,10909,109,09,2,141001收藏品及傳承資產,3768088072,0,0,0,0,3768088072,
201,10909,109,09,2,141101購建中固定資產,0,0,0,0,0,0,
201,10909,109,09,2,150101遞耗資產,0,0,0,0,0,0,
201,10909,109,09,2,160101權利,20782,0,0,2754,0,18028,
201,10909,109,09,2,160102電腦軟體,47817070,0,311195,11676457,0,36451808,
201,10909,109,09,2,160104發展中之無形資產,0,0,0,0,0,0,
201,10909,109,09,2,160199其他無形資產,0,0,0,0,0,0,
201,10909,109,09,2,189901什項資產,0,0,0,0,0,0,
201,10910,109,10,2,13長期投資,0,0,0,0,0,0,"1.資本資產成本增加數34,811,247元＝屬預算執行增加數34,811,247元。2.設備及投資預算執行數34,591,247元＝本年度預算執行數25,341,591元+以前年度預算執行數9,249,656元。3.預算採購增加數34,811,247元，較設備及投資預算執行數34,591,247元，增加220,000元，係空調系統更新主機變頻器增值計220,000元，管理單位已登財產增值，惟以業務費(維修)列帳，致增加220,000元。"
201,10910,109,10,2,140101土地,3769167687,0,0,0,0,3769167687,
201,10910,109,10,2,140201土地改良物,0,0,0,0,0,0,
201,10910,109,10,2,140401房屋建築及設備,82501204,-62371375,9249656,0,-1012190,28367295,
201,10910,109,10,2,140501機械及設備,147943853,-113264022,12703566,15072691,4888133,37198839,
201,10910,109,10,2,140601交通及運輸設備,133930988,-106505338,559171,14686360,8998208,22296669,
201,10910,109,10,2,140701雜項設備,161444656,-137081205,3806639,7244065,622124,21548149,
201,10910,109,10,2,140801租賃資產,0,0,0,0,0,0,
201,10910,109,10,2,140901租賃權益改良,0,0,0,0,0,0,
201,10910,109,10,2,141001收藏品及傳承資產,3768088072,0,0,0,0,3768088072,
201,10910,109,10,2,141101購建中固定資產,0,0,0,0,0,0,
201,10910,109,10,2,150101遞耗資產,0,0,0,0,0,0,
201,10910,109,10,2,160101權利,20782,0,0,3060,0,17722,
201,10910,109,10,2,160102電腦軟體,47817070,0,8492215,12326244,0,43983041,
201,10910,109,10,2,160104發展中之無形資產,0,0,0,0,0,0,
201,10910,109,10,2,160199其他無形資產,0,0,0,0,0,0,
201,10910,109,10,2,189901什項資產,0,0,0,0,0,0,
201,10911,109,11,2,13長期投資,0,0,0,0,0,0,"1.資本資產成本增加數36,246,564元＝屬預算執行增加數36,246,564元。2.設備及投資預算執行數36,026,564元＝本年度預算執行數26,776,908元+以前年度預算執行數9,249,656元。3.預算採購增加數36,246,564元，較設備及投資預算執行數36,026,564元，增加220,000元，係空調系統更新主機變頻器增值計220,000元，管理單位已登財產增值，惟以業務費(維修)列帳，致增加220,000元。"
201,10911,109,11,2,140101土地,3769167687,0,0,0,0,3769167687,
201,10911,109,11,2,140201土地改良物,0,0,0,0,0,0,
201,10911,109,11,2,140401房屋建築及設備,82501204,-62371375,9249656,0,-1113409,28266076,
201,10911,109,11,2,140501機械及設備,147943853,-113264022,13174882,15072691,3750868,36532890,
201,10911,109,11,2,140601交通及運輸設備,133930988,-106505338,559171,14702120,8483303,21766004,
201,10911,109,11,2,140701雜項設備,161444656,-137081205,3885640,9860504,2532656,20921243,
201,10911,109,11,2,140801租賃資產,0,0,0,0,0,0,
201,10911,109,11,2,140901租賃權益改良,0,0,0,0,0,0,
201,10911,109,11,2,141001收藏品及傳承資產,3768088072,0,0,0,0,3768088072,
201,10911,109,11,2,141101購建中固定資產,0,0,0,0,0,0,
201,10911,109,11,2,150101遞耗資產,0,0,0,0,0,0,
201,10911,109,11,2,160101權利,20782,0,0,3366,0,17416,
201,10911,109,11,2,160102電腦軟體,47817070,0,9377215,13441237,0,43753048,
201,10911,109,11,2,160104發展中之無形資產,0,0,0,0,0,0,
201,10911,109,11,2,160199其他無形資產,0,0,0,0,0,0,
201,10911,109,11,2,189901什項資產,0,0,0,0,0,0,
201,10912,109,12,2,13長期投資,0,0,0,0,0,0,"1.資本資產成本增加數59,888,971元＝屬預算執行增加數59,458,954元+上(108)年度「總統府府後博愛路側安全防護設施建置工程案」依合約已先行支付規劃設計費用，依財產規制於本年完工後調整增加數430,017元。2.設備及投資預算執行數56,842,109元＝本年度預算執行數47,592,453元+以前年度預算執行數9,249,656元。
3.預算採購增加數59,458,954元，較預算執行數56,842,109元增加2,616,845元，係採購資安軟體1套等合計2,616,845元，管理單位已登財產，惟以業務費列帳，致增加2,616,845元。"
201,10912,109,12,2,140101土地,3769167687,0,0,125649204,0,3643518483,
201,10912,109,12,2,140201土地改良物,0,0,0,0,0,0,
201,10912,109,12,2,140401房屋建築及設備,82501204,-62371375,0,0,-1214628,18915201,
201,10912,109,12,2,140501機械及設備,147943853,-113264022,15955289,15072691,2608817,38171246,
201,10912,109,12,2,140601交通及運輸設備,133930988,-106505338,8913467,14718059,7944745,29565803,
201,10912,109,12,2,140701雜項設備,161444656,-137081205,5945670,10126086,2101697,22284732,
201,10912,109,12,2,140801租賃資產,0,0,0,0,0,0,
201,10912,109,12,2,140901租賃權益改良,0,0,0,0,0,0,
201,10912,109,12,2,141001收藏品及傳承資產,3768088072,0,9679673,46806900,0,3730960845,
201,10912,109,12,2,141101購建中固定資產,0,0,0,0,0,0,
201,10912,109,12,2,150101遞耗資產,0,0,0,0,0,0,
201,10912,109,12,2,160101權利,20782,0,0,3672,0,17110,
201,10912,109,12,2,160102電腦軟體,47817070,0,19394872,14550337,0,52661605,
201,10912,109,12,2,160104發展中之無形資產,0,0,0,0,0,0,
201,10912,109,12,2,160199其他無形資產,0,0,0,0,0,0,
201,10912,109,12,2,189901什項資產,0,0,0,0,0,0,
201,11001,110,01,2,13長期投資,0,0,0,0,0,0,"1.資本資產成本增加數61,100元＝屬預算執行增加數61,100元。
2.設備及投資預算執行數61,100元＝本年度預算執行數61,100元。
3.預算採購增加數61,100元＝設備及投資預算執行數61,100元。"
201,11001,110,01,2,140101土地,3643518483,0,0,0,0,3643518483,
201,11001,110,01,2,140201土地改良物,0,0,0,0,0,0,
201,11001,110,01,2,140401房屋建築及設備,82501204,-63586003,0,0,-101219,18813982,
201,11001,110,01,2,140501機械及設備,148826451,-110655205,0,0,-1088087,37083159,
201,11001,110,01,2,140601交通及運輸設備,128126396,-98560593,0,103096,-537404,28925303,
201,11001,110,01,2,140701雜項設備,157264240,-134979508,61100,121446,-533320,21691066,
201,11001,110,01,2,140801租賃資產,0,0,0,0,0,0,
201,11001,110,01,2,140901租賃權益改良,0,0,0,0,0,0,
201,11001,110,01,2,141001收藏品及傳承資產,3730960845,0,0,0,0,3730960845,
201,11001,110,01,2,141101購建中固定資產,0,0,0,0,0,0,
201,11001,110,01,2,150101遞耗資產,0,0,0,0,0,0,
201,11001,110,01,2,160101權利,17110,0,0,306,0,16804,
201,11001,110,01,2,160102電腦軟體,52661605,0,0,1254149,0,51407456,
201,11001,110,01,2,160104發展中之無形資產,0,0,0,0,0,0,
201,11001,110,01,2,160199其他無形資產,0,0,0,0,0,0,
201,11001,110,01,2,189901什項資產,0,0,0,0,0,0,
201,11002,110,02,2,13長期投資,0,0,0,0,0,0,"1.資本資產成本增加數220,738元＝屬預算執行增加數220,738元。
2.設備及投資預算執行數220,738元＝本年度預算執行數220,738元。
3.預算採購增加數220,738元＝設備及投資預算執行數220,738元。"
201,11002,110,02,2,140101土地,3643518483,0,0,9644849,0,3633873634,
201,11002,110,02,2,140201土地改良物,0,0,0,0,0,0,
201,11002,110,02,2,140401房屋建築及設備,82501204,-63586003,0,6895008,5442902,17463095,
201,11002,110,02,2,140501機械及設備,148826451,-110655205,62563,6036028,3800249,35998030,
201,11002,110,02,2,140601交通及運輸設備,128126396,-98560593,0,103096,-1176873,28285834,
201,11002,110,02,2,140701雜項設備,157264240,-134979508,158175,499321,-775580,21168006,
201,11002,110,02,2,140801租賃資產,0,0,0,0,0,0,
201,11002,110,02,2,140901租賃權益改良,0,0,0,0,0,0,
201,11002,110,02,2,141001收藏品及傳承資產,3730960845,0,0,0,0,3730960845,
201,11002,110,02,2,141101購建中固定資產,0,0,0,0,0,0,
201,11002,110,02,2,150101遞耗資產,0,0,0,0,0,0,
201,11002,110,02,2,160101權利,17110,0,0,612,0,16498,
201,11002,110,02,2,160102電腦軟體,52661605,0,0,2508295,0,50153310,
201,11002,110,02,2,160104發展中之無形資產,0,0,0,0,0,0,
201,11002,110,02,2,160199其他無形資產,0,0,0,0,0,0,
201,11002,110,02,2,189901什項資產,0,0,0,0,0,0,
201,11003,110,03,2,13長期投資,0,0,0,0,0,0,"1.資本資產成本增加數558,617元＝屬預算執行增加數558,617元。
2.設備及投資預算執行數529,217元＝本年度預算執行數452,796元+以前年度預算執行數76,421元。
3.預算採購增加數558,617元較設備及投資預算執行數529,217元增加29,400元，係以前年度財產誤植為物品帳，依財產規制更正之調整增加數29,400元。"
201,11003,110,03,2,140101土地,3643518483,0,0,9644849,0,3633873634,
201,11003,110,03,2,140201土地改良物,0,0,0,0,0,0,
201,11003,110,03,2,140401房屋建築及設備,82501204,-63586003,0,6895008,5355903,17376096,
201,11003,110,03,2,140501機械及設備,148826451,-110655205,83563,8301095,4954184,34907898,
201,11003,110,03,2,140601交通及運輸設備,128126396,-98560593,13913,159796,-1760209,27659711,
201,11003,110,03,2,140701雜項設備,157264240,-134979508,461141,11741703,9707384,20711554,
201,11003,110,03,2,140801租賃資產,0,0,0,0,0,0,
201,11003,110,03,2,140901租賃權益改良,0,0,0,0,0,0,
201,11003,110,03,2,141001收藏品及傳承資產,3730960845,0,0,0,0,3730960845,
201,11003,110,03,2,141101購建中固定資產,0,0,0,0,0,0,
201,11003,110,03,2,150101遞耗資產,0,0,0,0,0,0,
201,11003,110,03,2,160101權利,17110,0,0,918,0,16192,
201,11003,110,03,2,160102電腦軟體,52661605,0,0,3754301,0,48907304,
201,11003,110,03,2,160104發展中之無形資產,0,0,0,0,0,0,
201,11003,110,03,2,160199其他無形資產,0,0,0,0,0,0,
201,11003,110,03,2,189901什項資產,0,0,0,0,0,0,
201,11004,110,04,2,13長期投資,0,0,0,0,0,0,"1.資本資產成本增加數5,553,079元＝屬預算執行增加數5,003,460元+其他依財產規制移入520,219元及以前年度財產誤植為物品帳，依財產規制更正之調整增加數29,400元。
2.設備及投資預算執行數5,003,460元＝本年度預算執行數4,927,039元+以前年度預算執行數76,421元。
3.預算採購增加數5,003,460元＝設備及投資預算執行數5,003,460元。"
201,11004,110,04,2,140101土地,3643518483,0,0,9644849,0,3633873634,
201,11004,110,04,2,140201土地改良物,0,0,0,0,0,0,
201,11004,110,04,2,140401房屋建築及設備,82501204,-63586003,0,6895008,5268904,17289097,
201,11004,110,04,2,140501機械及設備,148826451,-110655205,479863,8301095,3866018,34216032,
201,11004,110,04,2,140601交通及運輸設備,128126396,-98560593,3821427,178696,-2403070,30805464,
201,11004,110,04,2,140701雜項設備,157264240,-134979508,1251789,13083126,10331534,20784929,
201,11004,110,04,2,140801租賃資產,0,0,0,0,0,0,
201,11004,110,04,2,140901租賃權益改良,0,0,0,0,0,0,
201,11004,110,04,2,141001收藏品及傳承資產,3730960845,0,0,0,0,3730960845,
201,11004,110,04,2,141101購建中固定資產,0,0,0,0,0,0,
201,11004,110,04,2,150101遞耗資產,0,0,0,0,0,0,
201,11004,110,04,2,160101權利,17110,0,0,1224,0,15886,
201,11004,110,04,2,160102電腦軟體,52661605,0,0,5000307,0,47661298,
201,11004,110,04,2,160104發展中之無形資產,0,0,0,0,0,0,
201,11004,110,04,2,160199其他無形資產,0,0,0,0,0,0,
201,11004,110,04,2,189901什項資產,0,0,0,0,0,0,
201,11005,110,05,2,13長期投資,0,0,0,0,0,0,"1.資本資產成本增加數5,643,027元＝屬預算執行增加數5,093,408元+其他依財產規制移入520,219元，及以前年度財產誤植為物品帳，依財產規制更正之調整增加數29,400元。
2.設備及投資預算執行數5,093,408元＝本年度預算執行數5,016,987元+以前年度預算執行數76,421元。
3.預算採購增加數5,093,408元＝設備及投資預算執行數5,093,408元。"
201,11005,110,05,2,140101土地,3643518483,0,0,9644849,0,3633873634,
201,11005,110,05,2,140201土地改良物,0,0,0,0,0,0,
201,11005,110,05,2,140401房屋建築及設備,82501204,-63586003,0,6895008,5181905,17202098,
201,11005,110,05,2,140501機械及設備,148826451,-110655205,479863,8301095,2776603,33126617,
201,11005,110,05,2,140601交通及運輸設備,128126396,-98560593,3821427,3753569,465133,30098794,
201,11005,110,05,2,140701雜項設備,157264240,-134979508,1341737,13093682,9729493,20262280,
201,11005,110,05,2,140801租賃資產,0,0,0,0,0,0,
201,11005,110,05,2,140901租賃權益改良,0,0,0,0,0,0,
201,11005,110,05,2,141001收藏品及傳承資產,3730960845,0,0,0,0,3730960845,
201,11005,110,05,2,141101購建中固定資產,0,0,0,0,0,0,
201,11005,110,05,2,150101遞耗資產,0,0,0,0,0,0,
201,11005,110,05,2,160101權利,17110,0,0,1530,0,15580,
201,11005,110,05,2,160102電腦軟體,52661605,0,0,6246313,0,46415292,
201,11005,110,05,2,160104發展中之無形資產,0,0,0,0,0,0,
201,11005,110,05,2,160199其他無形資產,0,0,0,0,0,0,
201,11005,110,05,2,189901什項資產,0,0,0,0,0,0,
201,11006,110,06,2,13長期投資,0,0,0,0,0,0,"1.資本資產成本增加數9,205,335元＝屬預算執行增加數8,655,716元+其他依財產規制移入520,219元，及以前年度財產誤植為物品帳，依財產規制更正之調整增加數29,400元。
2.設備及投資預算執行數8,655,716元＝本年度預算執行數8,579,295元+以前年度預算執行數76,421元。
3.預算採購增加數8,655,716元＝設備及投資預算執行數8,655,716元。"
201,11006,110,06,2,140101土地,3643518483,0,0,9644849,0,3633873634,
201,11006,110,06,2,140201土地改良物,0,0,0,0,0,0,
201,11006,110,06,2,140401房屋建築及設備,82501204,-63586003,0,6895008,5094906,17115099,
201,11006,110,06,2,140501機械及設備,148826451,-110655205,620148,8301095,1685859,32176158,
201,11006,110,06,2,140601交通及運輸設備,128126396,-98560593,7162332,3866419,-132794,32728922,
201,11006,110,06,2,140701雜項設備,157264240,-134979508,1422855,13146578,9170881,19731890,
201,11006,110,06,2,140801租賃資產,0,0,0,0,0,0,
201,11006,110,06,2,140901租賃權益改良,0,0,0,0,0,0,
