id,time,bm_fiscalyear,bm_fundkind,bm_budgetkind,bm_specialbudgetno,bm_agenno,bm_agentype,bm_budgetstate,bm_abroadplan,bm_projtype,bm_projno,bm_abroadplanname,bm_visitsts,bm_visitexplain,bm_dispatchstaffs,bm_abroadsite1,bm_abroadsite2,bm_abroadsite3,bm_abroadperiod1,bm_abroadperiodto1,bm_abroadperiod2,bm_abroadperiodto2,bm_abroadperiod3,bm_abroadperiodto3,bm_abroadstaffs1,bm_abroadstaffs2,bm_abroadstaffs3,bm_abroadallowance1,bm_abroadallowance2,bm_abroadallowance3,bm_budgetno,bm_regionno,bm_country,bm_agency,bm_cont_text,bm_durationfrom,bm_durationto,bm_days,bm_persons,bm_amt_trans,bm_amt_life,bm_amt_public,bm_amt_books,bm_amt_flight,bm_versiondate
201,105,105,1,1,,02001,C,2,1,"1 ",01,察訪資安防護年會展覽、說明會及訪察創新資訊安全公司,0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,32020010100,3M,美國,"DEF CON 24。FireEye, Inc.  /At&amp;t,  Inc. ","美國 DEF 年會有多場先進資訊安全問題與防護方案說明會及專業產品展示極具參考價值。察訪 FireEye 或 At&amp;t 不斷提供資安創新技術之公司，可掌握未來資安防護之整體方向。",10507,10508,6,2,150000.00,96000.00,96000.00,0.00,0.00,
201,106,106,1,1,,02001,C,2,1,"1 ",01,日本歷史建物之管理、維護、再利用與開放民眾參觀等業務考察,0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,32020010100,94,日本,日本大阪市中央公會堂、京都府廳舊本館等歷史建物,本府建物為國家一級古蹟，係日據時期台灣總督府，建築風格屬後期文藝復興式，目前為總統、副總統辦公及接待訪賓之場所，並為國家中樞慶典集會及重要活動舉辦之場所。第三局職司本府建物管理、維護、再利用與開放民眾參觀業務，為善盡管理維護責任，發揮古蹟再利用之最大效益，爰計畫參訪日本大阪市中央公會堂、大阪造幣局、京都府廳舊本館等與本府建築風格相近之歷史建物，瞭解該國古蹟管理、維護、再利用與開放民眾參觀之制度與作法等，以作為業務改進與借鏡之參考。,10607,10612,5,3,120000.00,136000.00,86000.00,0.00,0.00,
201,106,106,1,1,,02001,C,2,1,"1 ",02,東南亞、南亞各國國家發展現況(分4次辦理),0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,32020010401,94,東南亞、南亞各國,學術單位、政府單位、經貿團體,藉實地訪問瞭解東南亞及南亞各國現階段產業現況和需求及我未來與東協各國可行合作方向。,10601,10612,36,2,189000.00,765000.00,86000.00,0.00,0.00,
201,106,106,1,1,,02001,C,2,1,"3 ",01,參加有關新南向政策交流研討會(分2次辦理),,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,32020010401,94,東南亞、南亞各國,,新南向政策有關台灣與東南亞國家及台灣與南亞國家合作計畫之討論。,10601,10612,18,3,121000.00,463000.00,39000.00,0.00,0.00,
201,107,107,1,1,,02001,C,2,1,"1 ",01,察訪並借鏡新加坡資安防護及訪察創新資訊安全公司,0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,32020010100,3M,新加坡,新加坡雲端應用部門及美國微軟亞太總部,參訪新加坡資訊通信發展管理局，觀摩雲端應用及資安防護業務，並參訪美國微軟亞太總部網路犯罪防護中心及Azure雲端資料中心，考察網路犯罪防範及雲端技術，並進行技術交流及研討。,10701,10712,6,3,60000.00,136000.00,136000.00,0.00,0.00,
201,108,108,1,1,,02001,C,2,1,"1 ",01,澳洲及南韓人權委員會運作情形,0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,32020010100,83,澳洲、南韓,澳洲人權委員會、南韓國家人權委員會、南韓國民權益委員會等政府機關，相關人權組織及知名智庫或學者專家。,為辦理「總統府人權諮詢委員會」幕僚業務，爰規劃實地瞭解澳洲及南韓人權委員會運作情形，以供參考。,10810,10810,11,3,255000.00,240000.00,67000.00,0.00,0.00,
201,109,109,1,1,,02001,C,2,1,"1 ",01,日本、德國榮典制度、檔案管理、資通安全管理及創新服務,0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,31020010100,94,日本、德國,1.日本內閣府賞勳局、國立公文書館等2.德國柏林檔案館及聯邦託管前東德國安部檔案局、聯邦資訊安全局等,&lt;#H1&gt;考察日本榮典勳賞制度、勳章綬帶製作，以為業務精進參考及為民服務創新作為。&lt;#H1&gt;考察檔案管理數位化及加值應用服務，作為檔案典藏、維護及應用等作為參考，加強為民服務創新作為。&lt;#H1&gt;考察觀摩德國資訊服務及資安管理設施及管理，作為強化本府資訊安全系統建置及維護借鏡。,10901,10912,7,3,387000.00,127000.00,20000.00,0.00,0.00,
201,110,110,1,1,,02001,C,2,1,"1 ",01,美國政府禮賓制度與開放參觀作業考察,0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,31020010100,94,美國,美國國務院禮賓處及其他政府機構,"考察美國禮賓制度及拜訪開放參觀之歷史建物管理部門，實地瞭解有關典禮籌辦、禮賓接待、總務、布置及開放參觀等作業規劃方式及程序，汲取相關業務推動現況與成效，作為業務精進之參考。
",11001,11012,8,3,249000.00,177000.00,81000.00,0.00,0.00,
201,111,111,1,1,,02001,C,2,1,"1 ",01,澳洲國家與原住民族的和解,0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,31020010100,83,澳洲,澳洲人權委員會、和解澳洲等機關、團體，相關原住民族組織及學者專家,規劃前往澳洲實地考察國家與原住民族的和解作為，以供辦理任務編組幕僚業務參考。,11110,11110,6,3,334000.00,113000.00,60000.00,0.00,0.00,
201,112,112,1,1,,02001,C,2,1,"1 ",01,最新雲端科技與資安技術應用,0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,31020010100,2M,美國,美國舊金山市或聖荷西市政府、雲端高科技公司或機構、資訊及資安知名學者專家等,為規劃建置網路雲端設備、提高資訊系統服務品質，以及降低資安風險，需進一步深入瞭解相關作法及應用，規劃前往美國舊金山灣區及矽谷進行實地考察，汲取實務經驗，作為規劃參考。,11201,11212,6,3,290000.00,177000.00,40000.00,0.00,0.00,
201,105,105,1,1,,02001,C,1,1,"1 ",01,察訪資安防護年會展覽、說明會及訪察創新資訊安全公司,0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,32020010100,3M,美國,"DEF CON 24。FireEye, Inc.  /At&amp;t,  Inc. ","美國 DEF 年會有多場先進資訊安全問題與防護方案說明會及專業產品展示極具參考價值。察訪 FireEye 或 At&amp;t 不斷提供資安創新技術之公司，可掌握未來資安防護之整體方向。",10507,10508,6,2,150000.00,96000.00,96000.00,0.00,0.00,
201,106,106,1,1,,02001,C,1,1,"1 ",01,日本歷史建物之管理、維護、再利用與開放民眾參觀等業務考察,0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,32020010100,94,日本,日本大阪市中央公會堂、京都府廳舊本館等歷史建物,本府建物為國家一級古蹟，係日據時期台灣總督府，建築風格屬後期文藝復興式，目前為總統、副總統辦公及接待訪賓之場所，並為國家中樞慶典集會及重要活動舉辦之場所。第三局職司本府建物管理、維護、再利用與開放民眾參觀業務，為善盡管理維護責任，發揮古蹟再利用之最大效益，爰計畫參訪日本大阪市中央公會堂、大阪造幣局、京都府廳舊本館等與本府建築風格相近之歷史建物，瞭解該國古蹟管理、維護、再利用與開放民眾參觀之制度與作法等，以作為業務改進與借鏡之參考。,10607,10612,5,3,120000.00,136000.00,86000.00,0.00,0.00,
201,106,106,1,1,,02001,C,1,1,"1 ",02,東南亞、南亞各國國家發展現況(分5次辦理),0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,32020010401,94,東南亞、南亞各國,學術單位、政府單位、經貿團體,藉實地訪問瞭解東南亞及南亞各國現階段產業現況和需求及我未來與東協各國可行合作方向。,10601,10612,45,3,189000.00,866000.00,91000.00,0.00,0.00,
201,106,106,1,1,,02001,C,1,1,"3 ",01,參加有關新南向政策交流研討會(分2次辦理),,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,32020010401,94,東南亞、南亞各國,,新南向政策有關台灣與東南亞國家及台灣與南亞國家合作計畫之討論。,10601,10612,18,3,121000.00,463000.00,39000.00,0.00,0.00,
201,107,107,1,1,,02001,C,1,1,"1 ",01,察訪並借鏡新加坡資安防護及訪察創新資訊安全公司,0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,32020010100,3M,新加坡,新加坡雲端應用部門及美國微軟亞太總部,參訪新加坡資訊通信發展管理局，觀摩雲端應用及資安防護業務，並參訪美國微軟亞太總部網路犯罪防護中心及Azure雲端資料中心，考察網路犯罪防範及雲端技術，並進行技術交流及研討。,10701,10712,6,3,60000.00,136000.00,136000.00,0.00,0.00,
201,107,107,1,1,,02001,C,1,1,"1 ",02,東南亞、南亞各國國家發展現況,0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,32020010401,94,東南亞、南亞各國,學術單位、政府單位、經貿團體,藉實地訪問瞭解東南亞及南亞各國現階段產業現況和需求及我未來與東協各國可行合作方向。,10701,10712,3,2,92000.00,50000.00,54000.00,0.00,0.00,
201,107,107,1,1,,02001,C,1,1,"3 ",01,參加有關新南向政策交流研討會,,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,32020010401,94,東南亞、南亞各國,,新南向政策有關台灣與東南亞國家及台灣與南亞國家合作計畫之討論。,10701,10712,3,2,92000.00,48000.00,54000.00,0.00,0.00,
201,108,108,1,1,,02001,C,1,1,"1 ",01,澳洲及南韓人權委員會運作情形,0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,32020010100,83,澳洲、南韓,澳洲人權委員會、南韓國家人權委員會、南韓國民權益委員會等政府機關，相關人權組織及知名智庫或學者專家。,為辦理「總統府人權諮詢委員會」幕僚業務，爰規劃實地瞭解澳洲及南韓人權委員會運作情形，以供參考。,10810,10810,11,3,280000.00,240000.00,72000.00,0.00,0.00,
201,109,109,1,1,,02001,C,1,1,"1 ",01,日本、德國榮典制度、檔案管理、資通安全管理及創新服務,0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,31020010100,94,日本、德國,1.日本內閣府賞勳局、國立公文書館等2.德國柏林檔案館及聯邦託管前東德國安部檔案局、聯邦資訊安全局等,&lt;#H1&gt;考察日本榮典勳賞制度、勳章綬帶製作，以為業務精進參考及為民服務創新作為。&lt;#H1&gt;考察檔案管理數位化及加值應用服務，作為檔案典藏、維護及應用等作為參考，加強為民服務創新作為。&lt;#H1&gt;考察觀摩德國資訊服務及資安管理設施及管理，作為強化本府資訊安全系統建置及維護借鏡。,10901,10912,7,3,415000.00,127000.00,20000.00,0.00,0.00,
201,110,110,1,1,,02001,C,1,1,"1 ",01,美國政府禮賓制度與開放參觀作業考察,0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,31020010100,94,美國,美國國務院禮賓處及其他政府機構,"考察美國禮賓制度及拜訪開放參觀之歷史建物管理部門，實地瞭解有關典禮籌辦、禮賓接待、總務、布置及開放參觀等作業規劃方式及程序，汲取相關業務推動現況與成效，作為業務精進之參考。
",11001,11012,8,3,249000.00,177000.00,108000.00,0.00,0.00,
201,111,111,1,1,,02001,C,1,1,"1 ",01,澳洲國家與原住民族的和解,0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,31020010100,83,澳洲,澳洲人權委員會、和解澳洲等機關、團體，相關原住民族組織及學者專家,規劃前往澳洲實地考察國家與原住民族的和解作為，以供辦理任務編組幕僚業務參考。,11110,11110,6,3,334000.00,113000.00,60000.00,0.00,0.00,
201,112,112,1,1,,02001,C,1,1,"1 ",01,最新雲端科技與資安技術應用,0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,31020010100,2M,美國,美國舊金山市或聖荷西市政府、雲端高科技公司或機構、資訊及資安知名學者專家等,為規劃建置網路雲端設備、提高資訊系統服務品質，以及降低資安風險，需進一步深入瞭解相關作法及應用，規劃前往美國舊金山灣區及矽谷進行實地考察，汲取實務經驗，作為規劃參考。,11201,11212,6,3,290000.00,177000.00,40000.00,0.00,0.00,
201,113,113,1,1,,02001,C,1,1,"1 ",01,日本歷史建物之管理、維護、再利用與開放參觀等業務考察,0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,31020010100,94,日本,京都文化博物館、京都府廳舊本館、大阪市中央公會堂、大阪造幣局（大阪造幣博物館）、東京火車站及東京國立博物館等歷史建物,本府為國定古蹟，亦為正副元首辦公及接待訪賓之場所，並為國家中樞慶典集會及重要活動舉辦之場域，建築屬後期文藝復興式風格，為落實文化資產保存責任，發揮古蹟永續及再利用之最大效益，爰規劃考察日本京都、大阪及東京地區與本府建築風格相近或竣工建成年代相當之歷史建物，參研該國文化資產管理維護暨開放參觀相關事項，以提供本府業務推動借鏡及參考。,11301,11312,7,5,171000.00,274000.00,62000.00,0.00,0.00,
240,105,105,1,1,,02040,C,2,1,11,601,科學教育推動計畫(20-3b),0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020401020,92,歐美亞澳等地,學術研究機構,參訪科學教育推動工作及蒐集相關資料,10501,10512,15,3,235000.00,145000.00,20000.00,0.00,0.00,
240,105,105,1,1,,02040,C,2,1,11,602,赴國外研究機構訪問及交流(20-81),1,2013.10至休士頓趙華院士實驗室技術交流,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020401020,15,歐美亞澳,學術機構,學術交流訪問,10501,10512,7,1,40000.00,40000.00,20000.00,0.00,0.00,
240,105,105,1,1,,02040,C,2,1,11,721,與國內大學培育國際研究生計畫(2314),0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020401023,11,亞太地區,科學院及知名大學,派員赴海外學術交流及招生宣傳,10501,10512,7,24,520000.00,610000.00,70000.00,0.00,0.00,
240,105,105,1,1,,02040,C,2,1,11,722,深耕計畫(2316),0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020401023,26,歐美亞地區,學術訪問,學術訪問,10501,10512,15,4,195000.00,50000.00,5000.00,0.00,0.00,
240,105,105,1,1,,02040,C,2,1,11,723,前瞻計畫(2317),0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020401023,15,歐美亞太地區,國外大學及研究單位,學術訪問及洽談合作事宜,10501,10512,30,10,200000.00,100000.00,0.00,0.00,0.00,
240,105,105,1,1,,02040,C,2,1,11,724,主題研究計畫(2330),0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020401023,16,歐美亞澳地區,相關學術研究機構,交流參訪及洽談合作事宜,10501,10512,8,12,350000.00,618000.00,32000.00,0.00,0.00,
240,105,105,1,1,,02040,C,2,1,11,7bc,奈米科學研究計畫(2391),0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020401023,16,歐美亞太地區,學術研究單位,學術研究訪問,10501,10512,4,5,90000.00,136000.00,0.00,0.00,0.00,
240,105,105,1,1,,02040,C,2,1,11,b01,歐美亞澳學術參訪,0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402010,11,歐美亞澳,歐美亞澳學術機構,學術訪問討論,10501,10512,10,15,675000.00,900000.00,125000.00,0.00,0.00,
240,105,105,1,1,,02040,C,2,1,11,h01,次毫米波陣列,1,考察訪問技術研發,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402010,11,美國,史密松天文台,合作訪問技術研發,10501,10512,20,4,400000.00,300000.00,0.00,0.00,0.00,
240,105,105,1,1,,02040,C,2,1,11,h02,夏威夷天文台,1,望遠鏡維護,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402010,22,美國,夏威夷各天文台,望遠鏡維護，考察，技術研發,10501,10512,20,11,280000.00,380000.00,0.00,0.00,0.00,
240,105,105,1,1,,02040,C,2,1,11,h03,ALMA計畫,1,考察訪問,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402010,11,日本,日本國家天文台,考察訪問,10501,10512,5,3,60000.00,60000.00,0.00,0.00,0.00,
240,105,105,1,1,,02040,C,2,1,11,h04,ALMA計畫,1,考察訪問技術研發,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402010,22,歐美,美國國家天文台、德義合作單位,考察訪問技術研發,10501,10512,7,2,140000.00,80000.00,0.00,0.00,0.00,
240,105,105,1,1,,02040,C,2,1,11,h05,ALMA計畫,1,技術研發、運轉討論,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402010,22,智利,ALMA總部,技術研發、運轉討論,10501,10512,7,2,220000.00,160000.00,0.00,0.00,0.00,
240,105,105,1,1,,02040,C,2,1,11,h06,TAOSII計畫,1,考察訪問技術研發,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402010,22,歐美,史密松天文台、賓州大學、墨西哥聖白祿天文台,考察訪問技術研發,10501,10512,15,5,350000.00,350000.00,0.00,0.00,0.00,
240,105,105,1,1,,02040,C,2,1,11,h07,HSC相機計畫,1,考察訪問技術研發,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402010,22,歐美,Subaru、Caltech,考察訪問技術研發,10501,10512,10,10,700000.00,462000.00,0.00,0.00,0.00,
240,105,105,1,1,,02040,C,2,1,11,h08,格陵蘭計畫,1,技術研發,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402010,11,歐美,格林蘭極地天文台、夏威夷相關天文台,技術研發,10501,10512,15,5,400000.00,400000.00,0.00,0.00,0.00,
240,105,105,1,1,,02040,C,2,1,11,l1,生物化學相關單位交流訪問,0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402020,15,歐美亞洲,學術機構,學術交流及研究訪問,10501,10512,10,5,200000.00,250000.00,10000.00,0.00,0.00,
240,105,105,1,1,,02040,C,2,1,11,n1,分子生物學相關學術機構訪問,0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402020,15,美國,學術機構,學術訪問,10501,10512,6,1,40000.00,35000.00,5000.00,0.00,0.00,
240,105,105,1,1,,02040,C,2,1,11,o1,短期學術交流及訪問,0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402020,15,歐美亞澳非洲,學術研究機構,學術交流及研究訪問,10501,10512,4,2,170000.00,64000.00,10000.00,0.00,0.00,
240,105,105,1,1,,02040,C,2,1,11,p02,史學及考文研究之相關計畫,0,訪問研究,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402030,76,歐美亞等地,當地重點大學及學術機構,與法國遠東學院等單位之學者交換訪問協議學者交換研究、學術交流、訪問、洽談合作計畫及蒐集資料等,10501,10512,7,8,400000.00,560000.00,80000.00,0.00,0.00,
240,105,105,1,1,,02040,C,2,1,11,q07,文化史與族群記憶研究,0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402030,75,亞澳地區,當地學術機構,田野調查,10505,10512,15,5,85000.00,277000.00,9000.00,0.00,0.00,
240,105,105,1,1,,02040,C,2,1,11,q08,文化與心理介面的研究,0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402030,81,亞洲,當地學術機構,田野調查,10512,10512,15,1,24000.00,48000.00,1000.00,0.00,0.00,
240,105,105,1,1,,02040,C,2,1,11,q09,文化展演與詮譯研究,0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402030,75,亞洲,當地學術機構,田野調查,10503,10511,14,4,91000.00,200000.00,4000.00,0.00,0.00,
240,105,105,1,1,,02040,C,2,1,11,q10,民族學研究,0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402030,75,歐美澳亞地區,各知名大學,田野調查及研究訪問,10401,10412,10,2,43000.00,51000.00,0.00,0.00,0.00,
240,105,105,1,1,,02040,C,2,1,11,s02,各學門經濟問題學術研究及訪問,0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402030,85,歐美亞地區,各大學或學術研究機構,與專家學者學術研討,10501,10512,10,8,400000.00,680000.00,40000.00,0.00,0.00,
240,105,105,1,1,,02040,C,2,1,11,u02,人文及社會科學研究,1,張雯勤副研究員長期以來專注於泰緬地區雲南移民跨境活動研究，田野地廣及泰國(曼谷、清邁省、清萊省、眉宏算省)、緬甸(仰光、瓦城、腊戍、緬繆、當陽)一帶雲南移民聚居區域，研究課題包含跨境移民、軍事、商業活動、其離散意識與主體性。人類學研究即長時間於一地區持續作田野訪談及觀察，累積第一手資料，寫作學術論文。,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402030,91,歐美亞洲等,當地學術機構,田野調查,10501,10512,35,2,95000.00,400000.00,5000.00,0.00,0.00,
240,105,105,1,1,,02040,C,2,1,"8 ",101,短期學術交流及訪問,0,,6,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402010,13,歐美亞太地區,,學術交流,10501,10512,7,3,0.00,105000.00,0.00,0.00,120000.00,
240,105,105,1,1,,02040,C,2,1,"8 ",102,環境變遷學術交流訪問,0,,6,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402010,13,歐美亞太地區,,學術交流、儀器實驗學習,10501,10512,7,4,0.00,140000.00,0.00,0.00,148000.00,
240,105,105,1,1,,02040,C,2,1,"8 ",21,化學生物學相關研究,0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402020,15,美國,,高速篩選平台,10501,10512,14,1,0.00,120000.00,0.00,10000.00,12000.00,
240,105,105,1,1,,02040,C,2,1,"8 ",22,化學生物學相關研究,0,,2,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402020,15,日本,,蛋白質晶體繞射實驗,10501,10512,5,2,0.00,60000.00,0.00,6000.00,34000.00,
240,105,105,1,1,,02040,C,2,1,"8 ",31,陸域生物多樣性研究,0,,12,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402020,15,歐美亞非,,標本研閱及野外採集,10501,10512,8,8,0.00,273000.00,0.00,0.00,265000.00,
240,105,105,1,1,,02040,C,2,1,"8 ",34,海洋生物多樣性研究,0,,10,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402020,15,歐美亞澳,,採集調查,10501,10512,10,12,0.00,450000.00,0.00,0.00,280000.00,
240,105,105,1,1,,02040,C,2,1,"8 ",402,法律學研究,0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402030,84,歐亞美,,學術訪問及蒐集資料等,10501,10512,15,2,0.00,83000.00,0.00,9000.00,92000.00,
240,105,105,1,1,,02040,C,2,1,"8 ",501,科學運算及網格,,,11,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402010,3M,歐美亞,,研發DiCOS系統所需研究,10501,10512,90,3,0.00,129000.00,0.00,0.00,145000.00,
240,105,105,1,1,,02040,C,2,1,"8 ",601,與清大合辦學程﹙生物資訊、結構生物、中國研究、近世中國與多元文化、南島語言學程﹚(20-35),0,,29,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020401020,91,歐美亞大洋洲,,田野調查、研習及技術交流、參與研討會,10501,10512,7,4,0.00,100000.00,0.00,0.00,400000.00,
240,105,105,1,1,,02040,C,2,1,"8 ",731,主題統籌研究計畫(23XX),0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020401023,1L,歐美亞澳非,,學術交流及蒐集資料,10501,10512,10,20,0.00,900000.00,0.00,0.00,400000.00,
240,105,105,1,1,,02040,C,2,1,"8 ",736,博士後研究(2313),0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020401023,1L,歐美亞澳非等地區,,收集資料、移地研究、實驗等。,10501,10512,5,6,0.00,175000.00,0.00,0.00,189000.00,
240,105,105,1,1,,02040,C,2,1,"8 ",737,深耕計畫(2316),0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020401023,84,歐美,,學術交流及蒐集資料,10501,10512,30,25,0.00,787000.00,0.00,50000.00,1100000.00,
240,105,105,1,1,,02040,C,2,1,"8 ",738,前瞻計畫(2317),0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020401023,91,歐美亞太地區,,學術訪問及蒐集資料等,10501,10512,20,35,0.00,2650000.00,0.00,650000.00,1500000.00,
240,105,105,1,1,,02040,C,2,1,"8 ",739,永續研究計畫(232g),0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020401023,15,歐美亞洲,,學術研究,10501,10501,11,15,0.00,510000.00,0.00,0.00,490000.00,
240,105,105,1,1,,02040,C,2,1,"8 ",740,主題研究計畫(2330),0,,40,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020401023,16,歐美亞澳等地區,,研究交流,10501,10512,12,15,0.00,755000.00,0.00,0.00,245000.00,
240,105,105,1,1,,02040,C,2,1,"8 ",7bd,奈米科學研究計畫(2391),0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020401023,16,歐美亞太地區,,學術研究單位,10501,10512,7,12,0.00,320000.00,0.00,0.00,480000.00,
240,105,105,1,1,,02040,C,2,1,"8 ",7j2,國外研究進修(2372),0,,8,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020401023,15,歐美日澳洲等地,,研習研究相關技術與進行國際合作研究,10401,10412,15,4,0.00,170000.00,0.00,0.00,180000.00,
240,105,105,1,1,,02040,C,2,1,"8 ",7oc,與新藥研發相關研究之國際會議暨研討(2371),0,,3,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020401023,15,美國,,研究合作研習,10501,10512,90,1,0.00,80000.00,0.00,10000.00,10000.00,
240,105,105,1,1,,02040,C,2,1,"8 ",7w3,數位文化中心計畫(232i),,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020401023,74,歐美亞澳等地區,,查徵集典藏史料、參展推廣數位內容成果、洽談學術交流合作及授權相關事宜等,10501,10512,6,2,0.00,85000.00,0.00,0.00,65000.00,
240,105,105,1,1,,02040,C,2,1,"8 ",a01,各大學及學術機構,0,,0,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402010,10,歐美,,學術交流,10501,10512,14,8,0.00,400000.00,0.00,0.00,300000.00,
240,105,105,1,1,,02040,C,2,1,"8 ",a02,各大學及學術機構,0,,3,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402010,10,亞洲,,學術交流,10501,10512,14,8,0.00,100000.00,0.00,0.00,100000.00,
240,105,105,1,1,,02040,C,2,1,"8 ",b01,赴歐美亞澳研究機構參與實驗研究,0,,20,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402010,11,歐美亞澳,,赴研究機構實驗研究,10501,10512,8,18,0.00,1100000.00,0.00,0.00,116000.00,
240,105,105,1,1,,02040,C,2,1,"8 ",b02,高能物理實驗,0,,15,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402010,11,歐美亞澳,,執行高能物理實驗計畫。,10501,10512,180,8,0.00,1510000.00,0.00,0.00,160000.00,
240,105,105,1,1,,02040,C,2,1,"8 ",d01,赴國外研究機構短期研究從事野外採樣地質考察測量及設置測震站,0,,26,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402010,14,歐美亞太地區,,短期研究、實驗、收集資料、岩石採樣、地質考察、GPS衛星測量及設置測震站等,10501,10512,8,10,0.00,289000.00,0.00,29000.00,222000.00,
240,105,105,1,1,,02040,C,2,1,"8 ",e01,生物資訊,0,,4,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402010,3M,日本及美國,,生物資訊相關課程,10501,10512,15,1,0.00,40000.00,0.00,0.00,55000.00,
240,105,105,1,1,,02040,C,2,1,"8 ",e02,網路系統與服務,0,,9,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402010,3M,美國,,網路資訊相關課程,10501,10512,15,2,0.00,57000.00,0.00,0.00,78000.00,
240,105,105,1,1,,02040,C,2,1,"8 ",f01,數理統計研究,0,,6,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402010,10,歐美亞洲,,進行學術合作研究,10501,10512,8,9,0.00,210000.00,0.00,240000.00,50000.00,
240,105,105,1,1,,02040,C,2,1,"8 ",f02,數理生物,0,,2,,,,,,,,,,0,0,0,0.00,0.00,0.00,52020402010,10,歐美亞洲,,短期移地研究、進行學術合作,10501,10512,5,4,0.00,180000.00,0.00,40000.00,180000.00,
