id,time,會計年度,月份,款,項,目,節,預算科目編號,預算科目名稱,細目編號,細目名稱,以前年度轉入數,減免,本月實現數,截至本月止累計實現數,調整數,尚未執行數
240,11007,110,07,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11007,110,07,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11007,110,07,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11007,110,07,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11008,110,08,2,,,,0400000000-2,罰款及賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11008,110,08,,4,,,0402400000-0,中央研究院,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11008,110,08,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11008,110,08,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11008,110,08,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11008,110,08,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11009,110,09,2,,,,0400000000-2,罰款及賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11009,110,09,,4,,,0402400000-0,中央研究院,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11009,110,09,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11009,110,09,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11009,110,09,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11009,110,09,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11010,110,10,2,,,,0400000000-2,罰款及賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11010,110,10,,4,,,0402400000-0,中央研究院,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11010,110,10,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11010,110,10,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11010,110,10,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11010,110,10,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11011,110,11,2,,,,0400000000-2,罰款及賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11011,110,11,,4,,,0402400000-0,中央研究院,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11011,110,11,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11011,110,11,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11011,110,11,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11011,110,11,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11012,110,12,2,,,,0400000000-2,罰款及賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11012,110,12,,4,,,0402400000-0,中央研究院,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11012,110,12,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11012,110,12,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11012,110,12,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11012,110,12,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11101,111,01,2,,,,0400000000-2,罰款及賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11101,111,01,,4,,,0402400000-0,中央研究院,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11101,111,01,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11101,111,01,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11101,111,01,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11101,111,01,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11102,111,02,2,,,,0400000000-2,罰款及賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11102,111,02,,4,,,0402400000-0,中央研究院,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11102,111,02,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11102,111,02,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11102,111,02,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11102,111,02,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11103,111,03,2,,,,0400000000-2,罰款及賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11103,111,03,,4,,,0402400000-0,中央研究院,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11103,111,03,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11103,111,03,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11103,111,03,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11103,111,03,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11104,111,04,2,,,,0400000000-2,罰款及賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11104,111,04,,4,,,0402400000-0,中央研究院,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11104,111,04,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11104,111,04,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11104,111,04,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11104,111,04,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11105,111,05,2,,,,0400000000-2,罰款及賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11105,111,05,,4,,,0402400000-0,中央研究院,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11105,111,05,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11105,111,05,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11105,111,05,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11105,111,05,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11106,111,06,2,,,,0400000000-2,罰款及賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11106,111,06,,4,,,0402400000-0,中央研究院,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11106,111,06,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11106,111,06,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11106,111,06,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11106,111,06,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11107,111,07,2,,,,0400000000-2,罰款及賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11107,111,07,,4,,,0402400000-0,中央研究院,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11107,111,07,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11107,111,07,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11107,111,07,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11107,111,07,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11108,111,08,2,,,,0400000000-2,罰款及賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11108,111,08,,4,,,0402400000-0,中央研究院,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11108,111,08,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11108,111,08,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11108,111,08,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11108,111,08,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11109,111,09,2,,,,0400000000-2,罰款及賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11109,111,09,,4,,,0402400000-0,中央研究院,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11109,111,09,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11109,111,09,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11109,111,09,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11109,111,09,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11110,111,10,2,,,,0400000000-2,罰款及賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11110,111,10,,4,,,0402400000-0,中央研究院,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11110,111,10,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11110,111,10,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11110,111,10,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11110,111,10,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11111,111,11,2,,,,0400000000-2,罰款及賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11111,111,11,,4,,,0402400000-0,中央研究院,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11111,111,11,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11111,111,11,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11111,111,11,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11111,111,11,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11112,111,12,2,,,,0400000000-2,罰款及賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11112,111,12,,4,,,0402400000-0,中央研究院,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11112,111,12,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11112,111,12,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11112,111,12,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11112,111,12,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11201,112,01,2,,,,0400000000-2,罰款及賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11201,112,01,,4,,,0402400000-0,中央研究院,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11201,112,01,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11201,112,01,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11201,112,01,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11201,112,01,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11202,112,02,2,,,,0400000000-2,罰款及賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11202,112,02,,4,,,0402400000-0,中央研究院,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11202,112,02,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11202,112,02,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11202,112,02,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11202,112,02,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11203,112,03,2,,,,0400000000-2,罰款及賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11203,112,03,,4,,,0402400000-0,中央研究院,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11203,112,03,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11203,112,03,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11203,112,03,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11203,112,03,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11204,112,04,2,,,,0400000000-2,罰款及賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11204,112,04,,4,,,0402400000-0,中央研究院,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11204,112,04,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11204,112,04,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11204,112,04,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11204,112,04,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11205,112,05,2,,,,0400000000-2,罰款及賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11205,112,05,,4,,,0402400000-0,中央研究院,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11205,112,05,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11205,112,05,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11205,112,05,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11205,112,05,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11206,112,06,2,,,,0400000000-2,罰款及賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11206,112,06,,4,,,0402400000-0,中央研究院,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11206,112,06,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11206,112,06,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11206,112,06,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11206,112,06,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11207,112,07,2,,,,0400000000-2,罰款及賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11207,112,07,,4,,,0402400000-0,中央研究院,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11207,112,07,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11207,112,07,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11207,112,07,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11207,112,07,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11208,112,08,2,,,,0400000000-2,罰款及賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11208,112,08,,4,,,0402400000-0,中央研究院,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11208,112,08,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11208,112,08,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11208,112,08,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11208,112,08,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11209,112,09,2,,,,0400000000-2,罰款及賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11209,112,09,,4,,,0402400000-0,中央研究院,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11209,112,09,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11209,112,09,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11209,112,09,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11209,112,09,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11210,112,10,2,,,,0400000000-2,罰款及賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11210,112,10,,4,,,0402400000-0,中央研究院,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11210,112,10,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11210,112,10,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11210,112,10,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11210,112,10,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11211,112,11,2,,,,0400000000-2,罰款及賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11211,112,11,,4,,,0402400000-0,中央研究院,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11211,112,11,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11211,112,11,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11211,112,11,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11211,112,11,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11212,112,12,2,,,,0400000000-2,罰款及賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11212,112,12,,4,,,0402400000-0,中央研究院,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11212,112,12,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11212,112,12,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11212,112,12,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11212,112,12,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11301,113,01,2,,,,0400000000-2,罰款及賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11301,113,01,,4,,,0402400000-0,中央研究院,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11301,113,01,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11301,113,01,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11301,113,01,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11301,113,01,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11302,113,02,2,,,,0400000000-2,罰款及賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11302,113,02,,4,,,0402400000-0,中央研究院,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11302,113,02,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11302,113,02,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11302,113,02,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11302,113,02,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11303,113,03,2,,,,0400000000-2,罰款及賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11303,113,03,,4,,,0402400000-0,中央研究院,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11303,113,03,,,1,,0402400300-4,賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11303,113,03,,,,1,0402400301-7,一般賠償收入,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11303,113,03,,,,,,小計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
240,11303,113,03,,,,,,合計,,,"
1775179372
0
","
0
0
","
0
0
","
0
0
","
0
0
","
1775179372
0
"
