id,time,會計年度,月份,款,項,目,節,預算科目編號,預算科目名稱,細目編號,細目名稱,以前年度轉入數,減免,本月實現數,截至本月止累計實現數,調整數,尚未執行數
201,10501,105,1,07,,,,1100000000-2,其他收入,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10501,105,1,,01,,,1102010000-6,總統府,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10501,105,1,,,01,,1102010900-7,雜項收入,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10501,105,1,,,,01,1102010901-0,收回以前年度歲出,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10501,105,1,,,,,,　　　　　小　計,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10501,105,1,07,,,,1100000000-2,其他收入,,,"
139,378
0
","
0
0
","
0
0
","
0
0
","
0
0
","
139,378
0
"
201,10501,105,1,,01,,,1102010000-6,總統府,,,"
139,378
0
","
0
0
","
0
0
","
0
0
","
0
0
","
139,378
0
"
201,10501,105,1,,,01,,1102010900-7,雜項收入,,,"
139,378
0
","
0
0
","
0
0
","
0
0
","
0
0
","
139,378
0
"
201,10501,105,1,,,,01,1102010901-0,收回以前年度歲出,,,"
139,378
0
","
0
0
","
0
0
","
0
0
","
0
0
","
139,378
0
"
201,10501,105,1,,,,,,　　　　　小　計,,,"
139,378
0
","
0
0
","
0
0
","
0
0
","
0
0
","
139,378
0
"
201,10501,105,1,,,,,,"　　　　　合    計",,,"
238,799
0
","
0
0
","
0
0
","
0
0
","
0
0
","
238,799
0
"
201,10502,105,2,07,,,,1100000000-2,其他收入,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10502,105,2,,01,,,1102010000-6,總統府,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10502,105,2,,,01,,1102010900-7,雜項收入,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10502,105,2,,,,01,1102010901-0,收回以前年度歲出,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10502,105,2,,,,,,　　　　　小　計,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10502,105,2,07,,,,1100000000-2,其他收入,,,"
139,378
0
","
0
0
","
9,739
0
","
9,739
0
","
0
0
","
129,639
0
"
201,10502,105,2,,01,,,1102010000-6,總統府,,,"
139,378
0
","
0
0
","
9,739
0
","
9,739
0
","
0
0
","
129,639
0
"
201,10502,105,2,,,01,,1102010900-7,雜項收入,,,"
139,378
0
","
0
0
","
9,739
0
","
9,739
0
","
0
0
","
129,639
0
"
201,10502,105,2,,,,01,1102010901-0,收回以前年度歲出,,,"
139,378
0
","
0
0
","
9,739
0
","
9,739
0
","
0
0
","
129,639
0
"
201,10502,105,2,,,,,,　　　　　小　計,,,"
139,378
0
","
0
0
","
9,739
0
","
9,739
0
","
0
0
","
129,639
0
"
201,10502,105,2,,,,,,"　　　　　合    計",,,"
238,799
0
","
0
0
","
9,739
0
","
9,739
0
","
0
0
","
229,060
0
"
201,10503,105,3,07,,,,1100000000-2,其他收入,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10503,105,3,,01,,,1102010000-6,總統府,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10503,105,3,,,01,,1102010900-7,雜項收入,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10503,105,3,,,,01,1102010901-0,收回以前年度歲出,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10503,105,3,,,,,,　　　　　小　計,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10503,105,3,07,,,,1100000000-2,其他收入,,,"
139,378
0
","
0
0
","
9,739
0
","
19,478
0
","
0
0
","
119,900
0
"
201,10503,105,3,,01,,,1102010000-6,總統府,,,"
139,378
0
","
0
0
","
9,739
0
","
19,478
0
","
0
0
","
119,900
0
"
201,10503,105,3,,,01,,1102010900-7,雜項收入,,,"
139,378
0
","
0
0
","
9,739
0
","
19,478
0
","
0
0
","
119,900
0
"
201,10503,105,3,,,,01,1102010901-0,收回以前年度歲出,,,"
139,378
0
","
0
0
","
9,739
0
","
19,478
0
","
0
0
","
119,900
0
"
201,10503,105,3,,,,,,　　　　　小　計,,,"
139,378
0
","
0
0
","
9,739
0
","
19,478
0
","
0
0
","
119,900
0
"
201,10503,105,3,,,,,,"　　　　　合    計",,,"
238,799
0
","
0
0
","
9,739
0
","
19,478
0
","
0
0
","
219,321
0
"
201,10504,105,4,07,,,,1100000000-2,其他收入,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10504,105,4,,01,,,1102010000-6,總統府,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10504,105,4,,,01,,1102010900-7,雜項收入,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10504,105,4,,,,01,1102010901-0,收回以前年度歲出,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10504,105,4,,,,,,　　　　　小　計,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10504,105,4,07,,,,1100000000-2,其他收入,,,"
139,378
0
","
0
0
","
9,739
0
","
29,217
0
","
0
0
","
110,161
0
"
201,10504,105,4,,01,,,1102010000-6,總統府,,,"
139,378
0
","
0
0
","
9,739
0
","
29,217
0
","
0
0
","
110,161
0
"
201,10504,105,4,,,01,,1102010900-7,雜項收入,,,"
139,378
0
","
0
0
","
9,739
0
","
29,217
0
","
0
0
","
110,161
0
"
201,10504,105,4,,,,01,1102010901-0,收回以前年度歲出,,,"
139,378
0
","
0
0
","
9,739
0
","
29,217
0
","
0
0
","
110,161
0
"
201,10504,105,4,,,,,,　　　　　小　計,,,"
139,378
0
","
0
0
","
9,739
0
","
29,217
0
","
0
0
","
110,161
0
"
201,10504,105,4,,,,,,"　　　　　合    計",,,"
238,799
0
","
0
0
","
9,739
0
","
29,217
0
","
0
0
","
209,582
0
"
201,10505,105,5,07,,,,1100000000-2,其他收入,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10505,105,5,,01,,,1102010000-6,總統府,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10505,105,5,,,01,,1102010900-7,雜項收入,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10505,105,5,,,,01,1102010901-0,收回以前年度歲出,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10505,105,5,,,,,,　　　　　小　計,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10505,105,5,07,,,,1100000000-2,其他收入,,,"
139,378
0
","
0
0
","
9,739
0
","
38,956
0
","
0
0
","
100,422
0
"
201,10505,105,5,,01,,,1102010000-6,總統府,,,"
139,378
0
","
0
0
","
9,739
0
","
38,956
0
","
0
0
","
100,422
0
"
201,10505,105,5,,,01,,1102010900-7,雜項收入,,,"
139,378
0
","
0
0
","
9,739
0
","
38,956
0
","
0
0
","
100,422
0
"
201,10505,105,5,,,,01,1102010901-0,收回以前年度歲出,,,"
139,378
0
","
0
0
","
9,739
0
","
38,956
0
","
0
0
","
100,422
0
"
201,10505,105,5,,,,,,　　　　　小　計,,,"
139,378
0
","
0
0
","
9,739
0
","
38,956
0
","
0
0
","
100,422
0
"
201,10505,105,5,,,,,,"　　　　　合    計",,,"
238,799
0
","
0
0
","
9,739
0
","
38,956
0
","
0
0
","
199,843
0
"
201,10506,105,6,07,,,,1100000000-2,其他收入,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10506,105,6,,01,,,1102010000-6,總統府,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10506,105,6,,,01,,1102010900-7,雜項收入,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10506,105,6,,,,01,1102010901-0,收回以前年度歲出,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10506,105,6,,,,,,　　　　　小　計,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10506,105,6,07,,,,1100000000-2,其他收入,,,"
139,378
0
","
0
0
","
9,739
0
","
48,695
0
","
0
0
","
90,683
0
"
201,10506,105,6,,01,,,1102010000-6,總統府,,,"
139,378
0
","
0
0
","
9,739
0
","
48,695
0
","
0
0
","
90,683
0
"
201,10506,105,6,,,01,,1102010900-7,雜項收入,,,"
139,378
0
","
0
0
","
9,739
0
","
48,695
0
","
0
0
","
90,683
0
"
201,10506,105,6,,,,01,1102010901-0,收回以前年度歲出,,,"
139,378
0
","
0
0
","
9,739
0
","
48,695
0
","
0
0
","
90,683
0
"
201,10506,105,6,,,,,,　　　　　小　計,,,"
139,378
0
","
0
0
","
9,739
0
","
48,695
0
","
0
0
","
90,683
0
"
201,10506,105,6,,,,,,"　　　　　合    計",,,"
238,799
0
","
0
0
","
9,739
0
","
48,695
0
","
0
0
","
190,104
0
"
201,10507,105,7,07,,,,1100000000-2,其他收入,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10507,105,7,,01,,,1102010000-6,總統府,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10507,105,7,,,01,,1102010900-7,雜項收入,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10507,105,7,,,,01,1102010901-0,收回以前年度歲出,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10507,105,7,,,,,,　　　　　小　計,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10507,105,7,07,,,,1100000000-2,其他收入,,,"
139,378
0
","
0
0
","
9,739
0
","
58,434
0
","
0
0
","
80,944
0
"
201,10507,105,7,,01,,,1102010000-6,總統府,,,"
139,378
0
","
0
0
","
9,739
0
","
58,434
0
","
0
0
","
80,944
0
"
201,10507,105,7,,,01,,1102010900-7,雜項收入,,,"
139,378
0
","
0
0
","
9,739
0
","
58,434
0
","
0
0
","
80,944
0
"
201,10507,105,7,,,,01,1102010901-0,收回以前年度歲出,,,"
139,378
0
","
0
0
","
9,739
0
","
58,434
0
","
0
0
","
80,944
0
"
201,10507,105,7,,,,,,　　　　　小　計,,,"
139,378
0
","
0
0
","
9,739
0
","
58,434
0
","
0
0
","
80,944
0
"
201,10507,105,7,,,,,,"　　　　　合    計",,,"
238,799
0
","
0
0
","
9,739
0
","
58,434
0
","
0
0
","
180,365
0
"
201,10508,105,8,07,,,,1100000000-2,其他收入,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10508,105,8,,01,,,1102010000-6,總統府,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10508,105,8,,,01,,1102010900-7,雜項收入,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10508,105,8,,,,01,1102010901-0,收回以前年度歲出,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10508,105,8,,,,,,　　　　　小　計,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10508,105,8,07,,,,1100000000-2,其他收入,,,"
139,378
0
","
0
0
","
9,739
0
","
68,173
0
","
0
0
","
71,205
0
"
201,10508,105,8,,01,,,1102010000-6,總統府,,,"
139,378
0
","
0
0
","
9,739
0
","
68,173
0
","
0
0
","
71,205
0
"
201,10508,105,8,,,01,,1102010900-7,雜項收入,,,"
139,378
0
","
0
0
","
9,739
0
","
68,173
0
","
0
0
","
71,205
0
"
201,10508,105,8,,,,01,1102010901-0,收回以前年度歲出,,,"
139,378
0
","
0
0
","
9,739
0
","
68,173
0
","
0
0
","
71,205
0
"
201,10508,105,8,,,,,,　　　　　小　計,,,"
139,378
0
","
0
0
","
9,739
0
","
68,173
0
","
0
0
","
71,205
0
"
201,10508,105,8,,,,,,"　　　　　合    計",,,"
238,799
0
","
0
0
","
9,739
0
","
68,173
0
","
0
0
","
170,626
0
"
201,10509,105,9,07,,,,1100000000-2,其他收入,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10509,105,9,,01,,,1102010000-6,總統府,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10509,105,9,,,01,,1102010900-7,雜項收入,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10509,105,9,,,,01,1102010901-0,收回以前年度歲出,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10509,105,9,,,,,,　　　　　小　計,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10509,105,9,07,,,,1100000000-2,其他收入,,,"
139,378
0
","
0
0
","
9,739
0
","
77,912
0
","
0
0
","
61,466
0
"
201,10509,105,9,,01,,,1102010000-6,總統府,,,"
139,378
0
","
0
0
","
9,739
0
","
77,912
0
","
0
0
","
61,466
0
"
201,10509,105,9,,,01,,1102010900-7,雜項收入,,,"
139,378
0
","
0
0
","
9,739
0
","
77,912
0
","
0
0
","
61,466
0
"
201,10509,105,9,,,,01,1102010901-0,收回以前年度歲出,,,"
139,378
0
","
0
0
","
9,739
0
","
77,912
0
","
0
0
","
61,466
0
"
201,10509,105,9,,,,,,　　　　　小　計,,,"
139,378
0
","
0
0
","
9,739
0
","
77,912
0
","
0
0
","
61,466
0
"
201,10509,105,9,,,,,,"　　　　　合    計",,,"
238,799
0
","
0
0
","
9,739
0
","
77,912
0
","
0
0
","
160,887
0
"
201,10510,105,10,07,,,,1100000000-2,其他收入,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10510,105,10,,01,,,1102010000-6,總統府,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10510,105,10,,,01,,1102010900-7,雜項收入,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10510,105,10,,,,01,1102010901-0,收回以前年度歲出,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10510,105,10,,,,,,　　　　　小　計,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10510,105,10,07,,,,1100000000-2,其他收入,,,"
139,378
0
","
0
0
","
9,739
0
","
87,651
0
","
0
0
","
51,727
0
"
201,10510,105,10,,01,,,1102010000-6,總統府,,,"
139,378
0
","
0
0
","
9,739
0
","
87,651
0
","
0
0
","
51,727
0
"
201,10510,105,10,,,01,,1102010900-7,雜項收入,,,"
139,378
0
","
0
0
","
9,739
0
","
87,651
0
","
0
0
","
51,727
0
"
201,10510,105,10,,,,01,1102010901-0,收回以前年度歲出,,,"
139,378
0
","
0
0
","
9,739
0
","
87,651
0
","
0
0
","
51,727
0
"
201,10510,105,10,,,,,,　　　　　小　計,,,"
139,378
0
","
0
0
","
9,739
0
","
87,651
0
","
0
0
","
51,727
0
"
201,10510,105,10,,,,,,"　　　　　合    計",,,"
238,799
0
","
0
0
","
9,739
0
","
87,651
0
","
0
0
","
151,148
0
"
201,10511,105,11,07,,,,1100000000-2,其他收入,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10511,105,11,,01,,,1102010000-6,總統府,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10511,105,11,,,01,,1102010900-7,雜項收入,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10511,105,11,,,,01,1102010901-0,收回以前年度歲出,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10511,105,11,,,,,,　　　　　小　計,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10511,105,11,07,,,,1100000000-2,其他收入,,,"
139,378
0
","
0
0
","
9,739
0
","
97,390
0
","
0
0
","
41,988
0
"
201,10511,105,11,,01,,,1102010000-6,總統府,,,"
139,378
0
","
0
0
","
9,739
0
","
97,390
0
","
0
0
","
41,988
0
"
201,10511,105,11,,,01,,1102010900-7,雜項收入,,,"
139,378
0
","
0
0
","
9,739
0
","
97,390
0
","
0
0
","
41,988
0
"
201,10511,105,11,,,,01,1102010901-0,收回以前年度歲出,,,"
139,378
0
","
0
0
","
9,739
0
","
97,390
0
","
0
0
","
41,988
0
"
201,10511,105,11,,,,,,　　　　　小　計,,,"
139,378
0
","
0
0
","
9,739
0
","
97,390
0
","
0
0
","
41,988
0
"
201,10511,105,11,,,,,,"　　　　　合    計",,,"
238,799
0
","
0
0
","
9,739
0
","
97,390
0
","
0
0
","
141,409
0
"
201,10512,105,12,7,,,,1100000000-2,其他收入,,,"
99421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99421
0
"
201,10512,105,12,,1,,,1102010000-6,總統府,,,"
99421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99421
0
"
201,10512,105,12,,,1,,1102010900-7,雜項收入,,,"
99421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99421
0
"
201,10512,105,12,,,,1,1102010901-0,收回以前年度歲出,,,"
99421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99421
0
"
201,10512,105,12,,,,,,小計,,,"
99421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99421
0
"
201,10512,105,12,7,,,,1100000000-2,其他收入,,,"
139378
0
","
0
0
","
9739
0
","
107129
0
","
0
0
","
32249
0
"
201,10512,105,12,,1,,,1102010000-6,總統府,,,"
139378
0
","
0
0
","
9739
0
","
107129
0
","
0
0
","
32249
0
"
201,10512,105,12,,,1,,1102010900-7,雜項收入,,,"
139378
0
","
0
0
","
9739
0
","
107129
0
","
0
0
","
32249
0
"
201,10512,105,12,,,,1,1102010901-0,收回以前年度歲出,,,"
139378
0
","
0
0
","
9739
0
","
107129
0
","
0
0
","
32249
0
"
201,10512,105,12,,,,,,小計,,,"
139378
0
","
0
0
","
9739
0
","
107129
0
","
0
0
","
32249
0
"
201,10512,105,12,,,,,,合計,,,"
238799
0
","
0
0
","
9739
0
","
107129
0
","
0
0
","
131670
0
"
201,10601,106,01,7,,,,1100000000-2,其他收入,,,"
99421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99421
0
"
201,10601,106,01,,1,,,1102010000-6,總統府,,,"
99421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99421
0
"
201,10601,106,01,,,1,,1102010900-7,雜項收入,,,"
99421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99421
0
"
201,10601,106,01,,,,1,1102010901-0,收回以前年度歲出,,,"
99421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99421
0
"
201,10601,106,01,,,,,,小計,,,"
99421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99421
0
"
201,10601,106,01,7,,,,1100000000-2,其他收入,,,"
32249
0
","
0
0
","
9739
0
","
9739
0
","
0
0
","
22510
0
"
201,10601,106,01,,1,,,1102010000-6,總統府,,,"
32249
0
","
0
0
","
9739
0
","
9739
0
","
0
0
","
22510
0
"
201,10601,106,01,,,1,,1102010900-7,雜項收入,,,"
32249
0
","
0
0
","
9739
0
","
9739
0
","
0
0
","
22510
0
"
201,10601,106,01,,,,1,1102010901-0,收回以前年度歲出,,,"
32249
0
","
0
0
","
9739
0
","
9739
0
","
0
0
","
22510
0
"
201,10601,106,01,,,,,,小計,,,"
32249
0
","
0
0
","
9739
0
","
9739
0
","
0
0
","
22510
0
"
201,10601,106,01,,,,,,合計,,,"
131670
0
","
0
0
","
9739
0
","
9739
0
","
0
0
","
121931
0
"
201,10602,106,02,7,,,,1100000000-2,其他收入,,,"
99421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99421
0
"
201,10602,106,02,,1,,,1102010000-6,總統府,,,"
99421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99421
0
"
201,10602,106,02,,,1,,1102010900-7,雜項收入,,,"
99421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99421
0
"
201,10602,106,02,,,,1,1102010901-0,收回以前年度歲出,,,"
99421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99421
0
"
201,10602,106,02,,,,,,小計,,,"
99421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99421
0
"
201,10602,106,02,7,,,,1100000000-2,其他收入,,,"
32249
0
","
0
0
","
9739
0
","
19478
0
","
0
0
","
12771
0
"
201,10602,106,02,,1,,,1102010000-6,總統府,,,"
32249
0
","
0
0
","
9739
0
","
19478
0
","
0
0
","
12771
0
"
201,10602,106,02,,,1,,1102010900-7,雜項收入,,,"
32249
0
","
0
0
","
9739
0
","
19478
0
","
0
0
","
12771
0
"
201,10602,106,02,,,,1,1102010901-0,收回以前年度歲出,,,"
32249
0
","
0
0
","
9739
0
","
19478
0
","
0
0
","
12771
0
"
201,10602,106,02,,,,,,小計,,,"
32249
0
","
0
0
","
9739
0
","
19478
0
","
0
0
","
12771
0
"
201,10602,106,02,,,,,,合計,,,"
131670
0
","
0
0
","
9739
0
","
19478
0
","
0
0
","
112192
0
"
201,10603,106,3,07,,,,1100000000-2,其他收入,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10603,106,3,,01,,,1102010000-6,總統府,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10603,106,3,,,01,,1102010900-7,雜項收入,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10603,106,3,,,,01,1102010901-0,收回以前年度歲出,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10603,106,3,,,,,,　　　　　小　計,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10603,106,3,07,,,,1100000000-2,其他收入,,,"
32,249
0
","
0
0
","
12,771
0
","
32,249
0
","
0
0
","
0
0
"
201,10603,106,3,,01,,,1102010000-6,總統府,,,"
32,249
0
","
0
0
","
12,771
0
","
32,249
0
","
0
0
","
0
0
"
201,10603,106,3,,,01,,1102010900-7,雜項收入,,,"
32,249
0
","
0
0
","
12,771
0
","
32,249
0
","
0
0
","
0
0
"
201,10603,106,3,,,,01,1102010901-0,收回以前年度歲出,,,"
32,249
0
","
0
0
","
12,771
0
","
32,249
0
","
0
0
","
0
0
"
201,10603,106,3,,,,,,　　　　　小　計,,,"
32,249
0
","
0
0
","
12,771
0
","
32,249
0
","
0
0
","
0
0
"
201,10603,106,3,,,,,,"　　　　　合    計",,,"
131,670
0
","
0
0
","
12,771
0
","
32,249
0
","
0
0
","
99,421
0
"
201,10604,106,4,07,,,,1100000000-2,其他收入,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10604,106,4,,01,,,1102010000-6,總統府,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10604,106,4,,,01,,1102010900-7,雜項收入,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10604,106,4,,,,01,1102010901-0,收回以前年度歲出,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10604,106,4,,,,,,　　　　　小　計,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10604,106,4,07,,,,1100000000-2,其他收入,,,"
32,249
0
","
0
0
","
0
0
","
32,249
0
","
0
0
","
0
0
"
201,10604,106,4,,01,,,1102010000-6,總統府,,,"
32,249
0
","
0
0
","
0
0
","
32,249
0
","
0
0
","
0
0
"
201,10604,106,4,,,01,,1102010900-7,雜項收入,,,"
32,249
0
","
0
0
","
0
0
","
32,249
0
","
0
0
","
0
0
"
201,10604,106,4,,,,01,1102010901-0,收回以前年度歲出,,,"
32,249
0
","
0
0
","
0
0
","
32,249
0
","
0
0
","
0
0
"
201,10604,106,4,,,,,,　　　　　小　計,,,"
32,249
0
","
0
0
","
0
0
","
32,249
0
","
0
0
","
0
0
"
201,10604,106,4,,,,,,"　　　　　合    計",,,"
131,670
0
","
0
0
","
0
0
","
32,249
0
","
0
0
","
99,421
0
"
201,10605,106,5,07,,,,1100000000-2,其他收入,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10605,106,5,,01,,,1102010000-6,總統府,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10605,106,5,,,01,,1102010900-7,雜項收入,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10605,106,5,,,,01,1102010901-0,收回以前年度歲出,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10605,106,5,,,,,,　　　　　小　計,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10605,106,5,07,,,,1100000000-2,其他收入,,,"
32,249
0
","
0
0
","
0
0
","
32,249
0
","
0
0
","
0
0
"
201,10605,106,5,,01,,,1102010000-6,總統府,,,"
32,249
0
","
0
0
","
0
0
","
32,249
0
","
0
0
","
0
0
"
201,10605,106,5,,,01,,1102010900-7,雜項收入,,,"
32,249
0
","
0
0
","
0
0
","
32,249
0
","
0
0
","
0
0
"
201,10605,106,5,,,,01,1102010901-0,收回以前年度歲出,,,"
32,249
0
","
0
0
","
0
0
","
32,249
0
","
0
0
","
0
0
"
201,10605,106,5,,,,,,　　　　　小　計,,,"
32,249
0
","
0
0
","
0
0
","
32,249
0
","
0
0
","
0
0
"
201,10605,106,5,,,,,,"　　　　　合    計",,,"
131,670
0
","
0
0
","
0
0
","
32,249
0
","
0
0
","
99,421
0
"
201,10606,106,6,07,,,,1100000000-2,其他收入,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10606,106,6,,01,,,1102010000-6,總統府,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10606,106,6,,,01,,1102010900-7,雜項收入,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10606,106,6,,,,01,1102010901-0,收回以前年度歲出,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10606,106,6,,,,,,　　　　　小　計,,,"
99,421
0
","
0
0
","
0
0
","
0
0
","
0
0
","
99,421
0
"
201,10606,106,6,07,,,,1100000000-2,其他收入,,,"
32,249
0
","
0
0
","
0
0
","
32,249
0
","
0
0
","
0
0
"
201,10606,106,6,,01,,,1102010000-6,總統府,,,"
32,249
0
","
0
0
","
0
0
","
32,249
0
","
0
0
","
0
0
"
201,10606,106,6,,,01,,1102010900-7,雜項收入,,,"
32,249
0
","
0
0
","
0
0
","
32,249
0
","
0
0
","
0
0
"
