id,time,車輛數,車輛種類,乘客人數不含司機,購置年月,汽缸總排氣量_立方公分,油料費_數量_公升,油料費_單價_元,油料費_金額,油料費2_數量_公升,油料費2_單價_元,油料費2_金額,養護費,其他,備註,bq_fiscalyear,bq_fundkind,bq_budgetkind,bq_specialbudgetno,bq_agenno,bq_agentype,bq_budgetstate,bq_budgetno,bq_objectno,bq_carid,bq_versiondate
201,105,1,,4,09408,3498,1668,27.70,,0,0.00,,51000.00,41000.00,,105,1,1,,02001,C,2,32020010100,07350400,0158-QH,
201,105,1,,4,09504,2378,1668,27.70,,0,0.00,,51000.00,21000.00,,105,1,1,,02001,C,2,32020010100,07350100,0159-QH,
201,105,1,,4,09504,2378,1668,27.70,,0,0.00,,51000.00,21000.00,,105,1,1,,02001,C,2,32020010100,07350400,0160-QH,
201,105,1,,4,09607,1998,1668,27.70,,0,0.00,,51000.00,23000.00,,105,1,1,,02001,C,2,32020010100,07350400,0615-QH,
201,105,1,,6,09407,3189,1668,27.70,,0,0.00,,51000.00,57000.00,,105,1,1,,02001,C,2,32020010100,07351500,0616-QH,
201,105,1,,6,09407,3189,1668,27.70,,0,0.00,,51000.00,57000.00,,105,1,1,,02001,C,2,32020010100,07351500,0617-QH,
201,105,1,,1,09403,125,312,27.70,,0,0.00,,1700.00,2000.00,J5Z-697。,105,1,1,,02001,C,2,32020010100,07351600,1,
201,105,2,,1,09502,124,624,27.70,,0,0.00,,3400.00,5000.00,CYN-559、CYN-560。,105,1,1,,02001,C,2,32020010100,07351600,2,
201,105,1,,4,09607,1998,1668,27.70,,0,0.00,,51000.00,21000.00,,105,1,1,,02001,C,2,32020010100,07350400,2028-QL,
201,105,1,,4,09607,1998,1668,27.70,,0,0.00,,51000.00,21000.00,,105,1,1,,02001,C,2,32020010100,07350400,2078-QL,
201,105,1,,4,09607,1998,1668,27.70,,0,0.00,,51000.00,21000.00,,105,1,1,,02001,C,2,32020010100,07350400,2167-QL,
201,105,1,,4,09607,1998,1668,27.70,,0,0.00,,51000.00,21000.00,,105,1,1,,02001,C,2,32020010100,07350400,2316-QL,
201,105,1,,4,09607,1998,1668,27.70,,0,0.00,,51000.00,21000.00,,105,1,1,,02001,C,2,32020010100,07350400,2318-QL,
201,105,1,,4,09607,1998,1668,27.70,,0,0.00,,51000.00,21000.00,,105,1,1,,02001,C,2,32020010100,07350400,2536-QL,
201,105,1,,20,09706,4009,1668,22.20,,0,0.00,,51000.00,40000.00,,105,1,1,,02001,C,2,32020010100,07350600,259-WB,
201,105,1,,4,09607,1998,1668,27.70,,0,0.00,,51000.00,21000.00,,105,1,1,,02001,C,2,32020010100,07350400,2608-QL,
201,105,1,,4,09607,1998,1668,27.70,,0,0.00,,51000.00,21000.00,,105,1,1,,02001,C,2,32020010100,07350400,2736-QL,
201,105,1,,6,09503,1998,1668,27.70,,0,0.00,,51000.00,23000.00,,105,1,1,,02001,C,2,32020010100,07350901,3037-ET,
201,105,1,,1,10103,149,312,27.70,,0,0.00,,2000.00,4000.00,"279-KJF。&lt;#H1&gt;車輛油料依行政院共同性費用編列標準公升數及104年3月30日中油公告牌價:高級柴油每公升22.2元，98無鉛汽油每公升27.7元，液化石油氣依104年6月2日中油公告牌價每公升18.4元編列，原應編列2,649千元，落實節能減碳撙節減列1,707千元，計編列942千元。&lt;#H1&gt;車輛養護費依行政院共同性費用標準編列，原應編列2,914千元，落實節能減碳撙節減列1,573千元，計編列1,341千元。",105,1,1,,02001,C,2,32020010100,07351600,4,
201,105,1,,10,09709,5400,1668,27.70,,0,0.00,,51000.00,43000.00,,105,1,1,,02001,C,2,32020010100,07351500,509-WB,
201,105,1,,4,09407,1998,1668,27.70,,0,0.00,,51000.00,21000.00,,105,1,1,,02001,C,2,32020010100,07350400,5308-DA,
201,105,1,,4,09407,1998,1668,27.70,,0,0.00,,51000.00,21000.00,,105,1,1,,02001,C,2,32020010100,07351500,5309-DA,
201,105,1,,4,09407,1998,1668,27.70,,0,0.00,,51000.00,21000.00,,105,1,1,,02001,C,2,32020010100,07350400,5310-DA,
201,105,1,,4,09407,1998,1668,27.70,,0,0.00,,51000.00,21000.00,,105,1,1,,02001,C,2,32020010100,07350400,5311-DA,
201,105,1,,1,09505,4104,1668,22.20,,0,0.00,,51000.00,37000.00,,105,1,1,,02001,C,2,32020010100,07351100,549-BK,
201,105,1,,4,09408,1998,1668,27.70,,0,0.00,,51000.00,21000.00,,105,1,1,,02001,C,2,32020010100,07350400,5501-DA,
201,105,1,,4,09408,1998,1668,27.70,,0,0.00,,51000.00,21000.00,,105,1,1,,02001,C,2,32020010100,07350400,5502-DA,
201,105,1,,4,09408,1998,1668,27.70,,0,0.00,,51000.00,21000.00,,105,1,1,,02001,C,2,32020010100,07350400,5503-DA,
201,105,1,,4,09408,1998,1668,27.70,,0,0.00,,51000.00,21000.00,,105,1,1,,02001,C,2,32020010100,07350400,5505-DA,
201,105,1,,4,09408,1998,1668,27.70,,0,0.00,,51000.00,21000.00,,105,1,1,,02001,C,2,32020010100,07350400,5506-DA,
201,105,1,,4,09408,1998,1668,27.70,,0,0.00,,51000.00,21000.00,,105,1,1,,02001,C,2,32020010100,07350400,5508-DA,
201,105,1,,1,09505,4104,1668,22.20,,0,0.00,,51000.00,31000.00,,105,1,1,,02001,C,2,32020010100,07351100,550-BK,
201,105,1,,4,09806,2362,1668,27.70,,0,0.00,,51000.00,40000.00,,105,1,1,,02001,C,2,32020010100,07351500,5517-UX,
201,105,1,,4,09806,2362,1668,27.70,,0,0.00,,51000.00,40000.00,,105,1,1,,02001,C,2,32020010100,07351500,5518-UX,
201,105,1,,4,09806,2362,1668,27.70,,0,0.00,,51000.00,40000.00,,105,1,1,,02001,C,2,32020010100,07351500,5519-UX,
201,105,1,,4,09708,3311,1140,27.70,,0,0.00,,51000.00,57000.00,油電混合動力車。,105,1,1,,02001,C,2,32020010100,07351500,5638-QH,
201,105,1,,4,08904,4600,1668,27.70,,0,0.00,,51000.00,61000.00,,105,1,1,,02001,C,2,32020010100,07351500,5D-7813,
201,105,1,,4,09704,1998,1668,27.70,,0,0.00,,51000.00,21000.00,,105,1,1,,02001,C,2,32020010100,07350400,6316-QH,
201,105,1,,4,09704,1998,1668,27.70,,0,0.00,,51000.00,21000.00,,105,1,1,,02001,C,2,32020010100,07350400,6317-QH,
201,105,1,,4,09704,1998,1668,27.70,,0,0.00,,51000.00,21000.00,,105,1,1,,02001,C,2,32020010100,07350400,6318-QH,
201,105,1,,4,09704,1998,1668,27.70,,0,0.00,,51000.00,21000.00,,105,1,1,,02001,C,2,32020010100,07350400,6319-QH,
201,105,1,,4,09704,1998,1668,27.70,,0,0.00,,51000.00,21000.00,,105,1,1,,02001,C,2,32020010100,07350400,6328-QH,
201,105,1,,4,09704,1998,1668,27.70,,0,0.00,,51000.00,21000.00,,105,1,1,,02001,C,2,32020010100,07350400,6329-QH,
201,105,1,,4,09504,1998,1668,27.70,,0,0.00,,51000.00,21000.00,,105,1,1,,02001,C,2,32020010100,07350400,7611-ET,
201,105,1,,4,09504,1998,1668,27.70,,0,0.00,,51000.00,21000.00,,105,1,1,,02001,C,2,32020010100,07350400,7612-ET,
201,105,1,,4,09805,1798,852,27.70,,972,18.40,,51000.00,16000.00,油氣雙燃料車。,105,1,1,,02001,C,2,32020010100,07350400,8726-QH,
201,105,1,,4,09805,1798,852,27.70,,972,18.40,,51000.00,16000.00,油氣雙燃料車。,105,1,1,,02001,C,2,32020010100,07350400,8727-QH,
201,105,1,,4,09805,1798,852,27.70,,972,18.40,,51000.00,16000.00,油氣雙燃料車。,105,1,1,,02001,C,2,32020010100,07350400,8728-QH,
201,105,1,,4,09706,4600,1668,27.70,,0,0.00,,51000.00,61000.00,,105,1,1,,02001,C,2,32020010100,07351500,8958-QH,
201,105,1,,4,09504,2378,1668,27.70,,0,0.00,,51000.00,21000.00,,105,1,1,,02001,C,2,32020010100,07351500,9207-DA,
201,105,1,,4,09806,2362,1668,27.70,,0,0.00,,51000.00,21000.00,,105,1,1,,02001,C,2,32020010100,07351500,9216-QH,
201,105,1,,4,09806,2362,1668,27.70,,0,0.00,,51000.00,21000.00,,105,1,1,,02001,C,2,32020010100,07351500,9226-QH,
201,105,1,,4,09806,2362,1668,27.70,,0,0.00,,51000.00,21000.00,,105,1,1,,02001,C,2,32020010100,07351500,9227-QH,
201,105,1,,1,09608,1997,1668,27.70,,0,0.00,,51000.00,18000.00,,105,1,1,,02001,C,2,32020010100,07351200,9791-QL,
201,105,1,,1,09608,1997,1668,27.70,,0,0.00,,51000.00,18000.00,,105,1,1,,02001,C,2,32020010100,07351200,9792-QL,
201,105,1,,4,08904,4600,1668,27.70,,0,0.00,,51000.00,61000.00,,105,1,1,,02001,C,2,32020010100,07351500,9C-9181,
201,105,1,,4,08904,4565,1668,27.70,,0,0.00,,51000.00,61000.00,,105,1,1,,02001,C,2,32020010100,07351500,9C-9182,
201,105,1,,7,10205,2200,1668,27.70,,0,0.00,,26000.00,28000.00,,105,1,1,,02001,C,2,32020010100,07351500,AAE-5087,
201,105,1,,4,10205,2000,1668,27.70,,0,0.00,,25000.00,23000.00,,105,1,1,,02001,C,2,32020010100,07350900,AAE-5715,
201,105,1,,20,09507,4104,1668,22.20,,0,0.00,,51000.00,40000.00,,105,1,1,,02001,C,2,32020010100,07351500,BD-350,
201,105,1,,11,09509,5400,1668,27.70,,0,0.00,,51000.00,43000.00,,105,1,1,,02001,C,2,32020010100,07351500,BD-601,
201,106,1,,4,09408,3498,1668,25.40,,0,0.00,,51000.00,40000.00,,106,1,1,,02001,C,2,32020010100,07350400,0158-QH,
201,106,1,,4,09504,2378,1668,25.40,,0,0.00,,51000.00,21000.00,,106,1,1,,02001,C,2,32020010100,07350100,0159-QH,
201,106,1,,4,09504,2378,1668,25.40,,0,0.00,,51000.00,21000.00,,106,1,1,,02001,C,2,32020010100,07350400,0160-QH,
201,106,1,,4,09607,1998,1668,25.40,,0,0.00,,51000.00,21000.00,,106,1,1,,02001,C,2,32020010100,07350400,0615-QH,
201,106,1,,6,09407,3189,1668,25.40,,0,0.00,,51000.00,57000.00,,106,1,1,,02001,C,2,32020010100,07351500,0616-QH,
201,106,1,,6,09407,3189,1668,25.40,,0,0.00,,51000.00,57000.00,,106,1,1,,02001,C,2,32020010100,07351500,0617-QH,
201,106,1,,1,09403,125,312,25.40,,0,0.00,,1700.00,2000.00,J5Z-697。,106,1,1,,02001,C,2,32020010100,07351600,1,
201,106,2,,1,09502,124,624,25.40,,0,0.00,,3400.00,4000.00,CYN-559、CYN-560。,106,1,1,,02001,C,2,32020010100,07351600,2,
201,106,1,,4,09607,1998,1668,25.40,,0,0.00,,51000.00,21000.00,,106,1,1,,02001,C,2,32020010100,07350400,2028-QL,
201,106,1,,4,09607,1998,1668,25.40,,0,0.00,,51000.00,21000.00,,106,1,1,,02001,C,2,32020010100,07350400,2078-QL,
201,106,1,,4,09607,1998,1668,25.40,,0,0.00,,51000.00,21000.00,,106,1,1,,02001,C,2,32020010100,07350400,2167-QL,
201,106,1,,4,09607,1998,1668,25.40,,0,0.00,,51000.00,21000.00,,106,1,1,,02001,C,2,32020010100,07350400,2316-QL,
201,106,1,,4,09607,1998,1668,25.40,,0,0.00,,51000.00,21000.00,,106,1,1,,02001,C,2,32020010100,07350400,2318-QL,
201,106,1,,4,09607,1998,1668,25.40,,0,0.00,,51000.00,21000.00,,106,1,1,,02001,C,2,32020010100,07350400,2536-QL,
201,106,1,,20,09706,4009,1668,19.30,,0,0.00,,51000.00,38000.00,,106,1,1,,02001,C,2,32020010100,07350600,259-WB,
201,106,1,,4,09607,1998,1668,25.40,,0,0.00,,51000.00,21000.00,,106,1,1,,02001,C,2,32020010100,07350400,2608-QL,
201,106,1,,4,09607,1998,1668,25.40,,0,0.00,,51000.00,21000.00,,106,1,1,,02001,C,2,32020010100,07350400,2736-QL,
201,106,1,,6,09503,1998,1668,25.40,,0,0.00,,51000.00,23000.00,,106,1,1,,02001,C,2,32020010100,07350901,3037-ET,
201,106,1,,1,10103,149,312,25.40,,0,0.00,,2000.00,3000.00,"279-KJF。&lt;#H1&gt;車輛油料依行政院共同性費用編列標準公升數及單價:高級柴油每公升19.3元，98無鉛汽油每公升25.4元，液化石油氣依105年7月2日中油公告牌價每公升14.3元編列，原應編列2,287千元，落實節能減碳撙節減列1,347千元，計編列940千元。&lt;#H1&gt;車輛養護費依行政院共同性費用標準編列，原應編列2,761千元，落實節能減碳撙節減列1,261千元，計編列1,500千元。",106,1,1,,02001,C,2,32020010100,07351600,4,
201,106,1,,10,09709,5400,1668,25.40,,0,0.00,,51000.00,44000.00,,106,1,1,,02001,C,2,32020010100,07351500,509-WB,
201,106,1,,4,09407,1998,1668,25.40,,0,0.00,,51000.00,21000.00,,106,1,1,,02001,C,2,32020010100,07350400,5308-DA,
201,106,1,,4,09407,1998,1668,25.40,,0,0.00,,51000.00,21000.00,,106,1,1,,02001,C,2,32020010100,07351500,5309-DA,
201,106,1,,4,09407,1998,1668,25.40,,0,0.00,,51000.00,21000.00,,106,1,1,,02001,C,2,32020010100,07350400,5310-DA,
201,106,1,,4,09407,1998,1668,25.40,,0,0.00,,51000.00,21000.00,,106,1,1,,02001,C,2,32020010100,07350400,5311-DA,
201,106,1,,1,09505,4104,1668,19.30,,0,0.00,,51000.00,31000.00,,106,1,1,,02001,C,2,32020010100,07351100,549-BK,
201,106,1,,4,09408,1998,1668,25.40,,0,0.00,,51000.00,21000.00,,106,1,1,,02001,C,2,32020010100,07350400,5501-DA,
201,106,1,,4,09408,1998,1668,25.40,,0,0.00,,51000.00,21000.00,,106,1,1,,02001,C,2,32020010100,07350400,5502-DA,
201,106,1,,4,09408,1998,1668,25.40,,0,0.00,,51000.00,21000.00,,106,1,1,,02001,C,2,32020010100,07350400,5503-DA,
201,106,1,,4,09408,1998,1668,25.40,,0,0.00,,51000.00,21000.00,,106,1,1,,02001,C,2,32020010100,07350400,5505-DA,
201,106,1,,4,09408,1998,1668,25.40,,0,0.00,,51000.00,21000.00,,106,1,1,,02001,C,2,32020010100,07350400,5506-DA,
201,106,1,,4,09408,1998,1668,25.40,,0,0.00,,51000.00,21000.00,,106,1,1,,02001,C,2,32020010100,07350400,5508-DA,
201,106,1,,1,09505,4104,1668,19.30,,0,0.00,,51000.00,31000.00,,106,1,1,,02001,C,2,32020010100,07351100,550-BK,
201,106,1,,4,09806,2362,1668,25.40,,0,0.00,,51000.00,36000.00,,106,1,1,,02001,C,2,32020010100,07351500,5517-UX,
201,106,1,,4,09806,2362,1668,25.40,,0,0.00,,51000.00,36000.00,,106,1,1,,02001,C,2,32020010100,07350200,5518-UX,
201,106,1,,4,09806,2362,1668,25.40,,0,0.00,,51000.00,36000.00,,106,1,1,,02001,C,2,32020010100,07350200,5519-UX,
201,106,1,,4,09708,3311,1140,25.40,,0,0.00,,51000.00,55000.00,油電混合動力車。,106,1,1,,02001,C,2,32020010100,07351500,5638-QH,
201,106,1,,4,09704,1998,1668,25.40,,0,0.00,,51000.00,21000.00,,106,1,1,,02001,C,2,32020010100,07350400,6316-QH,
201,106,1,,4,09704,1998,1668,25.40,,0,0.00,,51000.00,20000.00,,106,1,1,,02001,C,2,32020010100,07350400,6317-QH,
201,106,1,,4,09704,1998,1668,25.40,,0,0.00,,51000.00,20000.00,,106,1,1,,02001,C,2,32020010100,07350400,6318-QH,
201,106,1,,4,09704,1998,1668,25.40,,0,0.00,,51000.00,20000.00,,106,1,1,,02001,C,2,32020010100,07350400,6319-QH,
201,106,1,,4,09704,1998,1668,25.40,,0,0.00,,51000.00,20000.00,,106,1,1,,02001,C,2,32020010100,07350400,6328-QH,
201,106,1,,4,09704,1998,1668,25.40,,0,0.00,,51000.00,20000.00,,106,1,1,,02001,C,2,32020010100,07350400,6329-QH,
201,106,1,,4,09504,1998,1668,25.40,,0,0.00,,51000.00,21000.00,,106,1,1,,02001,C,2,32020010100,07350400,7611-ET,
201,106,1,,4,09504,1998,1668,25.40,,0,0.00,,51000.00,21000.00,,106,1,1,,02001,C,2,32020010100,07350400,7612-ET,
201,106,1,,4,09805,1798,852,25.40,,972,14.30,,51000.00,15000.00,油氣雙燃料車。,106,1,1,,02001,C,2,32020010100,07350400,8726-QH,
201,106,1,,4,09805,1798,852,25.40,,972,14.30,,51000.00,15000.00,油氣雙燃料車。,106,1,1,,02001,C,2,32020010100,07350400,8727-QH,
201,106,1,,4,09805,1798,852,25.40,,972,14.30,,51000.00,15000.00,油氣雙燃料車。,106,1,1,,02001,C,2,32020010100,07350400,8728-QH,
201,106,1,,4,09706,4600,1668,25.40,,0,0.00,,51000.00,60000.00,,106,1,1,,02001,C,2,32020010100,07351500,8958-QH,
201,106,1,,4,09504,2378,1668,25.40,,0,0.00,,51000.00,21000.00,,106,1,1,,02001,C,2,32020010100,07351500,9207-DA,
201,106,1,,4,09806,2362,1668,25.40,,0,0.00,,51000.00,20000.00,,106,1,1,,02001,C,2,32020010100,07351500,9216-QH,
201,106,1,,4,09806,2362,1668,25.40,,0,0.00,,51000.00,20000.00,,106,1,1,,02001,C,2,32020010100,07351500,9226-QH,
201,106,1,,4,09806,2362,1668,25.40,,0,0.00,,51000.00,20000.00,,106,1,1,,02001,C,2,32020010100,07351500,9227-QH,
201,106,1,,1,09608,1997,1668,25.40,,0,0.00,,51000.00,18000.00,,106,1,1,,02001,C,2,32020010100,07351200,9791-QL,
201,106,1,,1,09608,1997,1668,25.40,,0,0.00,,51000.00,18000.00,,106,1,1,,02001,C,2,32020010100,07351200,9792-QL,
201,106,1,,4,08904,4600,0,0.00,,0,0.00,,0.00,60000.00,,106,1,1,,02001,C,2,32020010100,07351500,9C-9181,
201,106,1,,4,08904,4565,0,0.00,,0,0.00,,0.00,60000.00,,106,1,1,,02001,C,2,32020010100,07351500,9C-9182,
201,106,1,,7,10205,2200,1668,25.40,,0,0.00,,26000.00,28000.00,,106,1,1,,02001,C,2,32020010100,07351500,AAE-5087,
201,106,1,,4,10205,2000,1668,25.40,,0,0.00,,25000.00,23000.00,,106,1,1,,02001,C,2,32020010100,07350900,AAE-5715,
201,106,1,,20,09507,4104,1668,19.30,,0,0.00,,51000.00,38000.00,,106,1,1,,02001,C,2,32020010100,07351500,BD-350,
201,106,1,,11,09509,5400,1668,25.40,,0,0.00,,51000.00,44000.00,,106,1,1,,02001,C,2,32020010100,07351500,BD-601,
201,107,1,,4,09408,3498,1668,26.40,,0,0.00,,51000.00,40000.00,,107,1,1,,02001,C,2,32020010100,07350400,0158-QH,
201,107,1,,4,09504,2378,1668,26.40,,0,0.00,,51000.00,21000.00,,107,1,1,,02001,C,2,32020010100,07350100,0159-QH,
201,107,1,,4,09504,2378,1668,26.40,,0,0.00,,51000.00,21000.00,,107,1,1,,02001,C,2,32020010100,07350400,0160-QH,
201,107,1,,4,09607,1998,1668,26.40,,0,0.00,,51000.00,21000.00,,107,1,1,,02001,C,2,32020010100,07350400,0615-QH,
201,107,1,,6,09407,3189,1668,26.40,,0,0.00,,51000.00,54000.00,,107,1,1,,02001,C,2,32020010100,07351500,0616-QH,
201,107,1,,6,09407,3189,1668,26.40,,0,0.00,,51000.00,54000.00,,107,1,1,,02001,C,2,32020010100,07351500,0617-QH,
201,107,1,,1,09403,125,312,26.40,,0,0.00,,1700.00,2000.00,J5Z-697。,107,1,1,,02001,C,2,32020010100,07351600,1,
201,107,2,,1,09502,124,624,26.40,,0,0.00,,3400.00,4000.00,CYN-559、CYN-560。,107,1,1,,02001,C,2,32020010100,07351600,2,
201,107,1,,4,09607,1998,1668,26.40,,0,0.00,,51000.00,21000.00,,107,1,1,,02001,C,2,32020010100,07350400,2028-QL,
201,107,1,,4,09607,1998,1668,26.40,,0,0.00,,51000.00,21000.00,,107,1,1,,02001,C,2,32020010100,07350400,2078-QL,
201,107,1,,4,09607,1998,1668,26.40,,0,0.00,,51000.00,21000.00,,107,1,1,,02001,C,2,32020010100,07350400,2167-QL,
201,107,1,,4,09607,1998,1668,26.40,,0,0.00,,51000.00,21000.00,,107,1,1,,02001,C,2,32020010100,07350400,2316-QL,
201,107,1,,4,09607,1998,1668,26.40,,0,0.00,,51000.00,21000.00,,107,1,1,,02001,C,2,32020010100,07350400,2318-QL,
201,107,1,,4,09607,1998,1668,26.40,,0,0.00,,51000.00,21000.00,,107,1,1,,02001,C,2,32020010100,07350400,2536-QL,
201,107,1,,20,09706,4009,1668,20.40,,0,0.00,,51000.00,35000.00,,107,1,1,,02001,C,2,32020010100,07350600,259-WB,
201,107,1,,4,09607,1998,1668,26.40,,0,0.00,,51000.00,21000.00,,107,1,1,,02001,C,2,32020010100,07350400,2608-QL,
201,107,1,,4,09607,1998,1668,26.40,,0,0.00,,51000.00,21000.00,,107,1,1,,02001,C,2,32020010100,07350400,2736-QL,
201,107,1,,4,09606,4600,1668,26.40,,0,0.00,,51000.00,60000.00,,107,1,1,,02001,C,2,32020010100,07351500,2739-QZ,
201,107,1,,7,09503,1998,1668,26.40,,0,0.00,,51000.00,22000.00,,107,1,1,,02001,C,2,32020010100,07350901,3037-ET,
201,107,1,,1,10103,149,312,26.40,,0,0.00,,2000.00,3000.00,"279-KJF。&lt;#H1&gt;車輛油料依行政院共同性費用編列標準公升數及106年7月17日中油公告牌價:高級柴油每公升20.4元，98無鉛汽油每公升26.4元，液化石油氣依106年7月2日中油公告牌價每公升15.3元編列，原應編列2,469千元，落實節能減碳撙節減列1,623千元，計編列846千元。&lt;#H1&gt;車輛養護費依行政院共同性費用標準編列，原應編列2,880千元，落實節能減碳撙節減列880千元，計編列2,000千元。",107,1,1,,02001,C,2,32020010100,07351600,4,
201,107,1,,10,09709,5400,1668,26.40,,0,0.00,,51000.00,41000.00,,107,1,1,,02001,C,2,32020010100,07351500,509-WB,
201,107,1,,4,09407,1998,1668,26.40,,0,0.00,,51000.00,21000.00,,107,1,1,,02001,C,2,32020010100,07350400,5308-DA,
201,107,1,,4,09407,1998,1668,26.40,,0,0.00,,51000.00,21000.00,,107,1,1,,02001,C,2,32020010100,07351500,5309-DA,
201,107,1,,4,09407,1998,1668,26.40,,0,0.00,,51000.00,21000.00,,107,1,1,,02001,C,2,32020010100,07350400,5310-DA,
201,107,1,,4,09407,1998,1668,26.40,,0,0.00,,51000.00,21000.00,,107,1,1,,02001,C,2,32020010100,07350400,5311-DA,
201,107,1,,1,09505,4104,1668,20.40,,0,0.00,,51000.00,28000.00,,107,1,1,,02001,C,2,32020010100,07351100,549-BK,
201,107,1,,4,09408,1998,1668,26.40,,0,0.00,,51000.00,21000.00,,107,1,1,,02001,C,2,32020010100,07350400,5501-DA,
201,107,1,,4,09408,1998,1668,26.40,,0,0.00,,51000.00,21000.00,,107,1,1,,02001,C,2,32020010100,07350400,5502-DA,
201,107,1,,4,09408,1998,1668,26.40,,0,0.00,,51000.00,21000.00,,107,1,1,,02001,C,2,32020010100,07350400,5503-DA,
201,107,1,,4,09408,1998,1668,26.40,,0,0.00,,51000.00,21000.00,,107,1,1,,02001,C,2,32020010100,07350400,5505-DA,
201,107,1,,4,09408,1998,1668,26.40,,0,0.00,,51000.00,21000.00,,107,1,1,,02001,C,2,32020010100,07350400,5506-DA,
201,107,1,,4,09408,1998,1668,26.40,,0,0.00,,51000.00,21000.00,,107,1,1,,02001,C,2,32020010100,07350400,5508-DA,
201,107,1,,1,09505,4104,1668,20.40,,0,0.00,,51000.00,28000.00,,107,1,1,,02001,C,2,32020010100,07351100,550-BK,
201,107,1,,4,09806,2362,1668,26.40,,0,0.00,,51000.00,33000.00,,107,1,1,,02001,C,2,32020010100,07351500,5517-UX,
201,107,1,,4,09806,2362,1668,26.40,,0,0.00,,51000.00,33000.00,,107,1,1,,02001,C,2,32020010100,07350200,5518-UX,
201,107,1,,4,09806,2362,1668,26.40,,0,0.00,,51000.00,33000.00,,107,1,1,,02001,C,2,32020010100,07350200,5519-UX,
201,107,1,,4,09708,3311,1140,26.40,,0,0.00,,51000.00,52000.00,油電混合動力車。,107,1,1,,02001,C,2,32020010100,07351500,5638-QH,
201,107,1,,4,09312,4600,1668,26.40,,0,0.00,,51000.00,60000.00,,107,1,1,,02001,C,2,32020010100,07351500,5B-9596,
201,107,1,,4,09704,1998,1668,26.40,,0,0.00,,51000.00,20000.00,,107,1,1,,02001,C,2,32020010100,07350400,6316-QH,
201,107,1,,4,09704,1998,1668,26.40,,0,0.00,,51000.00,20000.00,,107,1,1,,02001,C,2,32020010100,07350400,6317-QH,
201,107,1,,4,09704,1998,1668,26.40,,0,0.00,,51000.00,20000.00,,107,1,1,,02001,C,2,32020010100,07350400,6318-QH,
201,107,1,,4,09704,1998,1668,26.40,,0,0.00,,51000.00,20000.00,,107,1,1,,02001,C,2,32020010100,07350400,6319-QH,
201,107,1,,4,09704,1998,1668,26.40,,0,0.00,,51000.00,20000.00,,107,1,1,,02001,C,2,32020010100,07350400,6328-QH,
201,107,1,,4,09704,1998,1668,26.40,,0,0.00,,51000.00,20000.00,,107,1,1,,02001,C,2,32020010100,07350400,6329-QH,
201,107,1,,4,09504,1998,1668,26.40,,0,0.00,,51000.00,21000.00,,107,1,1,,02001,C,2,32020010100,07350400,7611-ET,
201,107,1,,4,09504,1998,1668,26.40,,0,0.00,,51000.00,21000.00,,107,1,1,,02001,C,2,32020010100,07350400,7612-ET,
201,107,1,,4,09805,1798,852,26.40,,972,15.30,,51000.00,15000.00,油氣雙燃料車。,107,1,1,,02001,C,2,32020010100,07350400,8726-QH,
201,107,1,,4,09805,1798,852,26.40,,972,15.30,,51000.00,15000.00,油氣雙燃料車。,107,1,1,,02001,C,2,32020010100,07350400,8727-QH,
201,107,1,,4,09805,1798,852,26.40,,972,15.30,,51000.00,15000.00,油氣雙燃料車。,107,1,1,,02001,C,2,32020010100,07350400,8728-QH,
201,107,1,,4,09706,4600,1668,26.40,,0,0.00,,51000.00,61000.00,,107,1,1,,02001,C,2,32020010100,07351500,8958-QH,
201,107,1,,4,09504,2378,1668,26.40,,0,0.00,,51000.00,21000.00,,107,1,1,,02001,C,2,32020010100,07351500,9207-DA,
201,107,1,,4,09806,2362,1668,26.40,,0,0.00,,51000.00,20000.00,,107,1,1,,02001,C,2,32020010100,07351500,9216-QH,
201,107,1,,4,09806,2362,1668,26.40,,0,0.00,,51000.00,20000.00,,107,1,1,,02001,C,2,32020010100,07351500,9226-QH,
201,107,1,,4,09806,2362,1668,26.40,,0,0.00,,51000.00,20000.00,,107,1,1,,02001,C,2,32020010100,07351500,9227-QH,
201,107,1,,1,09608,1997,1668,26.40,,0,0.00,,51000.00,17000.00,,107,1,1,,02001,C,2,32020010100,07351200,9791-QL,
201,107,1,,1,09608,1997,1668,26.40,,0,0.00,,51000.00,17000.00,,107,1,1,,02001,C,2,32020010100,07351200,9792-QL,
201,107,1,,7,10205,2200,1668,26.40,,0,0.00,,34000.00,27000.00,,107,1,1,,02001,C,2,32020010100,07351500,AAE-5087,
201,107,1,,4,10205,2000,1668,26.40,,0,0.00,,34000.00,22000.00,,107,1,1,,02001,C,2,32020010100,07350900,AAE-5715,
201,107,1,,20,09507,4104,1668,20.40,,0,0.00,,51000.00,35000.00,,107,1,1,,02001,C,2,32020010100,07351500,BD-350,
201,107,1,,11,09509,5400,1668,26.40,,0,0.00,,51000.00,41000.00,,107,1,1,,02001,C,2,32020010100,07351500,BD-601,
201,108,1,,4,09408,3498,1668,32.40,,0,0.00,,51000.00,40000.00,,108,1,1,,02001,C,2,32020010100,07350400,0158-QH,
201,108,1,,4,09504,2378,1668,32.40,,0,0.00,,51000.00,20000.00,,108,1,1,,02001,C,2,32020010100,07350100,0159-QH,
201,108,1,,4,09504,2378,1668,32.40,,0,0.00,,51000.00,21000.00,,108,1,1,,02001,C,2,32020010100,07350400,0160-QH,
