id,time,m33_fiscalyear,m33_reportno,m33_level1,m33_level2,m33_level3,m33_level4,m33_objectname,m33_objectno,m33_detailid,br_fiscalyear,br_fundkind,br_budgetkind,br_specialbudgetno,br_agenno,br_agentype,br_budgetstate,br_objectno,br_holds1,br_area1,br_bookvalue1,br_amtyear1,br_holds2,br_area2,br_amtyear2,br_holds3,br_area3,br_deposit,br_rental,br_amtyear3,br_area4,br_deposit4,br_rental4,br_amtyear4,br_versiondate,br_text
301,105,105,"辦公房舍      ",002,003,,,多房間職務宿舍,07320203,0,105,1,1,,03001,C,"2         ","07320203  ",,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"註<#H1>辦公房屋中無償借用之1樓層，係雲嘉南區聯合服務中心向嘉義市政府無償借用。有償租用之5樓層，包括南部聯合服務中心租用3樓層1,247平方公尺，押金536千元，租金1,383千元；東部聯合服務中心租用2樓層849.9平方公尺，租金1,296千元。<#H1>首長宿舍中無償借用3戶，係向國有財產署無償借用承德宿舍。<#H1>單房間職務宿舍，包括院本部1棟有17間、南部聯合服務中心9間，另中部聯合服務中心有1棟係房屋持分460/17,500計65.26平方公尺。"
301,105,105,"辦公房舍      ",003,,,,其他　　,07321000,0,105,1,1,,03001,C,"2         ","07321000  ",,28.00,3883000.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,,"註<#H1>辦公房屋中無償借用之1樓層，係雲嘉南區聯合服務中心向嘉義市政府無償借用。有償租用之5樓層，包括南部聯合服務中心租用3樓層1,247平方公尺，押金536千元，租金1,383千元；東部聯合服務中心租用2樓層849.9平方公尺，租金1,296千元。<#H1>首長宿舍中無償借用3戶，係向國有財產署無償借用承德宿舍。<#H1>單房間職務宿舍，包括院本部1棟有17間、南部聯合服務中心9間，另中部聯合服務中心有1棟係房屋持分460/17,500計65.26平方公尺。"
301,106,106,"辦公房舍      ",001,,,,辦公房屋,07320100,0,106,1,1,,03001,C,"2         ","07320100  ",14棟,49207.26,104138000.00,2742000.00,1樓層,2232.38,89000.00,5樓層,2097.12,536000.00,2673000.00,0.00,53536.76,536000.00,2673000.00,2831000.00,,"註<#H1>辦公房屋<#H2>自有14棟，包括院本部8棟44,234.92平方公尺、中部聯合服務中心6棟(所有權與多單位共同持分4,972.34平方公尺)。<#H2>無償借用1樓層，係雲嘉南區聯合服務中心向嘉義市政府無償借用。<#H2>有償租用5樓層，包括南部聯合服務中心租用3樓層1,247.22平方公尺，押金536千元，租金1,383千元；東部聯合服務中心租用2樓層849.9平方公尺，租金1,290千元。<#H1>首長宿舍無償借用2戶，係院本部向國有財產署無償借用承德宿舍。<#H1>單房間職務宿舍自有26間，包括院本部17間、南部聯合服務中心9間。<#H1>多房間職務宿舍自有1棟65.26平方公尺，係中部聯合服務中心與多單位共同持分(總面積2,449.46平方公尺及附屬建物面積33.28平方公尺，管理機關行政院管有之權力範圍為460/17,500)。<#H1>其他自有29平方公尺，包括院本部崗亭、水塔等。"
301,106,106,"辦公房舍      ",002,,,,機關宿舍,07320200,1,106,1,1,,03001,C,"2         ","07320200  ",,2846.65,35867000.00,116000.00,,197.80,42000.00,,0.00,0.00,0.00,0.00,3044.45,0.00,0.00,158000.00,,"註<#H1>辦公房屋<#H2>自有14棟，包括院本部8棟44,234.92平方公尺、中部聯合服務中心6棟(所有權與多單位共同持分4,972.34平方公尺)。<#H2>無償借用1樓層，係雲嘉南區聯合服務中心向嘉義市政府無償借用。<#H2>有償租用5樓層，包括南部聯合服務中心租用3樓層1,247.22平方公尺，押金536千元，租金1,383千元；東部聯合服務中心租用2樓層849.9平方公尺，租金1,290千元。<#H1>首長宿舍無償借用2戶，係院本部向國有財產署無償借用承德宿舍。<#H1>單房間職務宿舍自有26間，包括院本部17間、南部聯合服務中心9間。<#H1>多房間職務宿舍自有1棟65.26平方公尺，係中部聯合服務中心與多單位共同持分(總面積2,449.46平方公尺及附屬建物面積33.28平方公尺，管理機關行政院管有之權力範圍為460/17,500)。<#H1>其他自有29平方公尺，包括院本部崗亭、水塔等。"
301,106,106,"辦公房舍      ",002,001,,,首長宿舍,07320201,0,106,1,1,,03001,C,"2         ","07320201  ",12戶,2149.02,22006000.00,100000.00,2戶,197.80,42000.00,,0.00,0.00,0.00,0.00,2346.82,0.00,0.00,142000.00,,"註<#H1>辦公房屋<#H2>自有14棟，包括院本部8棟44,234.92平方公尺、中部聯合服務中心6棟(所有權與多單位共同持分4,972.34平方公尺)。<#H2>無償借用1樓層，係雲嘉南區聯合服務中心向嘉義市政府無償借用。<#H2>有償租用5樓層，包括南部聯合服務中心租用3樓層1,247.22平方公尺，押金536千元，租金1,383千元；東部聯合服務中心租用2樓層849.9平方公尺，租金1,290千元。<#H1>首長宿舍無償借用2戶，係院本部向國有財產署無償借用承德宿舍。<#H1>單房間職務宿舍自有26間，包括院本部17間、南部聯合服務中心9間。<#H1>多房間職務宿舍自有1棟65.26平方公尺，係中部聯合服務中心與多單位共同持分(總面積2,449.46平方公尺及附屬建物面積33.28平方公尺，管理機關行政院管有之權力範圍為460/17,500)。<#H1>其他自有29平方公尺，包括院本部崗亭、水塔等。"
301,106,106,"辦公房舍      ",002,002,,,單房間職務宿舍,07320202,0,106,1,1,,03001,C,"2         ","07320202  ",26間,632.37,13739000.00,16000.00,,0.00,0.00,,0.00,0.00,0.00,0.00,632.37,0.00,0.00,16000.00,,"註<#H1>辦公房屋<#H2>自有14棟，包括院本部8棟44,234.92平方公尺、中部聯合服務中心6棟(所有權與多單位共同持分4,972.34平方公尺)。<#H2>無償借用1樓層，係雲嘉南區聯合服務中心向嘉義市政府無償借用。<#H2>有償租用5樓層，包括南部聯合服務中心租用3樓層1,247.22平方公尺，押金536千元，租金1,383千元；東部聯合服務中心租用2樓層849.9平方公尺，租金1,290千元。<#H1>首長宿舍無償借用2戶，係院本部向國有財產署無償借用承德宿舍。<#H1>單房間職務宿舍自有26間，包括院本部17間、南部聯合服務中心9間。<#H1>多房間職務宿舍自有1棟65.26平方公尺，係中部聯合服務中心與多單位共同持分(總面積2,449.46平方公尺及附屬建物面積33.28平方公尺，管理機關行政院管有之權力範圍為460/17,500)。<#H1>其他自有29平方公尺，包括院本部崗亭、水塔等。"
301,106,106,"辦公房舍      ",002,003,,,多房間職務宿舍,07320203,0,106,1,1,,03001,C,"2         ","07320203  ",1棟,65.26,122000.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,65.26,0.00,0.00,0.00,,"註<#H1>辦公房屋<#H2>自有14棟，包括院本部8棟44,234.92平方公尺、中部聯合服務中心6棟(所有權與多單位共同持分4,972.34平方公尺)。<#H2>無償借用1樓層，係雲嘉南區聯合服務中心向嘉義市政府無償借用。<#H2>有償租用5樓層，包括南部聯合服務中心租用3樓層1,247.22平方公尺，押金536千元，租金1,383千元；東部聯合服務中心租用2樓層849.9平方公尺，租金1,290千元。<#H1>首長宿舍無償借用2戶，係院本部向國有財產署無償借用承德宿舍。<#H1>單房間職務宿舍自有26間，包括院本部17間、南部聯合服務中心9間。<#H1>多房間職務宿舍自有1棟65.26平方公尺，係中部聯合服務中心與多單位共同持分(總面積2,449.46平方公尺及附屬建物面積33.28平方公尺，管理機關行政院管有之權力範圍為460/17,500)。<#H1>其他自有29平方公尺，包括院本部崗亭、水塔等。"
301,106,106,"辦公房舍      ",003,,,,其他　　,07321000,0,106,1,1,,03001,C,"2         ","07321000  ",,29.00,208000.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00,,"註<#H1>辦公房屋<#H2>自有14棟，包括院本部8棟44,234.92平方公尺、中部聯合服務中心6棟(所有權與多單位共同持分4,972.34平方公尺)。<#H2>無償借用1樓層，係雲嘉南區聯合服務中心向嘉義市政府無償借用。<#H2>有償租用5樓層，包括南部聯合服務中心租用3樓層1,247.22平方公尺，押金536千元，租金1,383千元；東部聯合服務中心租用2樓層849.9平方公尺，租金1,290千元。<#H1>首長宿舍無償借用2戶，係院本部向國有財產署無償借用承德宿舍。<#H1>單房間職務宿舍自有26間，包括院本部17間、南部聯合服務中心9間。<#H1>多房間職務宿舍自有1棟65.26平方公尺，係中部聯合服務中心與多單位共同持分(總面積2,449.46平方公尺及附屬建物面積33.28平方公尺，管理機關行政院管有之權力範圍為460/17,500)。<#H1>其他自有29平方公尺，包括院本部崗亭、水塔等。"
301,107,107,"辦公房舍      ",001,,,,辦公房屋,07320100,0,107,1,1,,03001,C,"2         ","07320100  ",13棟,49206.09,104148000.00,3092000.00,1樓層,2232.38,89000.00,5樓層,2097.12,536000.00,2673000.00,0.00,53535.59,536000.00,2673000.00,3181000.00,,"註<#H1>辦公房屋<#H2>自有13棟，包括院本部8棟44,234.92平方公尺、中部聯合服務中心5棟(所有權與多單位共同持分4,971.17平方公尺)。<#H2>無償借用1樓層，係雲嘉南區聯合服務中心向嘉義市政府無償借用。<#H2>有償租用5樓層，包括南部聯合服務中心租用3樓層1,247.22平方公尺，押金536千元，租金1,383千元；東部聯合服務中心租用2樓層849.9平方公尺，租金1,290千元。<#H1>首長宿舍無償借用2戶，係院本部向國有財產署無償借用承德宿舍。<#H1>單房間職務宿舍自有26間，包括院本部17間、南部聯合服務中心9間。<#H1>多房間職務宿舍自有1棟65.26平方公尺，係中部聯合服務中心與多單位共同持分(總面積2,449.46平方公尺及附屬建物面積33.28平方公尺，管理機關行政院管有之權力範圍為460/17,500)。<#H1>其他自有29平方公尺，包括院本部崗亭、水塔等。"
301,107,107,"辦公房舍      ",002,,,,機關宿舍,07320200,1,107,1,1,,03001,C,"2         ","07320200  ",,2846.65,35268000.00,126000.00,,197.80,42000.00,,0.00,0.00,0.00,0.00,3044.45,0.00,0.00,168000.00,,"註<#H1>辦公房屋<#H2>自有13棟，包括院本部8棟44,234.92平方公尺、中部聯合服務中心5棟(所有權與多單位共同持分4,971.17平方公尺)。<#H2>無償借用1樓層，係雲嘉南區聯合服務中心向嘉義市政府無償借用。<#H2>有償租用5樓層，包括南部聯合服務中心租用3樓層1,247.22平方公尺，押金536千元，租金1,383千元；東部聯合服務中心租用2樓層849.9平方公尺，租金1,290千元。<#H1>首長宿舍無償借用2戶，係院本部向國有財產署無償借用承德宿舍。<#H1>單房間職務宿舍自有26間，包括院本部17間、南部聯合服務中心9間。<#H1>多房間職務宿舍自有1棟65.26平方公尺，係中部聯合服務中心與多單位共同持分(總面積2,449.46平方公尺及附屬建物面積33.28平方公尺，管理機關行政院管有之權力範圍為460/17,500)。<#H1>其他自有29平方公尺，包括院本部崗亭、水塔等。"
301,107,107,"辦公房舍      ",002,001,,,首長宿舍,07320201,0,107,1,1,,03001,C,"2         ","07320201  ",12戶,2149.02,21410000.00,100000.00,2戶,197.80,42000.00,,0.00,0.00,0.00,0.00,2346.82,0.00,0.00,142000.00,,"註<#H1>辦公房屋<#H2>自有13棟，包括院本部8棟44,234.92平方公尺、中部聯合服務中心5棟(所有權與多單位共同持分4,971.17平方公尺)。<#H2>無償借用1樓層，係雲嘉南區聯合服務中心向嘉義市政府無償借用。<#H2>有償租用5樓層，包括南部聯合服務中心租用3樓層1,247.22平方公尺，押金536千元，租金1,383千元；東部聯合服務中心租用2樓層849.9平方公尺，租金1,290千元。<#H1>首長宿舍無償借用2戶，係院本部向國有財產署無償借用承德宿舍。<#H1>單房間職務宿舍自有26間，包括院本部17間、南部聯合服務中心9間。<#H1>多房間職務宿舍自有1棟65.26平方公尺，係中部聯合服務中心與多單位共同持分(總面積2,449.46平方公尺及附屬建物面積33.28平方公尺，管理機關行政院管有之權力範圍為460/17,500)。<#H1>其他自有29平方公尺，包括院本部崗亭、水塔等。"
301,107,107,"辦公房舍      ",002,002,,,單房間職務宿舍,07320202,0,107,1,1,,03001,C,"2         ","07320202  ",26間,632.37,13739000.00,26000.00,,0.00,0.00,,0.00,0.00,0.00,0.00,632.37,0.00,0.00,26000.00,,"註<#H1>辦公房屋<#H2>自有13棟，包括院本部8棟44,234.92平方公尺、中部聯合服務中心5棟(所有權與多單位共同持分4,971.17平方公尺)。<#H2>無償借用1樓層，係雲嘉南區聯合服務中心向嘉義市政府無償借用。<#H2>有償租用5樓層，包括南部聯合服務中心租用3樓層1,247.22平方公尺，押金536千元，租金1,383千元；東部聯合服務中心租用2樓層849.9平方公尺，租金1,290千元。<#H1>首長宿舍無償借用2戶，係院本部向國有財產署無償借用承德宿舍。<#H1>單房間職務宿舍自有26間，包括院本部17間、南部聯合服務中心9間。<#H1>多房間職務宿舍自有1棟65.26平方公尺，係中部聯合服務中心與多單位共同持分(總面積2,449.46平方公尺及附屬建物面積33.28平方公尺，管理機關行政院管有之權力範圍為460/17,500)。<#H1>其他自有29平方公尺，包括院本部崗亭、水塔等。"
301,107,107,"辦公房舍      ",002,003,,,多房間職務宿舍,07320203,0,107,1,1,,03001,C,"2         ","07320203  ",1棟,65.26,119000.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,65.26,0.00,0.00,0.00,,"註<#H1>辦公房屋<#H2>自有13棟，包括院本部8棟44,234.92平方公尺、中部聯合服務中心5棟(所有權與多單位共同持分4,971.17平方公尺)。<#H2>無償借用1樓層，係雲嘉南區聯合服務中心向嘉義市政府無償借用。<#H2>有償租用5樓層，包括南部聯合服務中心租用3樓層1,247.22平方公尺，押金536千元，租金1,383千元；東部聯合服務中心租用2樓層849.9平方公尺，租金1,290千元。<#H1>首長宿舍無償借用2戶，係院本部向國有財產署無償借用承德宿舍。<#H1>單房間職務宿舍自有26間，包括院本部17間、南部聯合服務中心9間。<#H1>多房間職務宿舍自有1棟65.26平方公尺，係中部聯合服務中心與多單位共同持分(總面積2,449.46平方公尺及附屬建物面積33.28平方公尺，管理機關行政院管有之權力範圍為460/17,500)。<#H1>其他自有29平方公尺，包括院本部崗亭、水塔等。"
301,107,107,"辦公房舍      ",003,,,,其他　　,07321000,0,107,1,1,,03001,C,"2         ","07321000  ",,29.00,208000.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00,,"註<#H1>辦公房屋<#H2>自有13棟，包括院本部8棟44,234.92平方公尺、中部聯合服務中心5棟(所有權與多單位共同持分4,971.17平方公尺)。<#H2>無償借用1樓層，係雲嘉南區聯合服務中心向嘉義市政府無償借用。<#H2>有償租用5樓層，包括南部聯合服務中心租用3樓層1,247.22平方公尺，押金536千元，租金1,383千元；東部聯合服務中心租用2樓層849.9平方公尺，租金1,290千元。<#H1>首長宿舍無償借用2戶，係院本部向國有財產署無償借用承德宿舍。<#H1>單房間職務宿舍自有26間，包括院本部17間、南部聯合服務中心9間。<#H1>多房間職務宿舍自有1棟65.26平方公尺，係中部聯合服務中心與多單位共同持分(總面積2,449.46平方公尺及附屬建物面積33.28平方公尺，管理機關行政院管有之權力範圍為460/17,500)。<#H1>其他自有29平方公尺，包括院本部崗亭、水塔等。"
301,108,108,"辦公房舍      ",001,,,,辦公房屋,07320100,0,108,1,1,,03001,C,"2         ","07320100  ",13棟,49206.09,109753000.00,3232000.00,1樓層,2232.38,89000.00,5樓層,2097.12,536000.00,1981000.00,0.00,53535.59,536000.00,1981000.00,3321000.00,,"註<#H1>辦公房屋<#H2>自有13棟，包括院本部8棟44,234.92平方公尺、中部聯合服務中心5棟(所有權與多單位共同持分4,971.17平方公尺)。<#H2>無償借用1樓層，係雲嘉南區聯合服務中心向嘉義市政府無償借用。<#H2>有償租用5樓層，包括南部聯合服務中心租用3樓層1,247.22平方公尺，押金536千元，租金691千元；東部聯合服務中心租用2樓層849.9平方公尺，租金1,290千元。<#H1>首長宿舍無償借用2戶，係院本部向國有財產署無償借用承德宿舍。<#H1>單房間職務宿舍自有26間，包括院本部17間、南部聯合服務中心9間。<#H1>多房間職務宿舍自有1棟65.26平方公尺，係中部聯合服務中心與多單位共同持分(總面積2,449.46平方公尺及附屬建物面積33.28平方公尺，管理機關行政院管有之權力範圍為460/17,500)。<#H1>其他自有29平方公尺，包括院本部崗亭、水塔等。"
301,108,108,"辦公房舍      ",002,,,,機關宿舍,07320200,1,108,1,1,,03001,C,"2         ","07320200  ",,4582.24,37448000.00,126000.00,,197.80,42000.00,,0.00,0.00,0.00,0.00,4780.04,0.00,0.00,168000.00,,"註<#H1>辦公房屋<#H2>自有13棟，包括院本部8棟44,234.92平方公尺、中部聯合服務中心5棟(所有權與多單位共同持分4,971.17平方公尺)。<#H2>無償借用1樓層，係雲嘉南區聯合服務中心向嘉義市政府無償借用。<#H2>有償租用5樓層，包括南部聯合服務中心租用3樓層1,247.22平方公尺，押金536千元，租金691千元；東部聯合服務中心租用2樓層849.9平方公尺，租金1,290千元。<#H1>首長宿舍無償借用2戶，係院本部向國有財產署無償借用承德宿舍。<#H1>單房間職務宿舍自有26間，包括院本部17間、南部聯合服務中心9間。<#H1>多房間職務宿舍自有1棟65.26平方公尺，係中部聯合服務中心與多單位共同持分(總面積2,449.46平方公尺及附屬建物面積33.28平方公尺，管理機關行政院管有之權力範圍為460/17,500)。<#H1>其他自有29平方公尺，包括院本部崗亭、水塔等。"
301,108,108,"辦公房舍      ",002,001,,,首長宿舍,07320201,0,108,1,1,,03001,C,"2         ","07320201  ",13戶,3884.61,23592000.00,100000.00,2戶,197.80,42000.00,,0.00,0.00,0.00,0.00,4082.41,0.00,0.00,142000.00,,"註<#H1>辦公房屋<#H2>自有13棟，包括院本部8棟44,234.92平方公尺、中部聯合服務中心5棟(所有權與多單位共同持分4,971.17平方公尺)。<#H2>無償借用1樓層，係雲嘉南區聯合服務中心向嘉義市政府無償借用。<#H2>有償租用5樓層，包括南部聯合服務中心租用3樓層1,247.22平方公尺，押金536千元，租金691千元；東部聯合服務中心租用2樓層849.9平方公尺，租金1,290千元。<#H1>首長宿舍無償借用2戶，係院本部向國有財產署無償借用承德宿舍。<#H1>單房間職務宿舍自有26間，包括院本部17間、南部聯合服務中心9間。<#H1>多房間職務宿舍自有1棟65.26平方公尺，係中部聯合服務中心與多單位共同持分(總面積2,449.46平方公尺及附屬建物面積33.28平方公尺，管理機關行政院管有之權力範圍為460/17,500)。<#H1>其他自有29平方公尺，包括院本部崗亭、水塔等。"
301,108,108,"辦公房舍      ",002,002,,,單房間職務宿舍,07320202,0,108,1,1,,03001,C,"2         ","07320202  ",26間,632.37,13739000.00,26000.00,,0.00,0.00,,0.00,0.00,0.00,0.00,632.37,0.00,0.00,26000.00,,"註<#H1>辦公房屋<#H2>自有13棟，包括院本部8棟44,234.92平方公尺、中部聯合服務中心5棟(所有權與多單位共同持分4,971.17平方公尺)。<#H2>無償借用1樓層，係雲嘉南區聯合服務中心向嘉義市政府無償借用。<#H2>有償租用5樓層，包括南部聯合服務中心租用3樓層1,247.22平方公尺，押金536千元，租金691千元；東部聯合服務中心租用2樓層849.9平方公尺，租金1,290千元。<#H1>首長宿舍無償借用2戶，係院本部向國有財產署無償借用承德宿舍。<#H1>單房間職務宿舍自有26間，包括院本部17間、南部聯合服務中心9間。<#H1>多房間職務宿舍自有1棟65.26平方公尺，係中部聯合服務中心與多單位共同持分(總面積2,449.46平方公尺及附屬建物面積33.28平方公尺，管理機關行政院管有之權力範圍為460/17,500)。<#H1>其他自有29平方公尺，包括院本部崗亭、水塔等。"
301,108,108,"辦公房舍      ",002,003,,,多房間職務宿舍,07320203,0,108,1,1,,03001,C,"2         ","07320203  ",1棟,65.26,117000.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,65.26,0.00,0.00,0.00,,"註<#H1>辦公房屋<#H2>自有13棟，包括院本部8棟44,234.92平方公尺、中部聯合服務中心5棟(所有權與多單位共同持分4,971.17平方公尺)。<#H2>無償借用1樓層，係雲嘉南區聯合服務中心向嘉義市政府無償借用。<#H2>有償租用5樓層，包括南部聯合服務中心租用3樓層1,247.22平方公尺，押金536千元，租金691千元；東部聯合服務中心租用2樓層849.9平方公尺，租金1,290千元。<#H1>首長宿舍無償借用2戶，係院本部向國有財產署無償借用承德宿舍。<#H1>單房間職務宿舍自有26間，包括院本部17間、南部聯合服務中心9間。<#H1>多房間職務宿舍自有1棟65.26平方公尺，係中部聯合服務中心與多單位共同持分(總面積2,449.46平方公尺及附屬建物面積33.28平方公尺，管理機關行政院管有之權力範圍為460/17,500)。<#H1>其他自有29平方公尺，包括院本部崗亭、水塔等。"
301,108,108,"辦公房舍      ",003,,,,其他　　,07321000,0,108,1,1,,03001,C,"2         ","07321000  ",,29.00,175000.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00,,"註<#H1>辦公房屋<#H2>自有13棟，包括院本部8棟44,234.92平方公尺、中部聯合服務中心5棟(所有權與多單位共同持分4,971.17平方公尺)。<#H2>無償借用1樓層，係雲嘉南區聯合服務中心向嘉義市政府無償借用。<#H2>有償租用5樓層，包括南部聯合服務中心租用3樓層1,247.22平方公尺，押金536千元，租金691千元；東部聯合服務中心租用2樓層849.9平方公尺，租金1,290千元。<#H1>首長宿舍無償借用2戶，係院本部向國有財產署無償借用承德宿舍。<#H1>單房間職務宿舍自有26間，包括院本部17間、南部聯合服務中心9間。<#H1>多房間職務宿舍自有1棟65.26平方公尺，係中部聯合服務中心與多單位共同持分(總面積2,449.46平方公尺及附屬建物面積33.28平方公尺，管理機關行政院管有之權力範圍為460/17,500)。<#H1>其他自有29平方公尺，包括院本部崗亭、水塔等。"
301,109,109,"辦公房舍      ",001,,,,辦公房屋,07320100,0,109,1,1,,03001,C,"2         ","07320100  ",15棟,57924.19,520152000.00,3395000.00,1樓層,2232.38,89000.00,2樓層,849.90,0.00,1290000.00,0.00,61006.47,0.00,1290000.00,3484000.00,,"註<#H1>辦公房屋<#H2>自有15棟，包括院本部8棟44,237.92平方公尺、南部聯合服務中心1棟6,660.56平方公尺、中部聯合服務中心5棟(所有權與多單位共同持分4,971.17平方公尺)及金馬聯合服務中心1棟2,054.54平方公尺。<#H2>無償借用1樓層，係雲嘉南區聯合服務中心向嘉義市政府無償借用。<#H2>有償租用2樓層，係東部聯合服務中心租用2樓層849.9平方公尺，租金1,290千元。<#H1>首長宿舍無償借用2戶197.8平方公尺，係院本部向國有財產署無償借用承德宿舍。<#H1>單房間職務宿舍自有23間，包括院本部17間344.96平方公尺、南部聯合服務中心6間191.78平方公尺。<#H1>多房間職務宿舍自有1棟65.26平方公尺，係中部聯合服務中心與多單位共同持分(總面積2,449.46平方公尺及附屬建物面積33.28平方公尺，管理機關行政院管有之權力範圍為460/17,500)。<#H1>其他自有29平方公尺，包括院本部崗亭、水塔等。"
301,109,109,"辦公房舍      ",002,,,,機關宿舍,07320200,1,109,1,1,,03001,C,"2         ","07320200  ",,4269.85,56018000.00,121000.00,,197.80,42000.00,,0.00,0.00,0.00,0.00,4467.65,0.00,0.00,163000.00,,"註<#H1>辦公房屋<#H2>自有15棟，包括院本部8棟44,237.92平方公尺、南部聯合服務中心1棟6,660.56平方公尺、中部聯合服務中心5棟(所有權與多單位共同持分4,971.17平方公尺)及金馬聯合服務中心1棟2,054.54平方公尺。<#H2>無償借用1樓層，係雲嘉南區聯合服務中心向嘉義市政府無償借用。<#H2>有償租用2樓層，係東部聯合服務中心租用2樓層849.9平方公尺，租金1,290千元。<#H1>首長宿舍無償借用2戶197.8平方公尺，係院本部向國有財產署無償借用承德宿舍。<#H1>單房間職務宿舍自有23間，包括院本部17間344.96平方公尺、南部聯合服務中心6間191.78平方公尺。<#H1>多房間職務宿舍自有1棟65.26平方公尺，係中部聯合服務中心與多單位共同持分(總面積2,449.46平方公尺及附屬建物面積33.28平方公尺，管理機關行政院管有之權力範圍為460/17,500)。<#H1>其他自有29平方公尺，包括院本部崗亭、水塔等。"
301,109,109,"辦公房舍      ",002,001,,,首長宿舍,07320201,0,109,1,1,,03001,C,"2         ","07320201  ",12戶,3667.85,44504000.00,100000.00,2戶,197.80,42000.00,,0.00,0.00,0.00,0.00,3865.65,0.00,0.00,142000.00,,"註<#H1>辦公房屋<#H2>自有15棟，包括院本部8棟44,237.92平方公尺、南部聯合服務中心1棟6,660.56平方公尺、中部聯合服務中心5棟(所有權與多單位共同持分4,971.17平方公尺)及金馬聯合服務中心1棟2,054.54平方公尺。<#H2>無償借用1樓層，係雲嘉南區聯合服務中心向嘉義市政府無償借用。<#H2>有償租用2樓層，係東部聯合服務中心租用2樓層849.9平方公尺，租金1,290千元。<#H1>首長宿舍無償借用2戶197.8平方公尺，係院本部向國有財產署無償借用承德宿舍。<#H1>單房間職務宿舍自有23間，包括院本部17間344.96平方公尺、南部聯合服務中心6間191.78平方公尺。<#H1>多房間職務宿舍自有1棟65.26平方公尺，係中部聯合服務中心與多單位共同持分(總面積2,449.46平方公尺及附屬建物面積33.28平方公尺，管理機關行政院管有之權力範圍為460/17,500)。<#H1>其他自有29平方公尺，包括院本部崗亭、水塔等。"
301,109,109,"辦公房舍      ",002,002,,,單房間職務宿舍,07320202,0,109,1,1,,03001,C,"2         ","07320202  ",23間,536.74,11307000.00,21000.00,,0.00,0.00,,0.00,0.00,0.00,0.00,536.74,0.00,0.00,21000.00,,"註<#H1>辦公房屋<#H2>自有15棟，包括院本部8棟44,237.92平方公尺、南部聯合服務中心1棟6,660.56平方公尺、中部聯合服務中心5棟(所有權與多單位共同持分4,971.17平方公尺)及金馬聯合服務中心1棟2,054.54平方公尺。<#H2>無償借用1樓層，係雲嘉南區聯合服務中心向嘉義市政府無償借用。<#H2>有償租用2樓層，係東部聯合服務中心租用2樓層849.9平方公尺，租金1,290千元。<#H1>首長宿舍無償借用2戶197.8平方公尺，係院本部向國有財產署無償借用承德宿舍。<#H1>單房間職務宿舍自有23間，包括院本部17間344.96平方公尺、南部聯合服務中心6間191.78平方公尺。<#H1>多房間職務宿舍自有1棟65.26平方公尺，係中部聯合服務中心與多單位共同持分(總面積2,449.46平方公尺及附屬建物面積33.28平方公尺，管理機關行政院管有之權力範圍為460/17,500)。<#H1>其他自有29平方公尺，包括院本部崗亭、水塔等。"
301,109,109,"辦公房舍      ",002,003,,,多房間職務宿舍,07320203,0,109,1,1,,03001,C,"2         ","07320203  ",1棟,65.26,207000.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,65.26,0.00,0.00,0.00,,"註<#H1>辦公房屋<#H2>自有15棟，包括院本部8棟44,237.92平方公尺、南部聯合服務中心1棟6,660.56平方公尺、中部聯合服務中心5棟(所有權與多單位共同持分4,971.17平方公尺)及金馬聯合服務中心1棟2,054.54平方公尺。<#H2>無償借用1樓層，係雲嘉南區聯合服務中心向嘉義市政府無償借用。<#H2>有償租用2樓層，係東部聯合服務中心租用2樓層849.9平方公尺，租金1,290千元。<#H1>首長宿舍無償借用2戶197.8平方公尺，係院本部向國有財產署無償借用承德宿舍。<#H1>單房間職務宿舍自有23間，包括院本部17間344.96平方公尺、南部聯合服務中心6間191.78平方公尺。<#H1>多房間職務宿舍自有1棟65.26平方公尺，係中部聯合服務中心與多單位共同持分(總面積2,449.46平方公尺及附屬建物面積33.28平方公尺，管理機關行政院管有之權力範圍為460/17,500)。<#H1>其他自有29平方公尺，包括院本部崗亭、水塔等。"
