id,time,會計年度,款,項,目,節,預算科目編號,預算科目名稱,分計畫編號,分計畫名稱,經常支出_人事費,經常支出_業務費,經常支出_獎補助費,經常支出_債務費,經常支出_小計,資本資出_業務費,資本資出_設備及投資,資本資出_獎補助費,資本資出_小計,合計,備註
240,111,111,,,,1,5202405010-2,科學研究基金,,,0,0,881710000,0,881710000,0,406685000,0,406685000,1288395000,
240,111,111,,,6,,5202409000-0,一般建築及設備,,,0,0,0,0,0,0,4774725,0,4774725,4774725,
240,111,111,,,,1,5202409011-7,交通及運輸設備,,,0,0,0,0,0,0,4774725,0,4774725,4774725,
240,111,111,,,,,,小計,,,2649436314,5696863057,1310144431,0,9656443802,0,1773549547,0,1773549547,11429993349,
240,111,111,1,,,,0002000000-8,總統府主管,,,0,0,0,0,0,0,0,0,0,0,
240,111,111,,5,,,0002400000-9,中央研究院,,,0,154223519,466099,0,154689618,0,924559702,0,924559702,1079249320,
240,111,111,,,1,,5202400100-6,一般行政,,,0,528809,0,0,528809,0,0,0,0,528809,
240,111,111,,,2,,5202401000-7,"一般學術研究及評
議",,,0,130943072,466099,0,131409171,0,232747012,0,232747012,364156183,
240,111,111,,,,2,5202401020-4,"學術研究與人才
培育",,,0,130943072,466099,0,131409171,0,232747012,0,232747012,364156183,
240,111,111,,,3,,5202402000-2,"自然及人文社會科
學研究",,,0,20487838,0,0,20487838,0,68669407,0,68669407,89157245,
240,111,111,,,,1,5202402010-6,數理科學研究,,,0,11361421,0,0,11361421,0,30033822,0,30033822,41395243,
240,111,111,,,,2,5202402020-0,生命科學研究,,,0,4301964,0,0,4301964,0,30494417,0,30494417,34796381,
240,111,111,,,,3,5202402030-3,"人文及社會科學
研究",,,0,4824453,0,0,4824453,0,8141168,0,8141168,12965621,
240,111,111,,,4,,5202404000-3,南部院區,,,0,2263800,0,0,2263800,0,623143283,0,623143283,625407083,
240,111,111,,,,,,保留數,,,0,154223519,466099,0,154689618,0,924559702,0,924559702,1079249320,
240,111,111,,,,,,合計,,,2649436314,5851086576,1310610530,0,9811133420,0,2698109249,0,2698109249,12509242669,
240,112,112,1,,,,0002000000-8,總統府主管,,,0,0,0,0,0,0,0,0,0,0,
240,112,112,,5,,,0002400000-9,中央研究院,,,2725471345,5949594949,1467544037,0,10142610331,0,1692604291,0,1692604291,11835214622,
240,112,112,,,1,,5202400100-6,一般行政,,,215091265,44749288,394000,0,260234553,0,1508482,0,1508482,261743035,
240,112,112,,,2,,5202401000-7,"一般學術研究及評
議",,,2510380080,2426466761,367959888,0,5304806729,0,436077396,0,436077396,5740884125,
240,112,112,,,,1,5202401010-0,人力資源,,,2510380080,0,64158916,0,2574538996,0,0,0,0,2574538996,
240,112,112,,,,2,5202401020-4,"學術研究與人才
培育",,,0,2426466761,303800972,0,2730267733,0,436077396,0,436077396,3166345129,
240,112,112,,,3,,5202402000-2,"自然及人文社會科
學研究",,,0,3349062695,118354249,0,3467416944,0,658152276,0,658152276,4125569220,
240,112,112,,,,1,5202402010-6,數理科學研究,,,0,1162162447,41779012,0,1203941459,0,271413487,0,271413487,1475354946,
240,112,112,,,,2,5202402020-0,生命科學研究,,,0,1493956397,55766623,0,1549723020,0,235989199,0,235989199,1785712219,
240,112,112,,,,3,5202402030-3,"人文及社會科學
研究",,,0,692943851,20808614,0,713752465,0,150749590,0,150749590,864502055,
240,112,112,,,4,,5202404000-3,南部院區,,,0,129316205,3529900,0,132846105,0,115111813,0,115111813,247957918,
240,112,112,,,5,,5202405000-9,非營業特種基金,,,0,0,977306000,0,977306000,0,478351000,0,478351000,1455657000,
240,112,112,,,,1,5202405010-2,科學研究基金,,,0,0,977306000,0,977306000,0,478351000,0,478351000,1455657000,
240,112,112,,,6,,5202409000-0,一般建築及設備,,,0,0,0,0,0,0,3403324,0,3403324,3403324,
240,112,112,,,,1,5202409011-7,交通及運輸設備,,,0,0,0,0,0,0,3403324,0,3403324,3403324,
240,112,112,,,,,,小計,,,2725471345,5949594949,1467544037,0,10142610331,0,1692604291,0,1692604291,11835214622,
240,112,112,1,,,,0002000000-8,總統府主管,,,0,0,0,0,0,0,0,0,0,0,
240,112,112,,5,,,0002400000-9,中央研究院,,,0,65145806,359391,0,65505197,0,1003550203,0,1003550203,1069055400,
240,112,112,,,1,,5202400100-6,一般行政,,,0,460000,0,0,460000,0,0,0,0,460000,
240,112,112,,,2,,5202401000-7,"一般學術研究及評
議",,,0,49579943,359391,0,49939334,0,251688921,0,251688921,301628255,
240,112,112,,,,2,5202401020-4,"學術研究與人才
培育",,,0,49579943,359391,0,49939334,0,251688921,0,251688921,301628255,
240,112,112,,,3,,5202402000-2,"自然及人文社會科
學研究",,,0,8934723,0,0,8934723,0,174706570,0,174706570,183641293,
240,112,112,,,,1,5202402010-6,數理科學研究,,,0,3239005,0,0,3239005,0,70295731,0,70295731,73534736,
240,112,112,,,,2,5202402020-0,生命科學研究,,,0,5022718,0,0,5022718,0,87524017,0,87524017,92546735,
240,112,112,,,,3,5202402030-3,"人文及社會科學
研究",,,0,673000,0,0,673000,0,16886822,0,16886822,17559822,
240,112,112,,,4,,5202404000-3,南部院區,,,0,6171140,0,0,6171140,0,577154712,0,577154712,583325852,
240,112,112,,,,,,保留數,,,0,65145806,359391,0,65505197,0,1003550203,0,1003550203,1069055400,
240,112,112,,,,,,合計,,,2725471345,6014740755,1467903428,0,10208115528,0,2696154494,0,2696154494,12904270022,
401,105,105,03,,,,0004000000-5,立法院主管,,,"2,425,619,547","664,714,576","17,090,000",0,"3,107,424,123",0,"193,301,759",0,"193,301,759","3,300,725,882",
401,105,105,,01,,,0004010000-1,立法院,,,"2,425,619,547","664,714,576","17,090,000",0,"3,107,424,123",0,"193,301,759",0,"193,301,759","3,300,725,882",
401,105,105,,,01,,3404010100-7,一般行政,,,"1,300,544,997","404,937,624","3,540,000",0,"1,709,022,621",0,"25,739,573",0,"25,739,573","1,734,762,194",
401,105,105,,,02,,3404010200-1,委員問政業務,,,"1,125,074,550","207,484,757",0,0,"1,332,559,307",0,0,0,0,"1,332,559,307",
401,105,105,,,,01,3404010201-4,委員歲費及公費,,,"291,905,517",0,0,0,"291,905,517",0,0,0,0,"291,905,517",
401,105,105,,,,02,3404010203-0,公費助理,,,"748,924,229",0,0,0,"748,924,229",0,0,0,0,"748,924,229",
401,105,105,,,,03,3404010204-2,國會交流事務,,,0,"35,018,303",0,0,"35,018,303",0,0,0,0,"35,018,303",
401,105,105,,,,04,3404010205-5,委員會館,,,0,"124,463,657",0,0,"124,463,657",0,0,0,0,"124,463,657",
401,105,105,,,,05,3404010206-8,問政相關業務,,,"84,244,804","48,002,797",0,0,"132,247,601",0,0,0,0,"132,247,601",
401,105,105,,,03,,3404010300-6,議事業務,,,0,"10,639,121",0,0,"10,639,121",0,0,0,0,"10,639,121",
401,105,105,,,04,,3404010400-0,立法諮詢業務,,,0,"4,412,712",0,0,"4,412,712",0,0,0,0,"4,412,712",
401,105,105,,,05,,3404010500-5,國會圖書業務,,,0,"15,190,891",0,0,"15,190,891",0,"21,640,870",0,"21,640,870","36,831,761",
401,105,105,,,06,,3404010600-0,公報業務,,,0,"22,049,471",0,0,"22,049,471",0,0,0,0,"22,049,471",
401,105,105,,,07,,3404010700-4,黨團補助,,,0,0,"13,550,000",0,"13,550,000",0,0,0,0,"13,550,000",
401,105,105,,,08,,3404019000-1,一般建築及設備,,,0,0,0,0,0,0,"145,921,316",0,"145,921,316","145,921,316",
401,105,105,,,,01,3404019002-7,營建工程,,,0,0,0,0,0,0,"6,353,547",0,"6,353,547","6,353,547",
401,105,105,,,,02,3404019011-8,交通及運輸設備,,,0,0,0,0,0,0,"11,988,340",0,"11,988,340","11,988,340",
401,105,105,,,,03,3404019019-0,其他設備,,,0,0,0,0,0,0,"127,579,429",0,"127,579,429","127,579,429",
401,105,105,,,,,00040000000-5,"立法
院主
管",,,"2,425,619,547","664,714,576","17,090,000",0,"3,107,424,123",0,"193,301,759",0,"193,301,759","3,300,725,882",
401,105,105,03,,,,0004000000-5,立法院主管,,,0,"44,213,936",0,0,"44,213,936",0,"74,569,003",0,"74,569,003","118,782,939",
401,105,105,,01,,,0004010000-1,立法院,,,0,"44,213,936",0,0,"44,213,936",0,"74,569,003",0,"74,569,003","118,782,939",
401,105,105,,,01,,3404010100-7,一般行政,,,0,"21,419,838",0,0,"21,419,838",0,"1,500,000",0,"1,500,000","22,919,838",
401,105,105,,,02,,3404010200-1,委員問政業務,,,0,"20,855,098",0,0,"20,855,098",0,0,0,0,"20,855,098",
401,105,105,,,,03,3404010204-2,國會交流事務,,,0,"4,800,000",0,0,"4,800,000",0,0,0,0,"4,800,000",
401,105,105,,,,04,3404010205-5,委員會館,,,0,"8,576,643",0,0,"8,576,643",0,0,0,0,"8,576,643",
401,105,105,,,,05,3404010206-8,問政相關業務,,,0,"7,478,455",0,0,"7,478,455",0,0,0,0,"7,478,455",
401,105,105,,,05,,3404010500-5,國會圖書業務,,,0,"1,321,000",0,0,"1,321,000",0,0,0,0,"1,321,000",
401,105,105,,,06,,3404010600-0,公報業務,,,0,"618,000",0,0,"618,000",0,0,0,0,"618,000",
401,105,105,,,08,,3404019000-1,一般建築及設備,,,0,0,0,0,0,0,"73,069,003",0,"73,069,003","73,069,003",
401,105,105,,,,01,3404019002-7,營建工程,,,0,0,0,0,0,0,"8,646,453",0,"8,646,453","8,646,453",
401,105,105,,,,03,3404019019-0,其他設備,,,0,0,0,0,0,0,"64,422,550",0,"64,422,550","64,422,550",
401,105,105,,,,,00040000000-5,"立法
院主
管",,,0,"44,213,936",0,0,"44,213,936",0,"74,569,003",0,"74,569,003","118,782,939",
401,105,105,,,,,00040000000-5,"立
法
院
主
管",,,"2,425,619,547","708,928,512","17,090,000",0,"3,151,638,059",0,"267,870,762",0,"267,870,762","3,419,508,821",
501,105,105,04,,,,0005000000-9,司法院主管,,,"783,080,624","174,513,248","1,039,224,603",0,"1,996,818,475",0,"408,630,317","87,468,000","496,098,317","2,492,916,792",
501,105,105,,01,,,0005010000-5,司法院,,,"783,080,624","174,513,248","1,039,224,603",0,"1,996,818,475",0,"408,630,317","87,468,000","496,098,317","2,492,916,792",
501,105,105,,,01,,3505010100-6,一般行政,,,"548,091,352","148,798,878","1,029,000",0,"697,919,230",0,"198,446,657",0,"198,446,657","896,365,887",
501,105,105,,,02,,3505011000-7,大法官議事業務,,,0,"3,736,543",0,0,"3,736,543",0,0,0,0,"3,736,543",
501,105,105,,,03,,3505011300-0,民事審判行政,,,0,"1,313,808","258,705",0,"1,572,513",0,0,0,0,"1,572,513",
501,105,105,,,04,,3505011400-5,刑事審判行政,,,"135,000","11,483,218",0,0,"11,618,218",0,0,0,0,"11,618,218",
501,105,105,,,05,,3505011500-0,"行政訴訟及懲戒行
政",,,0,"3,324,768","115,000",0,"3,439,768",0,0,0,0,"3,439,768",
501,105,105,,,06,,3505011600-4,"少年及家事審判行
政",,,0,"1,056,316","13,576,717",0,"14,633,033",0,0,0,0,"14,633,033",
501,105,105,,,07,,3505011700-9,司法業務規劃研考,,,"360,000","4,799,717","1,959,007",0,"7,118,724",0,0,0,0,"7,118,724",
501,105,105,,,08,,3505011800-3,"司法機關擴遷建計
畫",,,0,0,0,0,0,0,"198,522,200",0,"198,522,200","198,522,200",
501,105,105,,,09,,3505019000-0,一般建築及設備,,,0,0,0,0,0,0,"11,661,460",0,"11,661,460","11,661,460",
501,105,105,,,,01,3505019011-7,交通及運輸設備,,,0,0,0,0,0,0,"162,570",0,"162,570","162,570",
501,105,105,,,,02,3505019019-9,其他設備,,,0,0,0,0,0,0,"11,498,890",0,"11,498,890","11,498,890",
501,105,105,,,11,,6805011900-3,"對財團法人法律扶
助基金會捐助",,,0,0,"1,022,286,174",0,"1,022,286,174",0,0,"87,468,000","87,468,000","1,109,754,174",
501,105,105,,,12,,7505011900-3,"司法官退休退養給
付",,,"234,494,272",0,0,0,"234,494,272",0,0,0,0,"234,494,272",
501,105,105,,,,,00050000000-9,"司法
院主
管",,,"783,080,624","174,513,248","1,039,224,603",0,"1,996,818,475",0,"408,630,317","87,468,000","496,098,317","2,492,916,792",
501,105,105,04,,,,0005000000-9,司法院主管,,,0,"18,294,740","57,345,826",0,"75,640,566",0,"85,378,010",0,"85,378,010","161,018,576",
501,105,105,,01,,,0005010000-5,司法院,,,0,"18,294,740","57,345,826",0,"75,640,566",0,"85,378,010",0,"85,378,010","161,018,576",
501,105,105,,,01,,3505010100-6,一般行政,,,0,"16,558,540",0,0,"16,558,540",0,"49,995,760",0,"49,995,760","66,554,300",
501,105,105,,,03,,3505011300-0,民事審判行政,,,0,"325,200",0,0,"325,200",0,0,0,0,"325,200",
501,105,105,,,07,,3505011700-9,司法業務規劃研考,,,0,"1,411,000",0,0,"1,411,000",0,0,0,0,"1,411,000",
501,105,105,,,08,,3505011800-3,"司法機關擴遷建計
畫",,,0,0,0,0,0,0,"30,193,000",0,"30,193,000","30,193,000",
501,105,105,,,09,,3505019000-0,一般建築及設備,,,0,0,0,0,0,0,"5,189,250",0,"5,189,250","5,189,250",
501,105,105,,,,01,3505019011-7,交通及運輸設備,,,0,0,0,0,0,0,"1,992,650",0,"1,992,650","1,992,650",
501,105,105,,,,02,3505019019-9,其他設備,,,0,0,0,0,0,0,"3,196,600",0,"3,196,600","3,196,600",
501,105,105,,,11,,6805011900-3,"對財團法人法律扶
助基金會捐助",,,0,0,"57,345,826",0,"57,345,826",0,0,0,0,"57,345,826",
501,105,105,,,,,00050000000-9,"司法
院主
管",,,0,"18,294,740","57,345,826",0,"75,640,566",0,"85,378,010",0,"85,378,010","161,018,576",
501,105,105,,,,,00050000000-9,"司
法
院
主
管",,,"783,080,624","192,807,988","1,096,570,429",0,"2,072,459,041",0,"494,008,327","87,468,000","581,476,327","2,653,935,368",
501,106,106,04,,,,0005000000-9,司法院主管,,,"755,710,334","185,612,520","1,174,488,699",0,"2,115,811,553",0,"496,842,951","55,351,000","552,193,951","2,668,005,504",
501,106,106,,01,,,0005010000-5,司法院,,,"755,710,334","185,612,520","1,174,488,699",0,"2,115,811,553",0,"496,842,951","55,351,000","552,193,951","2,668,005,504",
501,106,106,,,01,,3505010100-6,一般行政,,,"514,465,153","158,031,217","268,000",0,"672,764,370",0,"296,957,597",0,"296,957,597","969,721,967",
501,106,106,,,02,,3505011000-7,大法官釋憲業務,,,0,"4,009,585",0,0,"4,009,585",0,0,0,0,"4,009,585",
501,106,106,,,03,,3505011300-0,民事審判行政,,,0,"3,193,984","235,210",0,"3,429,194",0,0,0,0,"3,429,194",
501,106,106,,,04,,3505011400-5,刑事審判行政,,,0,"8,828,830",0,0,"8,828,830",0,0,0,0,"8,828,830",
501,106,106,,,05,,3505011500-0,"行政訴訟及懲戒行
政",,,0,"4,287,563","109,000",0,"4,396,563",0,0,0,0,"4,396,563",
501,106,106,,,06,,3505011600-4,"少年及家事審判行
政",,,0,"1,011,903","18,050,011",0,"19,061,914",0,0,0,0,"19,061,914",
501,106,106,,,07,,3505011700-9,司法業務規劃研考,,,"320,000","6,249,438","1,895,478",0,"8,464,916",0,0,0,0,"8,464,916",
501,106,106,,,08,,3505011800-3,"司法機關擴遷建計
畫",,,0,0,0,0,0,0,"193,240,200",0,"193,240,200","193,240,200",
501,106,106,,,09,,3505019000-0,一般建築及設備,,,0,0,0,0,0,0,"6,645,154",0,"6,645,154","6,645,154",
501,106,106,,,,01,3505019011-7,交通及運輸設備,,,0,0,0,0,0,0,"985,338",0,"985,338","985,338",
501,106,106,,,,02,3505019019-9,其他設備,,,0,0,0,0,0,0,"5,659,816",0,"5,659,816","5,659,816",
501,106,106,,,11,,6805011900-3,"對財團法人法律扶
助基金會捐助",,,0,0,"1,153,931,000",0,"1,153,931,000",0,0,"55,351,000","55,351,000","1,209,282,000",
501,106,106,,,12,,7505011900-3,"司法官退休退養給
付",,,"240,925,181",0,0,0,"240,925,181",0,0,0,0,"240,925,181",
501,106,106,,,,,00050000000-9,"司法
院主
管",,,"755,710,334","185,612,520","1,174,488,699",0,"2,115,811,553",0,"496,842,951","55,351,000","552,193,951","2,668,005,504",
501,106,106,04,,,,0005000000-9,司法院主管,,,0,"27,502,475",0,0,"27,502,475",0,"70,416,234",0,"70,416,234","97,918,709",
501,106,106,,01,,,0005010000-5,司法院,,,0,"27,502,475",0,0,"27,502,475",0,"70,416,234",0,"70,416,234","97,918,709",
501,106,106,,,01,,3505010100-6,一般行政,,,0,"5,216,257",0,0,"5,216,257",0,"24,914,416",0,"24,914,416","30,130,673",
501,106,106,,,04,,3505011400-5,刑事審判行政,,,0,"20,033,918",0,0,"20,033,918",0,0,0,0,"20,033,918",
501,106,106,,,05,,3505011500-0,"行政訴訟及懲戒行
政",,,0,"139,300",0,0,"139,300",0,0,0,0,"139,300",
501,106,106,,,07,,3505011700-9,司法業務規劃研考,,,0,"2,113,000",0,0,"2,113,000",0,0,0,0,"2,113,000",
501,106,106,,,08,,3505011800-3,"司法機關擴遷建計
畫",,,0,0,0,0,0,0,"44,397,600",0,"44,397,600","44,397,600",
501,106,106,,,09,,3505019000-0,一般建築及設備,,,0,0,0,0,0,0,"1,104,218",0,"1,104,218","1,104,218",
501,106,106,,,,02,3505019019-9,其他設備,,,0,0,0,0,0,0,"1,104,218",0,"1,104,218","1,104,218",
501,106,106,,,,,00050000000-9,"司法
院主
管",,,0,"27,502,475",0,0,"27,502,475",0,"70,416,234",0,"70,416,234","97,918,709",
501,106,106,,,,,00050000000-9,"司
法
院
主
管",,,"755,710,334","213,114,995","1,174,488,699",0,"2,143,314,028",0,"567,259,185","55,351,000","622,610,185","2,765,924,213",
501,107,107,04,,,,0005000000-9,司法院主管,,,"787,892,065","222,557,574","1,347,649,644",0,"2,358,099,283",0,"267,634,230","48,699,000","316,333,230","2,674,432,513",
501,107,107,,01,,,0005010000-5,司法院,,,"787,892,065","222,557,574","1,347,649,644",0,"2,358,099,283",0,"267,634,230","48,699,000","316,333,230","2,674,432,513",
501,107,107,,,01,,3505010100-6,一般行政,,,"511,589,358","170,531,463","280,000",0,"682,400,821",0,"267,437,870",0,"267,437,870","949,838,691",
501,107,107,,,02,,3505011000-7,大法官釋憲業務,,,0,"6,352,155",0,0,"6,352,155",0,0,0,0,"6,352,155",
501,107,107,,,03,,3505011300-0,民事審判行政,,,0,"4,360,529","235,153",0,"4,595,682",0,0,0,0,"4,595,682",
501,107,107,,,04,,3505011400-5,刑事審判行政,,,0,"11,828,547",0,0,"11,828,547",0,0,0,0,"11,828,547",
501,107,107,,,05,,3505011500-0,"行政訴訟及懲戒行
政",,,0,"4,010,016","106,000",0,"4,116,016",0,0,0,0,"4,116,016",
501,107,107,,,06,,3505011600-4,"少年及家事審判行
政",,,0,"1,386,609","19,616,091",0,"21,002,700",0,0,0,0,"21,002,700",
501,107,107,,,07,,3505011700-9,司法業務規劃研考,,,"240,000","24,088,255","1,671,400",0,"25,999,655",0,0,0,0,"25,999,655",
501,107,107,,,09,,3505019000-0,一般建築及設備,,,0,0,0,0,0,0,"196,360",0,"196,360","196,360",
501,107,107,,,,01,3505019011-7,交通及運輸設備,,,0,0,0,0,0,0,"196,360",0,"196,360","196,360",
501,107,107,,,11,,6805011900-3,"對財團法人法律扶
助基金會捐助",,,0,0,"1,325,741,000",0,"1,325,741,000",0,0,"48,699,000","48,699,000","1,374,440,000",
501,107,107,,,12,,7505011900-3,"司法官退休退養給
付",,,"276,062,707",0,0,0,"276,062,707",0,0,0,0,"276,062,707",
501,107,107,,,,,00050000000-9,"司法
院主
管",,,"787,892,065","222,557,574","1,347,649,644",0,"2,358,099,283",0,"267,634,230","48,699,000","316,333,230","2,674,432,513",
501,107,107,04,,,,0005000000-9,司法院主管,,,0,"17,684,892",0,0,"17,684,892",0,"156,970,867",0,"156,970,867","174,655,759",
501,107,107,,01,,,0005010000-5,司法院,,,0,"17,684,892",0,0,"17,684,892",0,"156,970,867",0,"156,970,867","174,655,759",
501,107,107,,,01,,3505010100-6,一般行政,,,0,"100,000",0,0,"100,000",0,"156,220,867",0,"156,220,867","156,320,867",
501,107,107,,,04,,3505011400-5,刑事審判行政,,,0,"16,056,892",0,0,"16,056,892",0,0,0,0,"16,056,892",
501,107,107,,,06,,3505011600-4,"少年及家事審判行
政",,,0,"248,000",0,0,"248,000",0,0,0,0,"248,000",
501,107,107,,,07,,3505011700-9,司法業務規劃研考,,,0,"1,280,000",0,0,"1,280,000",0,0,0,0,"1,280,000",
501,107,107,,,09,,3505019000-0,一般建築及設備,,,0,0,0,0,0,0,"750,000",0,"750,000","750,000",
501,107,107,,,,01,3505019011-7,交通及運輸設備,,,0,0,0,0,0,0,"750,000",0,"750,000","750,000",
501,107,107,,,,,00050000000-9,"司法
院主
管",,,0,"17,684,892",0,0,"17,684,892",0,"156,970,867",0,"156,970,867","174,655,759",
501,107,107,,,,,00050000000-9,"司
法
院
主
管",,,"787,892,065","240,242,466","1,347,649,644",0,"2,375,784,175",0,"424,605,097","48,699,000","473,304,097","2,849,088,272",
501,108,108,04,,,,0005000000-9,司法院主管,,,"855,180,873","249,488,648","1,318,948,008",0,"2,423,617,529",0,"391,029,121","59,569,000","450,598,121","2,874,215,650",
501,108,108,,01,,,0005010000-5,司法院,,,"855,180,873","249,488,648","1,318,948,008",0,"2,423,617,529",0,"391,029,121","59,569,000","450,598,121","2,874,215,650",
501,108,108,,,01,,3505010100-6,一般行政,,,"540,389,083","222,845,479","278,000",0,"763,512,562",0,"390,918,888",0,"390,918,888","1,154,431,450",
501,108,108,,,02,,3505011000-7,大法官釋憲業務,,,0,"3,900,460",0,0,"3,900,460",0,0,0,0,"3,900,460",
501,108,108,,,03,,3505011300-0,民事審判行政,,,0,"4,482,872","259,580",0,"4,742,452",0,0,0,0,"4,742,452",
501,108,108,,,04,,3505011400-5,刑事審判行政,,,0,"6,544,440",0,0,"6,544,440",0,0,0,0,"6,544,440",
501,108,108,,,05,,3505011500-0,"行政訴訟及懲戒行
政",,,0,"4,688,694",0,0,"4,688,694",0,0,0,0,"4,688,694",
501,108,108,,,06,,3505011600-4,"少年及家事審判行
政",,,0,"1,313,935","21,155,428",0,"22,469,363",0,0,0,0,"22,469,363",
501,108,108,,,07,,3505011700-9,司法業務規劃研考,,,"280,000","5,712,768","1,609,000",0,"7,601,768",0,0,0,0,"7,601,768",
501,108,108,,,08,,3505019000-0,一般建築及設備,,,0,0,0,0,0,0,"110,233",0,"110,233","110,233",
501,108,108,,,,01,3505019011-7,交通及運輸設備,,,0,0,0,0,0,0,"110,233",0,"110,233","110,233",
501,108,108,,,10,,6805011900-3,"對財團法人法律扶
助基金會捐助",,,0,0,"1,295,646,000",0,"1,295,646,000",0,0,"59,569,000","59,569,000","1,355,215,000",
501,108,108,,,11,,7505011900-3,"司法官退休退養給
付",,,"314,511,790",0,0,0,"314,511,790",0,0,0,0,"314,511,790",
501,108,108,,,,,00050000000-9,"司法
院主
管",,,"855,180,873","249,488,648","1,318,948,008",0,"2,423,617,529",0,"391,029,121","59,569,000","450,598,121","2,874,215,650",
501,108,108,04,,,,0005000000-9,司法院主管,,,0,"6,427,516",0,0,"6,427,516",0,"118,182,847",0,"118,182,847","124,610,363",
501,108,108,,01,,,0005010000-5,司法院,,,0,"6,427,516",0,0,"6,427,516",0,"118,182,847",0,"118,182,847","124,610,363",
501,108,108,,,01,,3505010100-6,一般行政,,,0,"5,208,516",0,0,"5,208,516",0,"118,182,847",0,"118,182,847","123,391,363",
501,108,108,,,07,,3505011700-9,司法業務規劃研考,,,0,"1,219,000",0,0,"1,219,000",0,0,0,0,"1,219,000",
501,108,108,,,,,00050000000-9,"司法
院主
管",,,0,"6,427,516",0,0,"6,427,516",0,"118,182,847",0,"118,182,847","124,610,363",
501,108,108,,,,,00050000000-9,"司
法
院
主
管",,,"855,180,873","255,916,164","1,318,948,008",0,"2,430,045,045",0,"509,211,968","59,569,000","568,780,968","2,998,826,013",
501,109,109,4,,,,0005000000-9,司法院主管,,,0,0,0,0,0,0,0,0,0,0,
501,109,109,,1,,,0005010000-5,司法院,,,884413517,381474548,1334694041,0,2600582106,0,395895477,44807000,440702477,3041284583,
501,109,109,,,1,,3405010100-0,一般行政,,,541250043,341416671,306000,0,882972714,0,378279451,0,378279451,1261252165,
501,109,109,,,2,,3405011000-1,大法官釋憲業務,,,0,4940991,0,0,4940991,0,0,0,0,4940991,
501,109,109,,,3,,3405011300-5,審判行政,,,0,30703878,21376941,0,52080819,0,11969940,0,11969940,64050759,
501,109,109,,,4,,3405011700-3,司法業務規劃研考,,,0,4413008,1541100,0,5954108,0,0,0,0,5954108,
501,109,109,,,5,,3405019000-5,一般建築及設備,,,0,0,0,0,0,0,5646086,0,5646086,5646086,
501,109,109,,,,1,3405019011-1,交通及運輸設備,,,0,0,0,0,0,0,5646086,0,5646086,5646086,
501,109,109,,,7,,6305011900-6,"對財團法人法律扶
助基金會捐助",,,0,0,1311470000,0,1311470000,0,0,44807000,44807000,1356277000,
501,109,109,,,8,,7605011900-9,"司法官退休退養給
付",,,343163474,0,0,0,343163474,0,0,0,0,343163474,
501,109,109,,,,,,小計,,,884413517,381474548,1334694041,0,2600582106,0,395895477,44807000,440702477,3041284583,
501,109,109,4,,,,0005000000-9,司法院主管,,,0,0,0,0,0,0,0,0,0,0,
501,109,109,,1,,,0005010000-5,司法院,,,0,42769669,0,0,42769669,0,70189079,0,70189079,112958748,
501,109,109,,,1,,3405010100-0,一般行政,,,0,14933563,0,0,14933563,0,70189079,0,70189079,85122642,
501,109,109,,,3,,3405011300-5,審判行政,,,0,27436306,0,0,27436306,0,0,0,0,27436306,
501,109,109,,,4,,3405011700-3,司法業務規劃研考,,,0,399800,0,0,399800,0,0,0,0,399800,
501,109,109,,,,,,保留數,,,0,42769669,0,0,42769669,0,70189079,0,70189079,112958748,
501,109,109,,,,,,合計,,,884413517,424244217,1334694041,0,2643351775,0,466084556,44807000,510891556,3154243331,
501,110,110,4,,,,0005000000-9,司法院主管,,,0,0,0,0,0,0,0,0,0,0,
501,110,110,,1,,,0005010000-5,司法院,,,996352044,478455407,1481947505,0,2956754956,0,371385069,23423000,394808069,3351563025,
501,110,110,,,1,,3405010100-0,一般行政,,,584521575,331120043,308000,0,915949618,0,279413593,0,279413593,1195363211,
501,110,110,,,2,,3405011000-1,大法官釋憲業務,,,0,5391747,0,0,5391747,0,0,0,0,5391747,
501,110,110,,,3,,3405011300-5,審判行政,,,0,117861016,21658550,0,139519566,0,86521556,0,86521556,226041122,
501,110,110,,,4,,3405011700-3,司法業務規劃研考,,,0,24082601,1425955,0,25508556,0,0,0,0,25508556,
501,110,110,,,5,,3405019000-5,一般建築及設備,,,0,0,0,0,0,0,5449920,0,5449920,5449920,
501,110,110,,,,1,3405019011-1,交通及運輸設備,,,0,0,0,0,0,0,5449920,0,5449920,5449920,
501,110,110,,,7,,6305011900-6,"對財團法人法律扶
助基金會捐助",,,0,0,1458555000,0,1458555000,0,0,23423000,23423000,1481978000,
501,110,110,,,8,,7605011900-9,"司法官退休退養給
付",,,411830469,0,0,0,411830469,0,0,0,0,411830469,
501,110,110,,,,,,小計,,,996352044,478455407,1481947505,0,2956754956,0,371385069,23423000,394808069,3351563025,
501,110,110,4,,,,0005000000-9,司法院主管,,,0,0,0,0,0,0,0,0,0,0,
501,110,110,,1,,,0005010000-5,司法院,,,0,99837955,0,0,99837955,0,215172096,0,215172096,315010051,
501,110,110,,,1,,3405010100-0,一般行政,,,0,25054833,0,0,25054833,0,102703611,0,102703611,127758444,
501,110,110,,,3,,3405011300-5,審判行政,,,0,73299986,0,0,73299986,0,112468485,0,112468485,185768471,
501,110,110,,,4,,3405011700-3,司法業務規劃研考,,,0,1483136,0,0,1483136,0,0,0,0,1483136,
